,title,company,salary,summary
14,newDirector of Public Affairs and Social Impact,Bowery Farming,,"At the heart of each farm is the proprietary BoweryOS, which integrates software, hardware, sensors, AI, computer vision systems, machine learning models and…"
15,newStaff Assistant [Temporary],United Nations,,The UNAT is the revision tribunal of the internal justice system and hears and decides appeals filed by or on behalf of current and former staff members and…
16,"Qualitative Researcher, AI",Facebook App,,"Orchestrate strategic visioning and analytical activity, moving between macro trends and micro trends and developing substantiated POV's for AI related topics."
17,"Account Manager, Startup","Amazon Web Services, Inc.",,Bachelors Degree or equivalent additional years of experience.5-10 years of sales or total experience.3-10 years of technology related sales or business…
18,ML/AI Data Scientist,Lemonade Insurance Company,,As the second Data Scientist in our NY office you will be responsible for developing sophisticated models around pricing and risk mitigation.
19,"Responsible Innovation Strategist, Content and Partnerships",Google,,"Bachelor's degree or equivalent practical experience.1 year of experience in technical writing, copywriting, content editing, partner relations, stakeholder…"
20,newHR Compliance Administrator,Bowery Farming,,"At the heart of each farm is the proprietary BoweryOS, which integrates software, hardware, sensors, AI, computer vision systems, machine learning models and…"
21,"newData Scientist, Amazon Associates",Amazon.com Services LLC,,"1+ years of experience with data scripting languages (e.g SQL, Python, R etc.).Or statistical/mathematical software (e.g. R, SAS, or Matlab)."
22,newVistex Consultant (14044),Baer Group,,Review the existing 70 Vistex Rebate agreements in the source SAP system (the one that will be retired).Transform Rebates directly into new Vistex Agreements…
23,Machine Learning Operations Engineer,360Learning,,Be making important contributions to our existing ML systems.Be progressively integrating aspects of your vision for the ML platform.
24,AI Research Assoc Sr,"JPMorgan Chase Bank, N.A.",,They pursue primary research in areas related to our research pillars as well as concrete problems related to financial services.
25,Analyst - Analyst,BNP Paribas,,"The Group helps all its clients (individuals, community associations, entrepreneurs, SMEs, corporates and institutional clients) to realize their projects…"
26,Entry Level - Associate Data Scientist (Commercial),IBM,,"As an Associate Data Scientist at IBM, you will help transform our clients’ data into tangible business value by analyzing information, communicating outcomes…"
27,newApplied AI ML Lead,"JPMorgan Chase Bank, N.A.",,We value our customers' direct feedback and function in a truly agile way to incorporate changes to improve application experience.
28,Executive Director - Applied AI ML Director,"JPMorgan Chase Bank, N.A.",,"Candidates should not be hesitant to take on projects where he/she will everything end-to-end, thinking like an engineer not afraid to get his/her hands dirty…"
29,Junior Data Scientist,Reonomy,,"Extract and combine data from multiple internal data sources, including data cleansing and noise removal.Perform high quality exploratory data analysis."
30,Applied AI ML Associate Sr,"JPMorgan Chase Bank, N.A.",,3 + years of software engineering/developer and production experience.3 years of experience in big-data.3+ years of big-Data platform engineering.
31,PT Faculty- School of Fashion,The New School,,AAS Fashion Marketing and Communication.Product design and wearable technology.Systems thinking and human-centered design.
32,newAccount Executive,Accrete.AI,,Accrete was launched in 2017 on the back of over a decade of R&D pertaining to the problem of getting a machine to perform cognitive tasks accurately without…
33,"newASSOCIATE POLITICAL AFFAIRS OFFICER, Temporary Job Opening [...",United Nations,,Reviews and monitors developments in the assigned countries/region of the Americas;Conducts research and prepares analytical materials and assessments related…
34,FP&A Associate,Bowery Farming,,"At the heart of each farm is the proprietary BoweryOS, which integrates software, hardware, sensors, AI, computer vision systems, machine learning models and…"
35,Fellowship Program/ Machine Learning - AI/ML Engineer,GSK,,"To help us, we seek up to 10 passionate, early-careers researchers who wish to turn their talents to healthcare, learn about the pharmaceutical industry and…"
36,"Program Manager, AI",Facebook App,,"Our work covers the full spectrum of topics related to AI, including deriving knowledge from data: Theory, algorithms, applications, software infrastructure and…"
37,"Associate, Strategy & Operations, Deep Technology (New York...",B Capital Group Careers,,"B Capital is looking for a Strategy & Operations Deep Tech Associate who will partner with our portfolio companies across sectors such as AI, Big Data,…"
38,newAI Success Manager,DataRobot,,"Using their strategic orientation and consulting mindset, the AI Success Manager will help complex client organizations navigate the transformation to “AI…"
39,Product Manager (AI),Apple,,"You will need to understand the world of optimization systems development and data driven product management, orchestrate a product plan and schedule, then…"
40,Community HIV Tester (Spanish Fluency Preferred),Planned Parenthood of Greater New York,,"Planned Parenthood of Greater New York's HIV, STD, HCV Prevention Program is grant funded by the New York State Department of Health AIDS Institute (AI)."
41,Acorn AI Labs Analytics Associate,Medidata Solutions,,"Medidata is leading the digital transformation of life sciences, creating hope for millions of patients.Drive problem-solving with data scientists and other…"
42,"Transportation or Regional Sales - IoT, AI",Verizon,,"You will be supporting the new business, product, and technical capability inside NBI, which will leverage Verizon’s 5G network and Intelligent Edge Network …"
43,"PR Manager, Alexa AI",Amazon.com Services LLC,,"5 + years of public relations experience, including experience pitching proactive stories - thought leadership and product - to technology and business…"
44,"newGlobal Research - Big Data, AI and High Frequency Strategy -...","JPMorgan Chase Bank, N.A.",,"Produce and publish research on Big Data, AI, and High Frequency trading strategies.Design proprietary quantitative strategies using machine learning…"
45,newTalent Acquisition Manager,Accrete.AI,Estimated $67.6K – $85.6K a year,"Accrete is looking for a Talent & Recruiting Manager that will be responsible for helping manage U.S. recruiting operations, onboarding initiatives and talent…"
46,"Quantitative Marketing Scientist, Marketing Automation, Ads",Google,,"Master's degree in Computer Science, a quantitative discipline, or equivalent practical experience.2 years of experience in information retrieval, mining, or…"
47,Machine Learning Operations Engineer,360Learning,Estimated $95.5K – $121K a year,Be making important contributions to our existing ML systems.Be progressively integrating aspects of your vision for the ML platform.
48,Vice President Strategy & Transformation,Barclays,Estimated $110K – $139K a year,"This is a highly visible role where you’ll need to use your analytical skills, project management experience, and expertise in operational transformation to…"
49,"Assistant Director of AI Studio, Break Through Tech AI",Cornell University,Estimated $50.2K – $63.6K a year,The Assistant Director of the AI Studio will learn from best practices for corporate engagement and curriculum-specific partnerships to customize and execute…
50,"Data Scientist, Machine Learning - Search",Quizlet,Estimated $101K – $128K a year,"As a ML Data Scientist working on search and recommendations, you will help match students to relevant content, among our corpus of 500M+ study guides and…"
51,AI UAT Coordinator / AfroTech,Wells Fargo,Estimated $95.9K – $121K a year,"The investments we are making will help the company create innovative digital banking experiences, and make it easier for customers to achieve their financial…"
52,Chief Digital and Information Officer,Catholic Health Services,Estimated $38.7K – $48.9K a year,"The CDO/CIO takes a leadership role in developing a clearly defined and compelling digital strategy for the future growth of Catholic Health, ensuring that all…"
53,Facebook AI Research Lead,Facebook App,Estimated $89.5K – $113K a year,Be part of AI org leadership reporting into VP of AI.Partner with the rest of Facebook AI and with the product teams to ensure FAIR’s breakthroughs go from…
54,Investor Relations Associate,Bessemer Trust Company,Estimated $62K – $78.4K a year,"This role will work closely with a wide variety of internal teams including Client Advisors, Investment Research, Finance, Tax, Marketing, Legal and Compliance,…"
55,newAI Success Manager,DataRobot,Estimated $87.3K – $111K a year,"Using their strategic orientation and consulting mindset, the AI Success Manager will help complex client organizations navigate the transformation to “AI…"
56,newExternal Relations Specialist for IBM Systems,IBM,Estimated $75.7K – $95.9K a year,"To think along with clients and sell.You will have the opportunity to build your skills around messaging and strategy, positioning, competitive assessments,…"
57,Chat Bot Manager,National Education Partners,Estimated $64.9K – $82.1K a year,"This position is responsible for designing the AI “bot” processes, flows, and overall strategies of the integrated systems related to automating the UI/UX for…"
58,"AI/ML - Research Scientist, Health AI",Apple,,We are looking for research scientists with a passion for developing and using machine learning to transform sensing data from the most worn wearables and…
59,"newData Scientist, Amazon Associates",Amazon.com Services LLC,,"1+ years of experience with data scripting languages (e.g SQL, Python, R etc.).Or statistical/mathematical software (e.g. R, SAS, or Matlab)."
60,R&D Modern Farmer,Bowery Farming,Estimated $31.5K – $39.9K a year,"At the heart of each farm is the proprietary BoweryOS, which integrates software, hardware, sensors, AI, computer vision systems, machine learning models and…"
61,Project Execution,"JPMorgan Chase Bank, N.A.",Estimated $97.7K – $124K a year,"The Strategy & Process Improvement team works within the CTO Strategy, Governance, and Execution office .The team provide strategic consultation for CTO to…"
62,Product Support Specialist,FUJIFILM,,FUJIFILM Healthcare Americas Corporation is a leading innovator in diagnostic and enterprise imaging solutions designed to meet the evolving needs of healthcare…
63,"Developer Advocate, Emerging AI Solutions",Google,Estimated $102K – $130K a year,"Bachelor's degree in Computer Science, a related technical field, or equivalent practical experience.Experience with software architecture, system design, and…"
64,AI Engineer - Hux,Deloitte,Estimated $110K – $140K a year,"As an AI Engineer, you'll support the development and deployment of transformational AI capabilities for large clients."
65,"newGlobal Program Leader, Education and Workforce",IBM,Estimated $40.4K – $51.2K a year,To think along with clients and sell.We are looking for a candidate who will be the Global Program Leader for our innovative Corporate Social Responsibility …
66,"Sr. Manager, Machine Learning",Quizlet,Estimated $114K – $144K a year,"We make use of our unique data of billions of study interactions (per week!), learning science, diverse domain expertise, and cutting edge ML, particularly in…"
67,Head of Model Risk,Pagaya Investments,Estimated $60.2K – $76.2K a year,"We help partners grow their customer base while managing risk, all with a seamless customer experience.The Head of Model Risk is a key thought and business…"
68,AI/Data Scientist,Beckman Coulter Diagnostics,Estimated $66K – $83.6K a year,The AI/Data Scientist role for Beckman Coulter Diagnostics is responsible for the design development and support of Artificial Intelligence (AI) systems…
69,Enterprise Account Executive - Retail - Tableau Analytics &...,Salesforce,,"With changing market forecasts and evolving customer requirements, retailers and wholesalers must turn to data to stay ahead of the curve, especially in this…"
70,Vice President Strategy & Transformation,Barclays,Estimated $110K – $139K a year,"This is a highly visible role where you’ll need to use your analytical skills, project management experience, and expertise in operational transformation to…"
71,"AI Research Scientist, II",Sony AI America Inc.,Estimated $82.1K – $104K a year,"In this role, the successful candidate will research, develop and deploy fair, transparent, and accountable technology for image processing and other business…"
72,Director-Client services,Virtusa,Estimated $111K – $141K a year,"You will be responsible for driving new sales in Virtusa’s rapidly growing Technology, Media and Telecommunications (TMT) business."
73,Applied Scientist,"Amazon Web Services, Inc.",,"PhD degree in computer science, operations research, statistics, engineering, or mathematics (or Masters with 5+ Years of experience)."
74,Investor Relations Associate,Bessemer Trust Company,Estimated $62K – $78.4K a year,"This role will work closely with a wide variety of internal teams including Client Advisors, Investment Research, Finance, Tax, Marketing, Legal and Compliance,…"
75,AI Applications Sales Executive - Distribution Market,IBM,,"To think along with clients and sell.We are looking for talented, high-energy individuals who share our passion for success, and want to help our Retail,…"
76,AI/ML Developer Advocate,Facebook App,,The Open Source Developer Advocacy team is looking for an expert in the field of Artificial Intelligence and Machine Learning to engage with developer…
77,Principal AI/ML BDM,"Amazon Web Services, Inc.",,10+ years of technology related sales or business development experience.BA/BS degree or equivalent experience required.
78,newHuman Rights Officer [Temporary],United Nations,,The Office supports the mandate of the Victims’ Rights Advocate directed to ensuring that the rights and dignity of victims are at the forefront of all elements…
79,Senior Research Analyst,S&P Global,,Type the name of the Business Segment (e.g. S&P Global Corporate)*.Grade ( relevant for internal applicants only ): 11.
80,Senior Paralegal – Asset Management Alternative Investments...,"Fried, Frank, Harris, Shriver & Jacobson LLP",,Responsible for managing and administering the Asset Management online database containing documentation of various transactions involving all alternative…
81,Machine Learning Researcher,"D. E. Shaw & Co., L.P.",,"All types of learning and AI, including deep learning and statistical learning, are potentially relevant."
82,Manager of Construction Contracts,Bowery Farming,,"At the heart of each farm is the proprietary BoweryOS, which integrates software, hardware, sensors, AI, computer vision systems, machine learning models and…"
83,Account Executive (Healthcare),PAN Communications,,"Passionate about the power of earned media, consistently securing thoughtful coverage for our clients in targeted outlets and building strong relationships with…"
84,"Associate Partner, Enterprise Strategy (Data, Analytics, & A...",IBM,,"We span the front and back-office, balancing industry-specific insights with proven use cases, solutions, and outcomes in marketing, sales, customer service…"
85,Data Scientist-Spanish Language,Kasisto,,"Kasisto’s Digital Experience Platform, KAI, is designed for financial institutions to deliver the industry’s most amazing Conversational AI powered intelligent…"
86,VP Global Head of IT,ICHNOS SCIENCES INC.,,The Vice President of Information Technology (IT) will provide visionary and strategic leadership across and effective management of the information technology…
87,AI-XR Engineer,Weill Cornell Medicine,,"The job duties include training AI healthcare models, building AI enabled mHealth related applications for phones and wearable computing, as well as developing…"
88,Data Scientist,SS&C Technologies,,"2-3 years’ experience as a data analyst, data scientist, or related role.Experience with Python and R is required."
89,newPrincipal Data Scientist,Prudential,,Prudential’s Chief Data Office is seeking a Principal Data Scientist to lead teams of data scientists developing Machine Learning and AI products for multiple…
90,Assistant/Associate/Full Professors in Mechanical Engineerin...,New Jersey Institute of Technology,Estimated $71.3K – $90.3K a year,"Assistant/Associate/Full Professors in Mechanical Engineering.Professor and Chair, Mechanical and Industrial Engineering."
91,newProgramme Management Officer [Temporary],United Nations,Estimated $95.7K – $121K a year,The Office supports the mandate of the Victims’ Rights Advocate directed to ensuring that the rights and dignity of victims are at the forefront of all elements…
92,newPostdoctoral Fellow-MSH,Mount Sinai,Estimated $63.5K – $80.3K a year,Post-doctoral research fellowship position in Abdominal MRI at the BioMedical Engineering and.Imaging Institute (BMEII) at the Icahn School of Medicine at…
93,"HR Director, Facebook Business Group, Ops and Engineering",Facebook App,Estimated $137K – $173K a year,"The ideal candidate will be expected to drive hands-on and strategic level impact to cultivate an amazing and innovative Facebook culture, as well as bring…"
94,"Capgemini Invent - 2022 Campus, Senior Consultant - frog CT",Capgemini Invent,Estimated $121K – $153K a year,"With its strong 50 year heritage and deep industry expertise, Capgemini is trusted by its clients to address the entire breadth of their business needs, from…"
95,"Research Scientist, AI",Facebook App,Estimated $122K – $154K a year,"Facebook is seeking a Research Scientist to join Facebook AI Research (FAIR), a research organization focused on making significant progress in AI."
96,Senior Staff Associate,Columbia University,Estimated $79.5K – $101K a year,"In close coordination with the Director, Strategic Information (SI) Unit, the Senior Staff Associate is responsible for developing and implementing a strategic…"
97,"Lead, Production & Design",Chanel,Estimated $86.3K – $109K a year,"CHANEL is looking for a Lead, Design & Production to join our Visual Merchandising Team in New York.You will play a leading role in designing and overseeing…"
98,"Senior Director of Sales, Financial Services - Eastern North...",C3 AI,Estimated $125K – $158K a year,"We are looking for tenured, well connected, and motivated Senior Director of Sales to lead C3 AI's customer efforts in Eastern North America."
99,"Technology Communications Manager, AI Integrity",Facebook App,Estimated $90.7K – $115K a year,"The ideal candidate will have interest in AI, a curiosity for understanding how technology works under the hood, excel at working under tight deadlines, and…"
100,Data Scientist,Fund For Public Health In New York Inc,,"It facilitates partnerships, often new and unconventional, between government and the private sector to develop, test, and launch new initiatives."
101,AI Research Scientist,"Two Sigma Investments, LLC.",Estimated $108K – $137K a year,"Two Sigma is a financial sciences company, combining data analysis, invention, and rigorous inquiry to help solve the toughest challenges in investment…"
102,newGlobal Head of Spread Product Middle Office (GSP),Citi,Estimated $127K – $161K a year,"We partner extensively with a range of internal stakeholders including Front Office Sales and Trading Desks, Compliance, Legal, Finance and HR; alongside having…"
103,newSenior AI Data Scientist,CVS Health,,This role supports the CVS organization by developing artificial intelligence models and algorithms with applications across the healthcare spectrum.
104,Data Scientist,Hospital for Special Surgery,Estimated $89.5K – $113K a year,"This new venture aligns experts in data engineering, data science, operational excellence, and medicine to pioneer new and innovative care delivery models,…"
105,"Solution Consulting Product Specialist, Acorn AI",Medidata Solutions,,Work as a member of the Medidata pre-sales organization as a subject matter expert for our Acorn AI offering.Develop standardized templates for value messaging…
106,AI Research Scientist,"Two Sigma Investments, LLC.",,"Two Sigma is a financial sciences company, combining data analysis, invention, and rigorous inquiry to help solve the toughest challenges in investment…"
107,Explainable AI Researcher - XAI Center of Excellence - Sr. A...,"JPMorgan Chase Bank, N.A.",,"Morgan AI Research is to explore and advance cutting-edge research in AI, to develop and discover principles of impact to J.P."
108,Project Manager,TechnoSIP Inc,,We currently have couple of clients based out of U.S and we are looking to fill Project Manager position who could come on board and handle our existing…
109,"newCounsel, Enterprise Imaging",Change Healthcare,,The Counsel position handles a variety of commercial and technology-related legal services for the Enterprise Imaging business of Change Healthcare at the…
110,"Claims Experience Operations Analyst, Car",Lemonade Insurance Company,,"Soho, New York | Claims Experience | Full-time.If so, this one’s for you.In this role, you will be responsible for all aspects of vendor payments; maintenance…"
111,newChief Operating Officer,Accrete.AI,,Accrete was launched in 2017 on the back of over a decade of R&D pertaining to the problem of getting a machine to perform cognitive tasks accurately without…
112,Compliance Manager,Lemonade Insurance Company,,"Our ideal candidate is upbeat, enthusiastic, and a regulatory subject matter expert for all things property and casualty insurance."
113,newOperations Director,Medidata Solutions,,"Medidata is leading the digital transformation of life sciences, creating hope for millions of patients.Work directly with the leaders of Acorn AI to define,…"
114,newTalent Acquisition Manager,Accrete.AI,,"Accrete is looking for a Talent & Recruiting Manager that will be responsible for helping manage U.S. recruiting operations, onboarding initiatives and talent…"
115,Analyst - Analytics,Xaxis,,"As an Analyst within the Analytics team, you will be responsible for digital analysis & support for Xaxis' programmatic advertising campaigns."
116,Data Scientist,Fund For Public Health In New York Inc,,"It facilitates partnerships, often new and unconventional, between government and the private sector to develop, test, and launch new initiatives."
117,Data & AI Specialist,Microsoft,,"By applying to this role, you will be considered for multiple opportunities within Microsoft across the United States."
118,Global Head of Risk Policy and Frameworks,Citi,,The Global Head of Risk Policy and Frameworks will be responsible for the creation and ongoing maintenance of Risk policies and the risk governance framework…
119,IT Support Technician,Dataiku,,Help to automate all the systems especially onboarding and new user configuration.Assist the employees in their daily IT requests.
120,"Solution Consulting Product Specialist, Acorn AI",Medidata Solutions,Estimated $55.2K – $70K a year,Work as a member of the Medidata pre-sales organization as a subject matter expert for our Acorn AI offering.Develop standardized templates for value messaging…
121,Applied AI ML Lead - Machine Learning Center of Excellence,"JPMorgan Chase Bank, N.A.",Estimated $107K – $136K a year,"The candidate must also have a strong passion for machine learning and invest independent time towards learning, researching and experimenting with new…"
122,Assistant Professor- Cyberpsychology,New Jersey Institute of Technology,Estimated $63.5K – $80.5K a year,"Chair, Humanities and Social Sciences.The Cyberpsychology Program in the Department of Humanities and Social Sciences at the New Jersey Institute of Technology…"
123,Compliance Manager,Lemonade Insurance Company,Estimated $103K – $130K a year,"Our ideal candidate is upbeat, enthusiastic, and a regulatory subject matter expert for all things property and casualty insurance."
124,Project Manager,TechnoSIP Inc,Estimated $110K – $140K a year,We currently have couple of clients based out of U.S and we are looking to fill Project Manager position who could come on board and handle our existing…
125,Adjunct - Katz School,Yeshiva University,Estimated $55.8K – $70.6K a year,"Work Type: Faculty Part-time.The Katz School of Science and Health is seeking instructors and course developers with extensive industry, research or faculty…"
126,"Compliance Manager, Privacy & Data Governance",League Inc,Estimated $115K – $146K a year,"If you’re dynamic, willing to take action, collaborative, thoughtful, and have deep technical privacy experience, you’ll fit right in with the team that helps…"
127,newMachine Learning Engineer,Kensho,Estimated $104K – $132K a year,"With the continued impact of COVID-19 and social distancing measures, Kensho is conducting all interviews and on-boarding activities remotely."
128,newOperations Director,Medidata Solutions,Estimated $125K – $159K a year,"Medidata is leading the digital transformation of life sciences, creating hope for millions of patients.Work directly with the leaders of Acorn AI to define,…"
129,newLead AI/Machine Learning Engineer,Change Healthcare,,"Proven knowledge of Voicebots, ChatBot and experience utilizing frameworks like RASA, AWS Lex, Cortana, API.ai, wit.ai, or equivalents."
130,"Assistant Professor or Associate Professor, Health Engineeri...",New York University,Estimated $61.4K – $77.8K a year,The Department of Biomedical Engineering at the NYU Tandon School of Engineering invites applications for a tenured/tenure track faculty position at the…
131,newBusiness Development Analyst,"JPMorgan Chase Bank, N.A.",Estimated $62.7K – $79.5K a year,"This role offers the opportunity to understand the whole AI/ML product lifecycle, from ideation with potential customers to product delivery."
132,newFederal Work-Study Undergraduate Research Assistantship—“Mob...,Pace University,Estimated $48.6K – $61.6K a year,Serve as a student research assistant on the Project: Developing Planning and Tracking Software for Mobile Robots.
133,Director - Applied Research,"JPMorgan Chase Bank, N.A.",Estimated $100K – $127K a year,"JPMorgan Chase's Future Lab for Applied Research and Engineering (FLARE) conducts research in cutting-edge emerging technologies, specifically Quantum Computing…"
134,newPartner Development Representative,Shutterstock,Estimated $45.1K – $57.1K a year,"This team builds and grows strategic relationships with high-value technology companies, enabling access to content and artificial intelligence solutions that…"
135,Sales Development Representative - NYC,HyperScience,,"Reporting to the SDR Manager, the Sales Development Representative (SDR), will be responsible for prospecting, qualifying, and generating opportunities to…"
136,Assistant Professor- Cyberpsychology,New Jersey Institute of Technology,,"Chair, Humanities and Social Sciences.The Cyberpsychology Program in the Department of Humanities and Social Sciences at the New Jersey Institute of Technology…"
137,Adjunct - Katz School,Yeshiva University,,"Work Type: Faculty Part-time.The Katz School of Science and Health is seeking instructors and course developers with extensive industry, research or faculty…"
138,"Director of Marketing, AI",Oculus,,"Our work covers the full spectrum of topics related to AI, including deriving knowledge from data: theory, algorithms, applications, software infrastructure and…"
139,newVP Segment Behavior Analytics - JPMWM,"JPMorgan Chase Bank, N.A.",,"JPMorgan Chase needs curious, passionate data scientists to drive the transformation of data into insights that identify \""aha!\"" moments and enable business…"
140,Director - Applied Research,"JPMorgan Chase Bank, N.A.",,"JPMorgan Chase's Future Lab for Applied Research and Engineering (FLARE) conducts research in cutting-edge emerging technologies, specifically Quantum Computing…"
141,Capgemini Invent - 2022 Associate Consultant – New York,Capgemini Invent,,"With its strong 50 year heritage and deep industry expertise, Capgemini is trusted by its clients to address the entire breadth of their business needs, from…"
142,Director - Customer Engagement & Innovation,Moody’s,,"The Director – Customer Engagement & Innovation, will play a pivotal role within the Customer Experience.& Innovation team to establish Moody’s Analytics as…"
143,newProgram Manager - Tech-in-Residence Corps,Research Foundation of The City University of New...,,"CEWP is seeking an ambitious Program Manager to oversee the preparation, planning, launch, and scaling of the Tech-in-Residence program."
144,Sr. Data Scientist,Amazon.com Services LLC,,"5+ years of experience with data scripting languages (e.g SQL, Python, R etc.).Or statistical/mathematical software (e.g. R, SAS, or Matlab)."
145,Sr. Data Scientist,S&P Global,,Grade (relevant for internal applicants only): 11.The Data Scientist is a member of S&P Global Market Intelligence's Data Science team who partners with…
146,Chief of Appeals Unit,United Nations,,"This position is located in the New York office of the Appeals and Accountability Section of the Administrative Law Division (ALD), Office of Human Resources in…"
147,Sustainable Finance Quantitative Analyst,Morgan Stanley,,"Morgan Stanleys Global Sustainable Finance Group (GSF) aims to drive the growth of sustainable investing through ongoing development of products and solutions,…"
148,"newAssociate, Data & Analytics Consultant",KPMG,,"From applied AI to optimization to big data platform engineering, your analytical and technical skills will drive real impact in the business world."
149,CCB - Applied AI ML - ED,"JPMorgan Chase Bank, N.A.",,We work closely with our partners throughout JPMorgan Chase to assess and execute critical business decisions.10+ years of related experience preferred.
