,title,company,location,salary,summary
42,Catalyst Researcher,,"Boston, MA",,"Transfer knowledge to fellow researchers via presentations, technical reports, and day-to-day interaction.The Researcher will be responsible for discovery and…"
43,HR Business Partner,,"Remote in Boston, MA 02215",,"Advanced business acumen including superior knowledge of theories, principals and best practices of HR management, and experience in organizational assessment…"
44,Lab Assistant I,,"Boston, MA 02215 (Mission Hill area)",,"Facilitate research operations by coordinating or carrying out tasks related to equipment, materials stocks, facilities, and shipping and receiving."
45,"newDirector, Content Design",,"Boston, MA 02210 (South Boston area)",,"You have experience working in an agile environment, closely collaborating with designers, researchers, and developers."
46,Preclinical In Vivo Associate,,"Boston, MA 02210 (South Boston area)",,The individual will work closely with the preclinical and clinical scientists at the Institute and leading industry collaborators to design and execute oncology…
47,newClinical Scheduling Specialist - Pediatric Oncology,,"Remote in Boston, MA 02215+3 locations",,"Under the direction of the clinical practice support management team, provides appointment scheduling ranging in complexity from one physician appointment to…"
48,Web Software Developer - Remote,,"Remote in Boston, MA 02210",,IDBS’ software platform powers process design and execution while delivering deep insights that drive innovation.Take part in code reviews and test reviews.
49,"newResearch Assistant IV Non-Lab, India Health Systems",,"Boston, MA",,"In some cases, the Research Assistant may participate in the design or evaluation of experimental pilot reforms.403126 Research Assistant IV Non-Lab."
50,Central Service Sterile Technician II,,"Boston, MA 02215 (Mission Hill area)",,"Under the direction of the Supervisor, Central Sterile Supply (CSS), the Central Service Technician is responsible for ensuring that all instruments and…"
51,Patient Registration,,"Boston, MA 02215 (Mission Hill area)",,The Access Management Registrar reports to the Access Management Supervisor and is responsible for registering patients for outpatient and inpatient services.
52,"Research Associate, Cell Therapy Process Development",,"Boston, MA 02215 (Mission Hill area)",,"Research Associate, Cell Therapy Process Development in the Cell Manipulation Core Facility will receive on the job training in order to perform a variety of…"
53,Administrative Support Associate - Thoracic Oncology Program,,"Remote in Boston, MA 02215+8 locations",,"With direct supervision, provides general administrative support as follows:Responsible for light typing, basic document preparation, data entry, and may…"
54,newResearch Project Manager - Pediatric Oncology,,"Remote in Boston, MA 02215+3 locations",,Responsible for Case Report Form design with PI directives.The Specimen Based Research Project Manager II (RPM II) is responsible for assigned day-to-day…
55,Research Technician,,"Boston, MA 02215 (Mission Hill area)+23 locations",,"Keith Ligon within the Precision Medicine Brain Tumor Research Group.The applicant will contribute to discovery of advances in brain tumor biology, diagnostics…"
56,Senior Data Engineer,,"Boston, MA",,"You will work closely with the principal investigators and a team of media researchers to research, prototype, and develop data analysis workflows that can…"
57,Research Scientist or Senior Research Scientist,,"Boston, MA",,"The Algorithmic Systems Group within Analog Garage creates advanced algorithms in the fields of signal processing, computer vision, machine learning, artificial…"
58,Experience Research Manager,,"Boston, MA 02114 (West End area)",,"Experience as a researcher in an applied setting.Immerse yourself in the user journey through our products and those of our competitors, to help craft the user…"
59,Design Program Manager,,"Boston, MA 02142 (East Cambridge area)+1 location",,"Experience working directly with product designers, UX researchers, and content strategists.Finally, you'll utilize a full range of organizational and…"
60,Healthcare Data Analyst,,"Boston, MA",,"Create reports and visualizations to fulfill requests from clinicians, researchers, and administrators.Ability to design and implement data collection systems…"
61,HR Communications Manager,,"Remote in Boston, MA 02215",,"5-8 years of strong writing, editing, and project or content management experience required, including intranet design, social media/digital content, and…"
62,Senior Research Scientist,,"Boston, MA",,"Key initial responsibilities will include data analysis, SAR hypothesis generation, empirical and structure-based target design, and synthetic chemistry and…"
63,Bioinformatics Analyst,,"Boston, MA 02215 (Mission Hill area)",,This position will provide ample opportunities for professional development and the acquisition of cutting-edge skills in basic and translational cancer…
64,newMarketplace Intelligence Research Manager,,"Boston, MA 02116 (Back Bay area)",,Provide input in the design and content selection of research applications.The Audit & Assurance Marketplace Intelligence group (Marketplace Intelligence) is a…
65,Communications Manager,,"Boston, MA",,"Experience in driving social media campaigns and working with creatives across design and multimedia.From medicines, cars, devices, food, and even the tile in…"
66,Executive Support Specialist - Gastrointestinal Oncology,,"Remote in Boston, MA 02215+1 location",,"Will provide managerial, administrative, or secretarial support for executive and may include supporting, managing and developing designated programs, or…"
67,Lead UX Researcher,,"Remote in Boston, MA",,Experience mentoring and growing researchers.You're an experienced researcher with a wide range of qualitative and quantitative research methods.
68,Recruiter,,"Remote in Boston, MA 02215",,The Recruiter is responsible for the full cycle consultative recruitment of non-exempt and exempt positions throughout the Institute.
69,Senior User Experience Researcher,,"Boston, MA 02116 (Back Bay area)",,"Deep knowledge of best practices for UX design principles, and expert understanding of user research methodologies (both qualitative and quantitative)."
70,Retail Sales Associate,,"Boston, MA 02215 (Mission Hill area)",,"Retail Sales Associate will maintain high customer service standards by greeting and acknowledging customers within an acceptable period of time, ensuring that…"
71,"Business Analyst, Digital Workplace",,"Boston, MA 02210 (South Boston area)",,"The Business Analyst will support the hybrid meeting squad and work from anywhere squad, working closely with product managers, design researchers, change…"
72,Research Data Specialist - GU Oncology,,"Remote in Boston, MA 02215+2 locations",,"The Research Data Specialists will support the clinical research program, under the auspices of the Principal Investigator(s) and the Clinical Trials Office, in…"
73,ESG Researcher – Country Risk Specialist,,"Hybrid remote in Boston, MA",,The ESG R&D team is looking for a detail-oriented researcher focused on developing new models and methodologies to evaluate country ESG risks and sustainable…
74,Development Associate,,"Boston, MA",,"| Excellent verbal and written communication skills | Experience with graphic design, specifically InDesign, preferred | Strong organization skills and detail…"
75,"UX Researcher, AWS Event Management Platform",,"Boston, MA",,Work with design to build a research roadmap; communicate and refresh on a regular basis to ensure relevancy.You'll work collaboratively with a skilled team of…
76,Program Manager II,,"Boston, MA 02199 (Back Bay area)",,"Closely partner with engineering, PM, design and research to transform state-of-the-art technologies to enterprise grade tools deeply integrated into the Azure…"
77,Viral Synthetic Biologist / Scientist,,"Boston, MA+1 location",,"Organize and document experiments, genetic designs, and data.Communicate methods and results with other scientists, industry executives, and academic…"
78,Post-Graduate Oncology Social Work Fellowship,,"Remote in Boston, MA 02215+1 location",,The post-graduate oncology social work fellowship is part of the Division of Social Work in the Department of Psychosocial Oncology and Palliative Care (POPC)…
79,Research Faculty,,"Boston, MA+1 location",,"In response to the shortage of researchers trained in AI, Northeastern seeks research faculty at all levels from computer science and other fields related to…"
80,Friends Place Practice Coordinator II,,"Boston, MA 02215 (Mission Hill area)",,The Practice Coordinator II Schedules fitting appointments according to department guidelines for new and existing patients.Assists in directing patient flow.
81,Research Assistant I - Alper Lab,,"Boston, MA",,Helping/participating in genetic data software design/optimization for automating MHC and other genetic region haplotype and genetic disease marker searches and…
82,Assistant Director of Communications and Event Services,,"Temporarily Remote in Boston, MA",,"Understanding of copywriting, graphic design, layout, and publishing.Work with FXB Faculty and researchers to translate complex research findings into…"
83,Nursing Informatics Specialist,,"Boston, MA 02215 (Mission Hill area)+2 locations",,"Prior experience with clinical system design, development, testing, implementation and support.A member of the Nursing and Epic Operations leadership teams and…"
84,Research Administrator - Department of Cancer Biology,,"Remote in Boston, MA 02215+1 location",,Works closely with Supply Chain (Purchasing & A/P).Review any open PO's.Works closely with other DGMS staff.Review closed projects for recent activity.
85,Nursing Opportunities (RN and NP) Pediatric Oncology,,"Hybrid remote in Boston, MA 02215+2 locations",,Nurses and Nurse Practitioners needed for several openings in Pediatric Oncology.Pedi Stem Cell Transplant/Bone Marrow Failure Nurse Navigator.
86,"User Experience Researcher, Expert",,"Boston, MA 02109 (Central area)",,Developing relationships with design and product leaders across the lines of business to gain an understanding of their research needs around the end-to-end…
87,Talent Specialist,,"Boston, MA",,"As the Talent Specialist, you will have a key role in helping to design and manage the company’s hiring, onboarding, and engagement processes."
88,Research Associate / Animal Technician,,"Boston, MA 02210 (South Boston area)+1 location",,"The LFIC is a state-of-the-art 14,000-square foot preclinical facility, fully equipped with housing and procedure rooms, as well as a suite of in vivo imaging…"
89,"Product Designer - Opportunity for Working Remotely Boston,...",,"Remote in Boston, MA",,Closely collaborate with a geographically diverse design team to co-design while ensuring consistency across the suite of products and services.
90,newClinical Research Manager,,"Boston, MA 02215 (Mission Hill area)+2 locations",,"The Clinical Research Manager, in collaboration with the program’s physicians and research nursing staff, are responsible for the design, implementation and…"
91,Pediatric Clinical Social Worker; LCSW or LICSW Required; LI...,,"Hybrid remote in Boston, MA 02215",,"Excellent opportunity for a clinical social worker with prior pediatric experience.Position calls for psychosocial assessment and intervention, crisis…"
92,"Assistant Professor, Information Design and Data Visualizati...",,"Boston, MA",,Ideal candidates will be accomplished designers and researchers in graphic/information design and data visualization with interest and expertise in data driven…
93,Senior Call Center Analyst,,"Remote in Boston, MA 02215",,"The Senior Call Center Analyst will be a key contributor in project planning, software administration, and support to the DFCI telephony systems with an…"
94,Research Assistant I BWH Neurology,,"Boston, MA 02115 (Mission Hill area)+1 location",,Experience with database design/development welcome.Work with Dr. McGinnis and the Provider Toolkit team in the design and implementation of a clinical…
95,Senior Research Manager,,"Temporarily Remote in Boston, MA 02115",,"Develops and execute projects, working closely with researchers to define each project’s needs and requirements and bring them to reality while ensuring project…"
96,newLab Services Coordinator,,"Boston, MA 02215 (Mission Hill area)",,Verifies complex appointment sets across disciplines for oncology patients in accordance with scheduling guidelines.
97,Cell Therapy Coordinator II,,"Remote in Boston, MA 02215",,"The Cell Therapy Coordination job family provides specialized adult and pediatric patient and resource scheduling for high complexity, high risk clinical…"
98,Python Developer,,"Boston, MA",,"A positive attitude and ability to develop productive relationships with pediatric researchers.Strong database design, advanced query writing and general…"
99,Associate Director of Field Services,,"Boston, MA 02210 (South Boston area)",,Manage repairs and technical improvements by implementing modified engineering designs to the fleet.Lead a global team of Field Engineers focused on providing…
100,Software Development Engineer- Tessent,,"Boston, MA",,"This position is a part of the Atlas Graduate Program.Through this program, new engineers will receive 12 months of developmental training."
101,Human Factors Researcher,,"Boston, MA",,Preference for those with experience working throughout all phases of the design and development process and with multi-disciplinary engineering/design teams.
102,Building Operator,,"Boston, MA 02215 (Mission Hill area)",,"Mechanical knowledge of occupational machines and tools, including their designs, uses, repair, and maintenance.Operates and maintains reverse osmosis system."
103,UX/CX Designer,,"Boston, MA",,"Present research findings and design concepts to designers and product partners.Collaborate with business analysts, product managers, developers and design…"
104,Full Stack Engineer,,"Boston, MA",,"Solid understanding of object-oriented design.In this role, you will be responsible for the overall development and implementation of front and back-end…"
105,Director or Sr. Director - RWE (Remote),,"Remote in Boston, MA",,Ability to lead and mentor a team of experienced and inexperienced researchers.Directors oversee the design and execution of a portfolio of research studies…
106,IS Programmer Analyst II,,"Boston, MA 02115 (Mission Hill area)+1 location",,Ability to communicate well with researchers and staff.Provide advice and support to investigators on a consulting basis and help in manuscript preparation …
107,"Product Designer, Reality Labs",,"Boston, MA 02142 (East Cambridge area)",,"You have a balance of interaction design, visual design, and product thinking skills.Present designs, prototypes and concepts to cross functional partners and…"
108,Senior I - Neuroscience,,"Boston, MA 02210 (South Boston area)",,"This individual is responsible for the culture and maintenance of human iPS cells from different brain areas, establishing robust co-culture with brain…"
109,Biostatistician,,"Remote in Boston, MA 02215",,"The Wolpin and Ng laboratories focus on risk stratification, early diagnosis, and personalized medicine approaches for pancreatic ductal adenocarcinoma (PDAC)…"
110,UX Research Participant Recruiter - Opportunity for Working...,,"Remote in Boston, MA",,Interacting with researchers and designers to understand the participant needs for their research studies.Understanding how we already connect with users for…
111,UX Researcher,,"Boston, MA 02108 (Beacon Hill area)",,"A detailed understanding of user-centered design, with excellent hands-on design skills.Familiarity with information design and data presentation."
112,Research Assistant II - Newborn Medicine,,"Boston, MA 02115 (Mission Hill area)",,"Maintain details records of device designs and production inventory.Experience with computer aided design (mechanical, electrical, or optical CAD)."
113,"Project Manager, Patient Reported Data Program",,"Hybrid remote in Boston, MA 02215",,"Reporting to the Manager of Patient Reported Data, the Project Manager, PRD is accountable for ensuring the success of PRD solution development through each…"
114,Product Owner,,"Hybrid remote in Boston, MA 02114",,"Strong interest in the challenges of public-sector service design.3-5+ years of experience with product development road mapping, technology strategies, and…"
115,newSoftware Engineer III (Remote),,"Remote in Boston, MA",,"Work directly with our users – including anesthesiologists, administrators, and clinical researchers – to understand their workflows, requirements, and needs."
116,Research Assistant II Lab,,"Boston, MA",,"The candidate is required to interact with a large variety of other staff and researchers including graduate students, postdoctoral fellows and senior…"
117,Research Software Engineer,,"Boston, MA",,"Advise researchers in the design, planning, and implementation of software or data analysis that enriches research productivity and reliability."
118,Clinical Research Specialist I - Adolescent Medicine,,"Boston, MA 02115 (Mission Hill area)",,Collaborates with other researchers internally and externally to plan studies and interpret findings.This is an exciting opportunity for an early career…
119,Staff Scientist II,,"Boston, MA",,"Prior experience with laboratory techniques, computer analysis, creation and design of wet lab protocols and implementation of these experiments."
120,newSenior Data Scientist,,"Boston, MA",,"Aptitude to independently learn new technologies, prototype and propose software design and solutions.The institute provides a framework to design, implement,…"
121,Research Communications Specialist,,"Boston, MA 02114 (West End area)",,Must be proficient in the use of graphic design software/web applications.Reads and reviews new scientific publications from Mass General researchers to…
122,newResearch Data Project Manager - Genetics and Prevention,,"Remote in Boston, MA 02215",,The Research Data Project Manager (RDPM) is responsible for assigned day-to-day coordination and overall management of assigned studies and their data;…
123,newCell Processing Specialist I - Stem Cell Transplant,,"Boston, MA 02215 (Mission Hill area)+1 location",,The Cell Therapy Processing Specialist I will receive on the job training in order to perform a variety of tasks to provide the highest quality products for…
124,Manager Customer Insights,,"Boston, MA 02114 (West End area)",,"Experience running various types of workshops including design thinking, etc.Experience in a wide range of qualitative, quantitative, and UX research methods,…"
125,UX Designer and Researcher,,"Boston, MA 02210 (South Boston area)",,Contribute throughout the design process.You’ll conduct research with a broad range of stakeholders to understand our clients’ needs and inform design…
126,Visiting Assistant Professor/Design Research and Teaching Fe...,,"Boston, MA",,This position is a one-year appointment for emerging design practitioners and researchers.We seek candidates who will advance design research by presenting and…
127,"Visiting Researcher, Statistics & Privacy",,"Boston, MA",,"Challenges include machine learning from anonymous and aggregate signals, estimating the long-term value of an ad to a user, and developing robust estimators to…"
128,"newRegional Patient Educator (Regional Travel Team - Northeast,...",,"Hybrid remote in Boston, MA+1 location",,"This person will interact with patients, communities, focus groups, and health organizations, informing and educating around Care Access clinical trials."
129,"newSenior Qualitative Specialist, Science and Technology Platfo...",,"Boston, MA 02215 (Kenmore area)",,"Serve as the lead researcher, with content input from project teams, to drive projects through all stages from study design to analysis."
130,Open Rank Professor of Urban and Architectural Design,,"Boston, MA",,The role of this new position in the School aims to bridge architectural design and urban design through advanced knowledge and experience in such areas as…
131,"Scientist I/II, Cancer Biology",,"Boston, MA",,"Be a senior researcher with a desire to translate basic research into new medicines.You will be responsible for the experimental design, management, and hands…"
132,"Technical Sourcer, Product",,"Boston, MA 02142 (East Cambridge area)",,"Within the Product pillar, the teams hiring for Sourcers are: Product Design, Product Marketing, Data Science, Data Engineering, Content Strategy, Product…"
133,Flow Cytometry Tech,,"Remote in Boston, MA 02215+1 location",,"Incumbent will work in the DFCI Cytometry Cores - performing flow cytometric analysis, sorting and immunophenotyping by mass cytometry (CyTOF)."
134,"Director, Experience Design",,"Boston, MA",,Teach and scale the Takeda design system (think google material design) as new design needs arise.You believe in human-centered design.
135,Program Coordinator -Digital Engagement & Web Development,,"Boston, MA",,"Sharing new trends in web design, development and user experience design to support the OAR web strategy.The role will require coordination with internal teams…"
136,Automation Engineer II / Senior Automation Engineer,,"Boston, MA+1 location",,Researchers to adapt manual benchtop protocols into high-throughput methods on liquid.Contributing to the design and development of Generate's data…
137,Bioinformatician I,,"Boston, MA",,"Working with methods team members and Dr. O’Donnell-Luria to develop, design, and execute elegant and efficient computational methods and pipelines on gnomAD…"
138,Research Associate,,"Boston, MA+1 location",,Participates in the design of experimental protocols to achieve the objective of the research project.Performs and devises specialized tests and research…
139,Customer Development Facilitator,,"Remote in Boston, MA",,Mach49 seeks a Customer Development Facilitator to lead teams through the customer centered research process throughout the incubation.
140,Digital Customer Experience Manager,,"Boston, MA 02110 (Downtown area)",,2+ years of experience using quantitative skills with the ability to link product design and features to strategic objectives while using hard data and metrics…
141,"Language Data Researcher, Alexa Skills Kit International Dat...",,"Boston, MA",,Experience with process design and documentation.Demonstrated ability for analytical problem solving and research design skills through previous work with data…
142,SAS Programmer I,,"Temporarily Remote in Boston, MA 02115",,"Writing shell scripts, python programs, and related guidance documents for researchers.Engaging with researchers via various communication channels to…"
143,"Privacy and Data Policy Manager, Policy Development",,"Boston, MA",,"Independently lead projects with cross functional stakeholders, including narrative development, research design, and strategic policy planning."
144,Associate Director of Academic Technology and Media Services,,"Boston, MA",,"Lead the research, design and implementation of technologies to develop solutions to complex virtual and hybrid course production problems."
145,"Director, AI Solutions Factory & Residency Program",,"Boston, MA",,"Will manage IEAI resources (data scientists and engineers) as well as researchers, postdocs and faculty across NU."
146,Inventory Supply Assistant,,"Boston, MA 02215 (Mission Hill area)",,The Inventory Supply Assistant is responsible for filling and delivering orders (several hundred per day) around the Longwood campus at Dana-Farber Cancer…
147,"Director, Quantitative Developer",,"Boston, MA 02210 (South Boston area)",,"Deep knowledge in DB table design, SQL programming and query optimization.Extensive experience with architecture concepts and ability to design robust and…"
148,Physical Security Systems Administrator,,"Remote in Boston, MA 02215",,May perform analysis and design of supporting technical infrastructures.The Administrator will serve as the primary administrative contact for the systems.
149,"Scientist, Massively Multiplexed Assays",,"Boston, MA",,"Organize and document experiments, genetic designs, and data.Experience with genome editing, expression control techniques, and viral vector design is desired."
