,Unnamed: 0,title,company,location,salary,summary
17,17,TMT/Telecommunications Cloud Transformation Specialist Maste...,Deloitte,"Boston, MA 02116 (Back Bay area)",,"Telecom Networks Cloud Operations Transformation Specialist Master.Our Telecommunications, Media and Technology (TMT) industry clients include some of the most…"
18,18,Cloud Software Engineer Specialist,Accenture,"Boston, MA",,"A leading partner to the world’s major cloud providers, including AWS, Azure, and Google, and ranked #1 for cloud-native engineering talents."
19,19,Research Expert for Alternative Host Processing,Sartorius,"Remote in Marlborough, MA",,"In the Research Expert for Alternative Host Processing role, you will pursue alternative hosts, such as microbial or fungal systems for efficient and…"
20,20,"Senior Sales Specialist , Analytics - Northeast","Amazon Web Services, Inc.","Boston, MA",,"As a specialist sales representative for this fast growing, exciting space you will have the opportunity to help drive the growth and shape the future of an…"
21,21,Cloud/AI Analytics Architect - Specialist Master,Deloitte,"Boston, MA 02116 (Back Bay area)+1 location",,Analytics Architect Responsible for working with various business and technology teams to deploy cloud-based data platforms.
22,22,newSenior Digital Marketing Specialist,PTC Inc.,"Boston, MA 02210 (South Boston area)",,It's fun to work in a company where people truly BELIEVE in what they're doing!We're committed to bringing passion and customer focus to the business.
23,23,Principle Regulatory Affairs Specialist,Philips,"Remote in Cambridge, MA 02141",,"Effective Tuesday, January 4, 2022, all U.S.-based employees are required to be fully vaccinated against COVID as a condition of employment at Philips*."
24,24,Lead Clinical Research Specialist,The MITRE Corporation,"Bedford, MA",,"Why choose between doing meaningful work and having a fulfilling life?At MITRE, you can have both.That's because MITRE people are committed to tackling our…"
25,25,Machine Learning HPC Specialist,The Trustees of Tufts College,"Remote in Somerville, MA 02144",,"Tufts Technology Services (TTS) is a university-wide service organization committed to delivering technology solutions in support of Tufts’ mission of teaching,…"
26,26,Business Development Specialist- AI Apps- Americas,IBM,"Cambridge, MA 02138 (West Cambridge area)",,"These country teams have client relationship managers who lead integrated teams of consultants, solution specialists and delivery professionals to enable…"
27,27,Senior Product Specialist - Hux,Deloitte,"Boston, MA 02116 (Back Bay area)",,"At Deloitte Digital Marketing and Experience Services, we help marketers optimize their customer experience to win in the marketplace."
28,28,Sales Operations Specialist,Kensho,"Cambridge, MA",,"At Kensho, we hire talented people and give them the freedom, support, and resources needed to build cutting edge technology and products for our parent company…"
29,29,"Full Stack Development, Specialist Master - Applied AI",Deloitte,"Boston, MA 02116 (Back Bay area)",,"At Deloitte you will manage and deliver components of client engagements that identify, design, and implement technology and creative business solutions for…"
30,30,IT Technical Support Specialist,QinetiQ,"Temporarily Remote in Franklin, MA",,"Administering Windows based servers/domains, LAN/WAN IP networks, digital & VoIP telephony systems, data backups, and Windows clients."
31,31,"Principal Sales Specialist, Amazon Connect, Public Sector","Amazon Web Services, Inc.","Cambridge, MA",,7+ years of contact center / telecom sales experience.Demonstrated experience meeting and exceeding quarterly and annual revenue targets.
32,32,AIOps Technical Sales Specialist,IBM,"Cambridge, MA 02138 (West Cambridge area)",,"These country teams have client relationship managers who lead integrated teams of consultants, solution specialists and delivery professionals to enable…"
33,33,Wealth Hub Client Support Specialist - Charles River Develop...,Charles River Development,"Burlington, MA 01803",,"In this role you will interface with engineering teams, product management, business units and customers who are Asset managers.Willing to work flexible hours."
34,34,Professional Services Regional Manager,Neo4j,"Remote in Boston, MA",,Collaborating with other Neo4j departments to meet overall business and customer outcome goals.Through the delivery of consulting and training services.
35,35,"Alpha Professional Services Lead, Platform Solutions - Vice...",State Street,"Boston, MA 02111 (Central area)",,"State Street Alpha’s Professional Services team is looking for qualified individuals with strong experience in business project management, analysis, workflow…"
36,36,Senior Product Specialist II,Charles River Development,"Burlington, MA 01803",,Work as a member of a Scrum team leading the overall quality planning and execution for one of Charles River’s products.
37,37,Core Technology Operations - Application Lifecycle Managemen...,Deloitte,"Boston, MA 02116 (Back Bay area)",,"You will work with global functional and technical teams on engagements that leverage a high degree of automation, the latest technologies and cut across…"
38,38,Senior Revenue Marketing Operations Specialist,Squark,"Burlington, MA 01803",,"The right candidate will have a multivariate intelligence, capable of understanding ML and AI concepts, the elements of user experience, and have an aesthete’s…"
39,39,Field Sales Professional (AE/SE),FedEx Services,"Framingham, MA",,"As a member of a dynamic sales team, the sales professional is responsible for new business development, account implementation, and maintaining and deepening…"
40,40,SAP Test/Deployment Specialist,Accenture,"Boston, MA",,"We even built myConcerto, a mix of SAP and Accenture that helps lead our clients to big wins.Demonstrate ability to cope with growing complexity and creativity…"
41,41,Senior Linux Systems Administration Specialist,"General Dynamics Mission Systems, Inc","Dedham, MA 02026 (Oakdale area)",,"Employs expertise as a generalist or specialist.Bachelor’s degree in Computer Science, a related field or equivalent experience is required plus a minimum of 8…"
42,42,Core Technology Operations - Application Lifecycle Managemen...,Deloitte,"Boston, MA 02116 (Back Bay area)",,"You will work with global functional and technical teams on engagements that leverage a high degree of automation, the latest technologies and cut across…"
43,43,QA and ML Data Labeling Specialist at Series A Startup,Recruiting From Scratch,"Remote in Boston, MA 02109+3 locations",,They are shifting the entire landscape of data protection technology through automation and machine learning.Develop and improve QA and data labeling workflows…
44,44,"newTechnical Specialist for Storage, Infrastructure and HPC","Cambridge Computer Services, Inc","Waltham, MA 02452",,Expose you to lots of corporate IT environments and businesses.Provide you with ongoing learning opportunities in cutting-edge technologies.
45,45,Computer Scientist / Machine Learning Expert,Machine Insight,"Winchester, MA",,"Ideal candidates will have a computer science degree, preferably a master's degree or higher, although candidates with a bachelor's degree and relevant…"
46,46,"Automation Expert - Java, Selenium",CapB InfoteK,"Remote in Boston, MA",,For our growing needs we need consultants who can work with us on salaried or contract basis.For a long-term multiyear project required an Automation Expert -…
47,47,AIOps Technical Sales Specialist,IBM,"Cambridge, MA 02138 (West Cambridge area)",,"These country teams have client relationship managers who lead integrated teams of consultants, solution specialists and delivery professionals to enable…"
48,48,Wealth Hub Client Support Specialist - Charles River Develop...,Charles River Development,"Burlington, MA 01803",,"In this role you will interface with engineering teams, product management, business units and customers who are Asset managers.Willing to work flexible hours."
49,49,Professional Services Regional Manager,Neo4j,"Remote in Boston, MA",,Collaborating with other Neo4j departments to meet overall business and customer outcome goals.Through the delivery of consulting and training services.
50,50,"Alpha Professional Services Lead, Platform Solutions - Vice...",State Street,"Boston, MA 02111 (Central area)",,"State Street Alpha’s Professional Services team is looking for qualified individuals with strong experience in business project management, analysis, workflow…"
51,51,Senior Product Specialist II,Charles River Development,"Burlington, MA 01803",,Work as a member of a Scrum team leading the overall quality planning and execution for one of Charles River’s products.
52,52,Core Technology Operations - Application Lifecycle Managemen...,Deloitte,"Boston, MA 02116 (Back Bay area)",,"You will work with global functional and technical teams on engagements that leverage a high degree of automation, the latest technologies and cut across…"
53,53,Senior Revenue Marketing Operations Specialist,Squark,"Burlington, MA 01803",,"The right candidate will have a multivariate intelligence, capable of understanding ML and AI concepts, the elements of user experience, and have an aesthete’s…"
54,54,Field Sales Professional (AE/SE),FedEx Services,"Framingham, MA",,"As a member of a dynamic sales team, the sales professional is responsible for new business development, account implementation, and maintaining and deepening…"
55,55,SAP Test/Deployment Specialist,Accenture,"Boston, MA",,"We even built myConcerto, a mix of SAP and Accenture that helps lead our clients to big wins.Demonstrate ability to cope with growing complexity and creativity…"
56,56,Senior Linux Systems Administration Specialist,"General Dynamics Mission Systems, Inc","Dedham, MA 02026 (Oakdale area)",,"Employs expertise as a generalist or specialist.Bachelor’s degree in Computer Science, a related field or equivalent experience is required plus a minimum of 8…"
57,57,Core Technology Operations - Application Lifecycle Managemen...,Deloitte,"Boston, MA 02116 (Back Bay area)",,"You will work with global functional and technical teams on engagements that leverage a high degree of automation, the latest technologies and cut across…"
58,58,QA and ML Data Labeling Specialist at Series A Startup,Recruiting From Scratch,"Remote in Boston, MA 02109+3 locations",,They are shifting the entire landscape of data protection technology through automation and machine learning.Develop and improve QA and data labeling workflows…
59,59,"newTechnical Specialist for Storage, Infrastructure and HPC","Cambridge Computer Services, Inc","Waltham, MA 02452",,Expose you to lots of corporate IT environments and businesses.Provide you with ongoing learning opportunities in cutting-edge technologies.
60,60,Computer Scientist / Machine Learning Expert,Machine Insight,"Winchester, MA",,"Ideal candidates will have a computer science degree, preferably a master's degree or higher, although candidates with a bachelor's degree and relevant…"
61,61,"Automation Expert - Java, Selenium",CapB InfoteK,"Remote in Boston, MA",,For our growing needs we need consultants who can work with us on salaried or contract basis.For a long-term multiyear project required an Automation Expert -…
62,62,Cloud Software Engineer Specialist,Accenture,"Boston, MA",,"To accelerate our customer's transformation leveraging cloud, we combine world-class learning and talent development expertise; deep experience in cloud change…"
63,63,Wealth Hub Client Support Specialist - Charles River Develop...,Charles River Development,"Burlington, MA 01803",,"In this role you will interface with engineering teams, product management, business units and customers who are Asset managers.Willing to work flexible hours."
64,64,IT Technical Support Specialist,QinetiQ,"Temporarily Remote in Franklin, MA",,"Administering Windows based servers/domains, LAN/WAN IP networks, digital & VoIP telephony systems, data backups, and Windows clients."
65,65,"Alpha Professional Services Lead, Platform Solutions - Vice...",State Street,"Boston, MA 02111 (Central area)",,"State Street Alpha’s Professional Services team is looking for qualified individuals with strong experience in business project management, analysis, workflow…"
66,66,Core Technology Operations - Application Lifecycle Managemen...,Deloitte,"Boston, MA 02116 (Back Bay area)",,"You will work with global functional and technical teams on engagements that leverage a high degree of automation, the latest technologies and cut across…"
67,67,Field Sales Professional (AE/SE),FedEx Services,"Framingham, MA",,"As a member of a dynamic sales team, the sales professional is responsible for new business development, account implementation, and maintaining and deepening…"
68,68,Senior Revenue Marketing Operations Specialist,Squark,"Burlington, MA 01803",,"The right candidate will have a multivariate intelligence, capable of understanding ML and AI concepts, the elements of user experience, and have an aesthete’s…"
69,69,Professional Services Regional Manager,Neo4j,"Remote in Boston, MA",,Collaborating with other Neo4j departments to meet overall business and customer outcome goals.Through the delivery of consulting and training services.
70,70,SAP Test/Deployment Specialist,Accenture,"Boston, MA",,"We even built myConcerto, a mix of SAP and Accenture that helps lead our clients to big wins.Demonstrate ability to cope with growing complexity and creativity…"
71,71,Senior Linux Systems Administration Specialist,"General Dynamics Mission Systems, Inc","Dedham, MA 02026 (Oakdale area)",,"Employs expertise as a generalist or specialist.Bachelor’s degree in Computer Science, a related field or equivalent experience is required plus a minimum of 8…"
72,72,Core Technology Operations - Application Lifecycle Managemen...,Deloitte,"Boston, MA 02116 (Back Bay area)",,"You will work with global functional and technical teams on engagements that leverage a high degree of automation, the latest technologies and cut across…"
73,73,QA and ML Data Labeling Specialist at Series A Startup,Recruiting From Scratch,"Remote in Boston, MA 02109+3 locations",,They are shifting the entire landscape of data protection technology through automation and machine learning.Develop and improve QA and data labeling workflows…
74,74,"newTechnical Specialist for Storage, Infrastructure and HPC","Cambridge Computer Services, Inc","Waltham, MA 02452",,Expose you to lots of corporate IT environments and businesses.Provide you with ongoing learning opportunities in cutting-edge technologies.
75,75,Computer Scientist / Machine Learning Expert,Machine Insight,"Winchester, MA",,"Ideal candidates will have a computer science degree, preferably a master's degree or higher, although candidates with a bachelor's degree and relevant…"
76,76,"Automation Expert - Java, Selenium",CapB InfoteK,"Remote in Boston, MA",,For our growing needs we need consultants who can work with us on salaried or contract basis.For a long-term multiyear project required an Automation Expert -…
77,0,"Prin AI/ML Specialist, WWSO Americas AI/ML Geo BD Specialist...","Amazon Web Services, Inc.","Chicago, IL",,10+ years of technology related sales or business development experience.BA/BS degree or equivalent experience required.
78,1,"Specialist, Federal Data Modeler",KPMG,"Chicago, IL 60601 (The Loop area)",,Collaborate with multi-disciplinary and cross-functional teams to translate business objectives into artificial intelligence approaches and objectives; Strong…
79,2,"newClinical Specialist, ESD",FUJIFILM,"Chicago, IL 60601 (Loop area)",,FUJIFILM Healthcare Americas Corporation is a leading innovator in diagnostic and enterprise imaging solutions designed to meet the evolving needs of healthcare…
80,3,newData Visualization Specialist - Northern Trust Asset Managem...,Northern Trust Corp.,"Hybrid remote in Chicago, IL 60603",,"Northern Trust Asset Management (NTAM) Marketing is seeking an experienced, creative and innovative data visualization specialist to develop informational…"
81,4,Artificial Intelligence Specialist,Accenture,"Chicago, IL",,"The Artificial Intelligence Specialist will provide strategy, architecture, and guidance to govern the product development activities for the enhancement,…"
82,5,"newAnalytics Specialist, US Central Area","Amazon Web Services, Inc.","Chicago, IL",,"10+ years of experience with go to market strategy, enterprise sales, or program/product/technical product management experience."
83,6,Data & AI - Data Fabric Sales Specialist - Midwest,IBM,"Chicago, IL 60290",,"These country teams have client relationship managers who lead integrated teams of consultants, solution specialists and delivery professionals to enable…"
84,7,"Sales, Markeitng & Business Development Specialist- Remote",Spectrum Communications & Consulting Inc.,"Remote in Chicago, IL",,The base salary plus commission and Incredible benefits.Our top performing sales team members that started in this role and have grown into Account Executives.
85,8,AI/ML Specialist Solutions Architect,"Amazon Web Services, Inc.","Remote in Chicago, IL",,"3+ years of experience in design/implementation/consulting for Machine Learning/AI/Deep Learning solutions.To enable large-scale use cases, design ML pipelines…"
86,9,Technology Specialist - REMOTE,Deloitte,"Remote in Chicago, IL 60606",,"By joining our team, you can help clients achieve impact and value from their investments in both people and technology that support enterprise-wide operations,…"
87,10,Military Tuition Specialist,National University,"Chicago, IL",,"Process student Tuition Assistance (TA) vouchers upon receipt.Utilize TA military invoicing portals including but not limited to: ArmyIgnited (Army), AI Portal…"
88,11,"Development Lead Specialist, Deloitte Technology Academy",Deloitte,"Chicago, IL 60606 (The Loop area)",,"As a Specialist, you will actively support projects aligned to one or more DTA threads while driving connection across the broader team."
89,12,Sr. IT Specialist - Data Operations,Abbott Laboratories,"Chicago, IL",,"This is a hands-on role where the individual will be responsible for the business requirement analysis, data profiling, data strategy, data modeling and design,…"
90,13,"Industrial Manufacturing Solutions Specialist, AWS Strategic...","Amazon Web Services, Inc.","Chicago, IL",,"* 10+ years’ experience in infrastructure and application architecture, DevOps, or software engineering.Practical experience for system integration delivery…"
91,14,Google Cloud Architect Specialist Master,Deloitte,"Chicago, IL 60606 (The Loop area)",,"In partnership with other leaders in the firm, you will focus on developing, selling and delivering leading edge cloud solutions using Google Cloud and, as a…"
92,15,VASO SALES SPECIALIST,Vaso Corporation,"Chicago, IL 60623 (Little Village area)",,The Vaso Sales Specialist (VSS) – Mammography works with each of the VasoHealthcare Account Managers (VAM) in their territory to meet or exceed the assigned…
93,16,"Full Stack Development, Specialist Master - Applied AI",Deloitte,"Chicago, IL 60606 (The Loop area)",,"At Deloitte you will manage and deliver components of client engagements that identify, design, and implement technology and creative business solutions for…"
94,17,"Development Lead Specialist, Deloitte Technology Academy",Deloitte,"Chicago, IL 60606 (The Loop area)",,"As a Specialist, you will actively support projects aligned to one or more DTA threads while driving connection across the broader team."
95,18,"Director, Risk Modeling & Analytics Specialist",UBS,"Chicago, IL",,"Oversee AML model development and optimization across multiple lines of business (including correspondent banking, private and investment banking) and multiple…"
96,19,"HCLS AI/ML Specialist, BDSI, WWSO Americas AI/ML Geo BD Spec...","Amazon Web Services, Inc.","Chicago, IL",,10+ years of technology related sales or business development experience.BA/BS degree or equivalent experience required.
97,20,Senior Payroll & HRIS Specialist,Reveal-Brainspace,"Chicago, IL 60606 (Loop area)",,"As a cloud-based software provider, Reveal offers the full range of processing, early case assessment, review, infrastructure and artificial intelligence…"
98,21,Google Cloud Architect Specialist Master,Deloitte,"Chicago, IL 60606 (The Loop area)",,"In partnership with other leaders in the firm, you will focus on developing, selling and delivering leading edge cloud solutions using Google Cloud and, as a…"
99,22,IPS Client Success - Account Management Advisory Specialist,JLL,"Chicago, IL",,Responsible for the success of IPS North American Markets’ key account management advisory support.Coordination with our IPS regional account leads to support…
100,23,Technology Specialist - REMOTE,Deloitte,"Remote in Chicago, IL 60606",,"By joining our team, you can help clients achieve impact and value from their investments in both people and technology that support enterprise-wide operations,…"
101,24,"AMER AI/ML Specialist Central, WWSO Americas AI/ML Geo BD Sp...","Amazon Web Services, Inc.","Chicago, IL",,10+ years of technology related sales or business development experience.BA/BS degree or equivalent experience required.
102,25,Amazon Connect Specialist Leader,Deloitte,"Chicago, IL 60606 (The Loop area)",,If you are a highly technical person and can dive deep and build complex AWS optimized architectures and assist Clients in building and deploying Amazon Connect…
103,26,Amazon Connect Specialist Senior,Deloitte,"Chicago, IL 60606 (The Loop area)",,If you are a highly technical person and can dive deep and build complex AWS optimized architectures and assist Clients in building and deploying Amazon Connect…
104,27,TMT/Telecommunications Cloud Transformation Specialist Maste...,Deloitte,"Chicago, IL 60606 (The Loop area)",,"We are poised to help clients shape their evolving business models, scale and transform their operations, modernize their processes and technologies, and…"
105,28,MuleSoft Developer - Solution Specialist,Deloitte,"Chicago, IL 60606 (The Loop area)+2 locations",,"Understand Business Requirements, perform impact analysis and assess technical challenges/feasibility in achieving required business outcome."
106,29,Cloud Software Engineer Specialist,Accenture,"Chicago, IL",,"To accelerate our customer's transformation leveraging cloud, we combine world-class learning and talent development expertise; deep experience in cloud change…"
107,30,"Full Stack Development, Specialist Master - Applied AI",Deloitte,"Chicago, IL 60606 (The Loop area)+2 locations",,"At Deloitte you will manage and deliver components of client engagements that identify, design, and implement technology and creative business solutions for…"
108,31,Professional Services Regional Manager,Neo4j,"Remote in Chicago, IL",,Collaborating with other Neo4j departments to meet overall business and customer outcome goals.Through the delivery of consulting and training services.
109,32,Salesforce Technical Architect-Specialist Master,Deloitte,"Chicago, IL 60606 (The Loop area)",,Customer & Marketing is creating a new model for a new age-we're an agency and a consultancy.A Specialist Master at Deloitte has deep expertise in a subject…
110,33,Salesforce Specialist Master (Technical),Deloitte,"Chicago, IL 60606 (The Loop area)",,Customer & Marketing is creating a new model for a new age-we're an agency and a consultancy.A Specialist Master at Deloitte has deep expertise in a subject…
111,34,newAnalytics Specialist - People Analytics Group,Seyfarth,"Chicago, IL 60606 (The Loop area)",,As an Analytics Specialist in the People Analytics group you will be responsible for supporting key client relationships within the People Analytics Practice…
112,35,newInside Sales Account Executive (Luxury Specialist),The RealReal,"Remote in Chicago, IL 60611",,"For this role you'll be focused on self sourcing, referrals and using leads from the Business Development Representatives (BDR) to drive new business."
113,36,Resales Specialist (Sales Associate),The RealReal,"Chicago, IL 60611 (Streeterville area)",,Bonus | Benefits | Perks.Base Pay PLUS uncapped bonus- $1000/month bonus (at target).$500+ /month bonus potential for consignor referrals (uncapped).
114,37,QA and ML Data Labeling Specialist at Series A Startup,Recruiting From Scratch,"Remote in Chicago, IL 60601",,They are shifting the entire landscape of data protection technology through automation and machine learning.Develop and improve QA and data labeling workflows…
115,38,Inventory Specialist,Shelf Engine,"Chicago, IL",,"We harness the power of AI to provide real-time, intelligent forecasting and fully automated ordering to food retailers across the United States."
116,39,Application Platform Sales Specialist,Red Hat,"Chicago, IL",,"In this role, you will work with the local Sales team to enable customers to define, develop, and deploy their technology modernization strategies."
117,40,"Senior Specialist, Federal Data Scientist",KPMG,"Chicago, IL 60601 (The Loop area)",,"Support Data Science and Machine Learning intensive engagements with a primary focus on client delivery and project management of teams with Data Scientists,…"
118,41,Chatbot Architect/ Integration Specialist,Deloitte,"Chicago, IL 60606 (The Loop area)",,"Chatbot solution architect and integrations specialist supports the infrastructure, maintenance, and operations of the Google Dialogflow chatbots/voicebots, as…"
119,42,Google Cloud Architect Specialist Master,Deloitte,"Chicago, IL 60606 (The Loop area)",,"In partnership with other leaders in the firm, you will focus on developing, selling and delivering leading edge cloud solutions using Google Cloud and, as a…"
120,43,"Full Stack Development, Specialist Master - Applied AI",Deloitte,"Chicago, IL 60606 (The Loop area)",,"At Deloitte you will manage and deliver components of client engagements that identify, design, and implement technology and creative business solutions for…"
121,44,Professional Services Regional Manager,Neo4j,"Remote in Chicago, IL",,Collaborating with other Neo4j departments to meet overall business and customer outcome goals.Through the delivery of consulting and training services.
122,45,Core Technology Operations - Application Lifecycle Managemen...,Deloitte,"Chicago, IL 60606 (The Loop area)",,"You will work with global functional and technical teams on engagements that leverage a high degree of automation, the latest technologies and cut across…"
123,46,Salesforce Technical Architect-Specialist Master,Deloitte,"Chicago, IL 60606 (The Loop area)",,Customer & Marketing is creating a new model for a new age-we're an agency and a consultancy.A Specialist Master at Deloitte has deep expertise in a subject…
124,47,Core Technology Operations - Application Lifecycle Managemen...,Deloitte,"Chicago, IL 60606 (The Loop area)",,"You will work with global functional and technical teams on engagements that leverage a high degree of automation, the latest technologies and cut across…"
125,48,Salesforce Specialist Master (Technical),Deloitte,"Chicago, IL 60606 (The Loop area)",,Customer & Marketing is creating a new model for a new age-we're an agency and a consultancy.A Specialist Master at Deloitte has deep expertise in a subject…
126,49,newAnalytics Specialist - People Analytics Group,Seyfarth,"Chicago, IL 60606 (The Loop area)",,As an Analytics Specialist in the People Analytics group you will be responsible for supporting key client relationships within the People Analytics Practice…
127,50,newInside Sales Account Executive (Luxury Specialist),The RealReal,"Remote in Chicago, IL 60611",,"For this role you'll be focused on self sourcing, referrals and using leads from the Business Development Representatives (BDR) to drive new business."
128,51,Resales Specialist (Sales Associate),The RealReal,"Chicago, IL 60611 (Streeterville area)",,Bonus | Benefits | Perks.Base Pay PLUS uncapped bonus- $1000/month bonus (at target).$500+ /month bonus potential for consignor referrals (uncapped).
129,52,QA and ML Data Labeling Specialist at Series A Startup,Recruiting From Scratch,"Remote in Chicago, IL 60601",,They are shifting the entire landscape of data protection technology through automation and machine learning.Develop and improve QA and data labeling workflows…
130,53,Inventory Specialist,Shelf Engine,"Chicago, IL",,"We harness the power of AI to provide real-time, intelligent forecasting and fully automated ordering to food retailers across the United States."
131,54,Application Platform Sales Specialist,Red Hat,"Chicago, IL",,"In this role, you will work with the local Sales team to enable customers to define, develop, and deploy their technology modernization strategies."
132,55,"Senior Specialist, Federal Data Scientist",KPMG,"Chicago, IL 60601 (The Loop area)",,"Support Data Science and Machine Learning intensive engagements with a primary focus on client delivery and project management of teams with Data Scientists,…"
133,56,Chatbot Architect/ Integration Specialist,Deloitte,"Chicago, IL 60606 (The Loop area)",,"Chatbot solution architect and integrations specialist supports the infrastructure, maintenance, and operations of the Google Dialogflow chatbots/voicebots, as…"
134,57,Google Cloud Architect Specialist Master,Deloitte,"Chicago, IL 60606 (The Loop area)",,"In partnership with other leaders in the firm, you will focus on developing, selling and delivering leading edge cloud solutions using Google Cloud and, as a…"
135,58,"Full Stack Development, Specialist Master - Applied AI",Deloitte,"Chicago, IL 60606 (The Loop area)",,"At Deloitte you will manage and deliver components of client engagements that identify, design, and implement technology and creative business solutions for…"
136,59,Professional Services Regional Manager,Neo4j,"Remote in Chicago, IL",,Collaborating with other Neo4j departments to meet overall business and customer outcome goals.Through the delivery of consulting and training services.
137,60,Core Technology Operations - Application Lifecycle Managemen...,Deloitte,"Chicago, IL 60606 (The Loop area)",,"You will work with global functional and technical teams on engagements that leverage a high degree of automation, the latest technologies and cut across…"
138,61,Salesforce Technical Architect-Specialist Master,Deloitte,"Chicago, IL 60606 (The Loop area)",,Customer & Marketing is creating a new model for a new age-we're an agency and a consultancy.A Specialist Master at Deloitte has deep expertise in a subject…
139,62,Core Technology Operations - Application Lifecycle Managemen...,Deloitte,"Chicago, IL 60606 (The Loop area)",,"You will work with global functional and technical teams on engagements that leverage a high degree of automation, the latest technologies and cut across…"
140,63,Salesforce Specialist Master (Technical),Deloitte,"Chicago, IL 60606 (The Loop area)",,Customer & Marketing is creating a new model for a new age-we're an agency and a consultancy.A Specialist Master at Deloitte has deep expertise in a subject…
141,64,newAnalytics Specialist - People Analytics Group,Seyfarth,"Chicago, IL 60606 (The Loop area)",,As an Analytics Specialist in the People Analytics group you will be responsible for supporting key client relationships within the People Analytics Practice…
142,65,newInside Sales Account Executive (Luxury Specialist),The RealReal,"Remote in Chicago, IL 60611",,"For this role you'll be focused on self sourcing, referrals and using leads from the Business Development Representatives (BDR) to drive new business."
143,66,Resales Specialist (Sales Associate),The RealReal,"Chicago, IL 60611 (Streeterville area)",,Bonus | Benefits | Perks.Base Pay PLUS uncapped bonus- $1000/month bonus (at target).$500+ /month bonus potential for consignor referrals (uncapped).
144,67,QA and ML Data Labeling Specialist at Series A Startup,Recruiting From Scratch,"Remote in Chicago, IL 60601",,They are shifting the entire landscape of data protection technology through automation and machine learning.Develop and improve QA and data labeling workflows…
145,68,Inventory Specialist,Shelf Engine,"Chicago, IL",,"We harness the power of AI to provide real-time, intelligent forecasting and fully automated ordering to food retailers across the United States."
146,69,Application Platform Sales Specialist,Red Hat,"Chicago, IL",,"In this role, you will work with the local Sales team to enable customers to define, develop, and deploy their technology modernization strategies."
