,Unnamed: 0,title,company,location,salary,summary
65,17,"Product Marketing Manager (Technical), Dev Tools (Infura)",Consensys,"Remote in Los Angeles, CA",,Collaborate with our developer evangelists to educate developers on our product capability and value via online and in-person events.
66,18,Technical Director for Oculus Quest Game (Wevr Labs),Wevr,"Remote in Los Angeles, CA",,"Supervise, review and confirm that game developers' strategies will achieve the creative game play required, in particular by vetting implementation strategies…"
67,19,Sr. Audio SW Engineer - LA Based,"Red Pill VR, Inc.","Los Angeles, CA",,You will report directly to the Head of Audio Engineering and your primary focus will be to develop a world leading modular audio signal analysis and processing…
68,0,Senior Creative Developer,Adobe,"New York, NY",,"When you stumble on a cool website, you immediately open the inspector.Craft and optimize our marketing websites, including https://frame.io and https://blog…"
69,1,"CIB - Sr. UI Developer / Creative Technologist, Associate","JPMorgan Chase Bank, N.A.","New York, NY",,"The Creative Technologist develops and refines tools essential to product development, design systems, communication and application development."
70,2,Creative Coder / Storyteller,Temboo,"New York, NY 10013 (Tribeca area)",,"Regularly creating content in many formats (articles, tutorials, blog posts, newsletters, social media, videos, hangouts, etc.)."
71,3,Email Marketing Developer [Contract/Remote],"Macmillan Publishing Group, LLC","Remote in New York, NY 10271",,"They will collaborate with internal business partners on delivering creative, on-brand messages to grow our email program.Knowledge of HTML and CSS."
72,4,Web Designer / Developer,HIYO DESIGN,"New York, NY 10038 (Financial District area)",,"We mostly work with Squarespace web designs, but ideally, you should have the background & experience to be able to rock a website using Squarepace, Shopify,…"
73,5,Lead Creative Technologist (Front-End),Hush Studios,"Brooklyn, NY",,10+ years of creative technology experience w/ fast-paced design agencies & clients.Work with creative & strategy teams to contribute quickly and iteratively…
74,6,newCreative Technologist,"JPMorgan Chase Bank, N.A.","New York, NY",,"8+ years' experience with creative technology, front-end development or related fields.Day-to-day, you'll collaborate closely with our design and product teams…"
75,7,Front-End Web Developer/Designer,Onjax,"Apalachin, NY 13732",,"This new team member will passionately craft powerful, yet simple to use, tools for the real estate professional.Deploy and ship well tested code frequently."
76,8,"Email Developer, Email Ops",The New York Times,"Temporarily Remote in New York, NY",,"You will join a team of qualified email operations specialists who support all marketing email programs at the New York Times, from Cooking to Events and beyond…"
77,9,"Software Development Engineer II, Campaign and Creative",Amazon.com Services LLC,"New York, NY+6 locations",,"1+ years of experience contributing to the system design or architecture (architecture, design patterns, reliability and scaling) of new and current systems."
78,10,Web Infrastructure Developer - Digital Marketing,Veeva Systems,"New York, NY",,"Work cross-functionally with IT, Marketing, and Front-end developers.The Infrastructure Web Developer is an integral member of Veeva’s Digital Marketing team."
79,11,"Music Operations Specialist, YouTube",YouTube,"New York, NY",,Bachelor's degree or equivalent practical experience.3 years of experience with MySQL/SQL or other relevant database systems and query structures.
80,12,Web Designer/Developer,Long Island University,"Brookville, NY 11548",,"In coordination with the lead web developer/designer, participate in the production of annual academic bulletins for each campus, including organization of…"
81,13,newDigital Senior Creative Technologist,Protiviti,"New York, NY",,At least three years experience working in creative/R&D/agency environments.Portfolio with examples of digital experiences or experiments that demonstrate your…
82,14,"Software Development Engineer, Amazon DSP Creative Experienc...",Amazon Advertising LLC,"New York, NY+4 locations",,You'll play a critical role in the design and implementation of a strategic product for advertisers to manage their ad creatives and campaign landing pages.
83,15,"Creative Technologist, Creative Shop Labs",Meta,"New York, NY",,"Continually seek new opportunities to unlock creative possibilities through your expertise.5+ years of experience in creative technology, or similar role."
84,16,Graphics/Multimedia Editor,The New York Times,"New York, NY",,Quick learner with creative ideas.The New York Times Magazine and The Times’s Digital News Design group are seeking a creative front-end developer/designer to…
85,17,"Sr. Email Developer , Amazon Ads",Amazon.com Services LLC,"New York, NY",,Knowledge of marketing fundamentals and the ability to apply them to create dynamic solutions in the email channel that are creative yet consistent.
86,18,Front-End Web Developer/Designer,Onjax,"Apalachin, NY 13732",,We are seeking a Front-End Web Designer/Developer who is motivated to combine the art of design with the art of programming.Skills We Are Looking For.
87,19,Web Designer,Hunter Douglas Inc.,"Remote in New York, NY 10011",,"Ability to work with a variety of individuals and present creative, fresh ideas.This creative expert will help drive design and technology solutions that…"
88,20,"newRuby on Rails Engineer, Podcast Analytics",Spotify,"Remote in New York, NY",,Our mission is to unlock the potential of human creativity by giving a million creative artists the opportunity to live off their art and billions of fans the…
89,21,Technical SEO Webmaster,NetCom Learning,"New York, NY 10018 (Clinton area)",,"As an exceptional Webmaster, you should have excellent technical skills and a good understanding of creative online marketing.Able to manage multiple websites."
90,22,"Head of Growth Engineering, Marketing Automation",Google,"New York, NY (Chelsea area)",,"At Google, engineers not only revolutionize search, they routinely work on scalability and storage solutions, large-scale applications and entirely new…"
91,23,"Partner Marketing Manager, Developer Platform [US Location F...",Twitter,"New York, NY",,Deep understanding the developer community a plus.The team is looking for a Partner Marketing Manager to support Twitter’s growing developer platform and the…
92,24,VFX Producer,CANDY,"New York, NY",,Ensure creative vision and production scope is satisfied in project delivery.Strong understanding of technology and able to speak to developers.
93,25,"Manager, Software Development, Brand Advertising and Shoppin...",Amazon.com Services LLC,"New York, NY",,7+ years of experience working directly within engineering teams.Experience partnering with product OR program management teams.
94,26,"Software Development Engineer, Amazon DSP Creative Experienc...",Amazon Advertising LLC,"New York, NY+4 locations",,You'll play a critical role in the design and implementation of a strategic product for advertisers to manage their ad creatives and campaign landing pages.
95,27,"Software Development Engineer, Podcast Ads(Full Stack, Remot...",Amazon Advertising LLC,"Remote in New York, NY+1 location",,Programming experience with at least one software programming language.1+ years of experience in software development.Your team trusts your work.
96,28,"Experienced Web Engineer, Podcast Creation Tools",Spotify,"Remote in New York, NY",,Use your great communication and collaboration skills to work with other front- and back-end developers to push our team forward technically.
97,29,Senior Product Manager - B2B Developer Platform,Atom Finance,"New York, NY",,"You have experience with developer documentation solutions such as README.com or equivalent.5+ years product management experience, with at least 3 years…"
98,0,newGame Day/Events Audio Engineer,The Seattle Mariners Baseball Club,"Seattle, WA 98134 (Industrial District area)",,Reports To: Director Broadcast Operations & Engineering.Primary Objective: Responsible for Live Audio Mixing for game days and events at T-Mobile Park.
99,1,"Frontend Engineer, TikTok Ads Creative & Ecosystem",TikTok,"Seattle, WA",,"Design, develop, test and continuously improve TikTok creative related platforms.Collaborate with PM and R&D teams globally in a fast paced environment."
100,2,3D Toy and Game Designer,Funko,"Seattle, WA 98105 (Ravenna - U District area)",,"The 3D Designer generates 3D assets for a variety of product lines using Maya, 3DS Max, Zbrush, Blender, or other 3D modeling tools."
101,3,Game Developer Community Manager,Microsoft,"Redmond, WA 98052 (Overlake area)",,Be a voice of the game developer community within Microsoft.Be a resource to help developers navigate the Microsoft ecosystem.
102,4,Game Developer Editor in Chief,Microsoft,"Redmond, WA 98052 (Overlake area)",,The primary function of this role is to manage our developer website as a source of truth and storytelling platform and oversee the game developer content…
103,5,Information Developer/ Technical Writer - Remote,Siemens,"Remote in Bellevue, WA",,"Do you have a talent for learning complex processes and explaining them simply?This position covers the industry-leading, innovative Calibre IC verification…"
104,6,"Developer Community Manager, AWS Developer Marketing","Amazon Web Services, Inc.","Seattle, WA",,"Accomplished range of skills from high level strategic thinking to creative and detailed execution.As Developer Community Manager, you will be responsible for…"
105,7,"Design Technologist, Dev Tools, Shopping Design Tools Team",Amazon.com Services LLC,"Seattle, WA",,"We are a team focused on the CX and front-end of tools and services that are geared toward designers, developers, and other builders."
106,8,Associate Producer (Temp),WarnerMedia,"Kirkland, WA",,"An Associate Producer supports our team in the day-to-day organization, communication, and task management of targeted areas of game development."
107,9,Creative Producer - Graphic Design/Web Developer,Overlake Christian Church,"Redmond, WA 98052 (Sammamish Valley area)",,"Visually creative and technically proficient.Assisting Creative Director with creative concepts (church campaigns, building aesthetics, and."
108,10,Software Development Engineer in Test - Creative Tools (Seat...,TikTok,"Seattle, WA",,"TikTok Creative Tools contribute to content base evolution and determine users' consumption experience through content creation, recommendation and exploration,…"
109,11,"Live Service Game Designer (Systems, Content, Narrative)",BIGBOX VR,"Seattle, WA",,"Strong communicator who loves the iterative technical and creative process.You excel at thinking in spreadsheets to design systems for live service games, and…"
110,12,Web Designers/Programmers Developers,SeattleShoppingGuide.com,"Seattle, WA",,Web programmer with strong web development experience.BS Degree preferred but not required.Work related experience and skills can substitute for the degree.
111,13,"Front-End Engineer-II, Content Creator Tech org",Amazon.com Services LLC,"Seattle, WA",,"Successful candidates need to be creative, innovative, flexible, self-directed, able to design and write reliable, maintainable and high-performance code."
112,14,Web Designers/Programmers Developers,Seattle Shopping Guide,"Seattle, WA",,Web programmer with strong web development experience.BS Degree preferred but not required.Work related experience and skills can substitute for the degree.
113,15,Product Manager | Developer Platform,Qualtrics,"Seattle, WA 98101 (Downtown area)",,"Qualtrics is the technology platform that organizations use to collect, manage, and act on experience data, also called X-data™."
114,16,"Front-End Engineer-II, Content Creator Tech org",Amazon.com Services LLC,"Seattle, WA",,"Successful candidates need to be creative, innovative, flexible, self-directed, able to design and write reliable, maintainable and high-performance code."
115,17,"Product Marketing Manager, Developer Platform Integrity",Facebook App,"Seattle, WA",,"This role will be responsible for driving market requirements into product planning to inform the development of tools, surfaces and systems that developers use…"
116,18,newProduct Marketing Application Development Specialist,SAP,"Remote in Bellevue, WA 98004",,"As a product marketing manager for SAP BTP Application Development portfolio, you will be responsible for engaging low code and pro code developers across the…"
117,19,"Backend Engineer, TikTok Ads Creative & Ecosystem",TikTok,"Seattle, WA",,"Build the TikTok Ads Creative Ecosystem with creative auto generation, creative understanding and delivery optimization, partner business API, TikTok influencer…"
118,20,"Sr. Product Manager, AWS Developer Marketing","Amazon Web Services, Inc.","Seattle, WA",,Accomplished range of skills from high level strategic thinking to creative and detailed execution.Drive technical content development across teams (developer…
119,21,Associate Producer (Temp),WarnerMedia,"Kirkland, WA",,"An Associate Producer supports our team in the day-to-day organization, communication, and task management of targeted areas of game development."
120,22,"Sr. Paid Media Manager, AWS Developer Marketing","Amazon Web Services, Inc.","Seattle, WA",,"We’re looking for an experienced, results-driven paid media manager to support the Amazon Web Services (AWS) Developer Marketing team in developing and…"
121,23,Platform Demo Engineer,Salesforce,"Seattle, WA",,"This is a fast-paced role on the Platform Product Marketing team passionate about building innovative product demonstrations, designing customer-facing…"
122,24,Programmer Writer - Database Services,"Amazon Dev Center U.S., Inc.","Seattle, WA",,"Experience designing and delivering developer documentation.Ideally, you have a technical background that enables easy interaction with software developers and…"
123,25,"Camp&CreateSDEII - 2022, Campaign & Creative Services",Amazon Advertising LLC,"Seattle, WA",,"1+ years of experience contributing to the system design or architecture (architecture, design patterns, reliability and scaling) of new and current systems."
124,26,Gaming Technical Director,Microsoft,"Redmond, WA 98052 (Overlake area)",,"Strong creative problem solving and algorithm development skills.The Xbox Publishing Team responsible for Contraband, As Dusk Falls, Microsoft Flight Simulator…"
125,27,"Software Engineering Manager, AWS Cryptography",Amazon.com Services LLC,"Seattle, WA",,"You will work along side managers, developers, and researchers who are developing practical cryptography mechanisms to secure services in AWS."
126,28,Marketing Automation Engineer,"PitchBook Data, Inc.","Seattle, WA 98164 (Downtown area)",,"As PitchBook’s Software Engineer, Marketing you will be responsible for prospect movement through our Sales and Marketing funnel focused on lead routing, field…"
127,29,"Software Development Manager, AWS Cryptography","Amazon Web Services, Inc.","Seattle, WA",,7+ years of experience working directly within engineering teams.Experience partnering with product OR program management teams.
128,30,Sr. Technical Program Manager - Outbound Communications,Amazon.com Services LLC,"Seattle, WA",,"7+ years of experience working directly with engineering teams.Experience managing projects across cross functional teams, building sustainable processes and…"
129,31,Senior Software Engineer - Podcast Ads,Amazon.com Services LLC,"Seattle, WA",,"2+ years of experience contributing to the architecture and design (architecture, design patterns, reliability and scaling) of new and current systems."
130,32,"Principal Product Manager - Technical, Computer Vision, Amaz...",Amazon.com Services LLC,"Seattle, WA",,"Bachelor’s degree in computer science, mathematics, systems engineering, MIS, or a related field.8+ years of product management experience."
131,33,Full Stack Web Technical Lead - Project Delivery Specialist,Deloitte,"Seattle, WA 98104 (Downtown area)",,As an experienced Technical Lead you will have the ability to share new ideas and collaborate on projects as a consultant without the extensive demands of…
132,34,Senior Creative Software Developer,Ripl,"Seattle, WA 98101 (Downtown area)",,"Working on new creative design ideas, including adding new effects and animations.Ripl (www.Ripl.com) is passionate about helping small businesses grow by…"
133,35,newMid/Senior Creative Developer,Accretive Technology Group,"Seattle, WA 98101 (Downtown area)",,"Develop creative assets using JavaScript, jQuery, React, Responsive HTML/CSS.They must be fluent in JavaScript, React & Responsive HTML/CSS."
134,36,Senior Staff Machine Learning Engineer Manager,Wayfair,"Seattle, WA 98178 (Rainier Beach area)",,"The most complex and business critical Data Science models deliver fast, scalable, easily accessible, and reliable comparisons between large numbers of products…"
135,37,Game Designer,Wizards of the Coast,"Renton, WA 98057",,"In this role, you'll help build the future of D&D by developing material for upcoming products.Design substantial portions of D&D products with guidance from…"
136,38,"Email HTML Developer, Contract (remote position)","Shaw Scott, Inc.","Remote in Seattle, WA 98112",,The Email Developer is responsible for the development of highly dynamic email marketing campaigns.This role will require deep knowledge of HTML/CSS and…
137,39,Mid/Senior Creative Developer,NSFWjobs,"Seattle, WA",,"Develop creative assets using JavaScript, jQuery, React, Responsive HTML/CSS.They must be fluent in JavaScript, React & Responsive HTML/CSS."
138,40,"Front-End Developer, SEM",OneCare Media,"Seattle, WA 98105 (University District area)",,"Through expert-driven resources and curated recommendations, OneCare helps consumers make better informed, more personalized decisions in their healthcare…"
139,41,"Game Designer, New Game",Niantic,"Hybrid remote in Seattle, WA+2 locations",,"Create, test, and tune game play balance throughout the product life-cycle.Create and run global live events and new game content."
140,42,Principal Creative Game Designer,Wizards of the Coast,"Renton, WA 98057",,"Leadership Experience: 6+ years of creative team management experience, with a passion for leading, encouraging, and nurturing a diverse group of creative…"
141,43,Software Engineer II - Content Creation (Remote Eligible),Smartsheet,"Remote in Bellevue, WA 98004+1 location",,"You will report to our Engineering Manager based in our Bellevue, WA office and you also have the option to work remotely from any Smartsheet registered…"
142,44,End to End Software Engineer with Technical Writing Skills,CSI Interfusion,"Temporarily Remote in Redmond, WA 98052",,Evaluate the documents and samples of the platform/services from a developer customer's perspective.Working with the product team to improve the quality of the…
143,45,Full Stack Web Technical Lead - Project Delivery Specialist,Deloitte,"Seattle, WA 98104 (Downtown area)",,As an experienced Technical Lead you will have the ability to share new ideas and collaborate on projects as a consultant without the extensive demands of…
144,46,Senior Creative Software Developer,Ripl,"Seattle, WA 98101 (Downtown area)",,"Working on new creative design ideas, including adding new effects and animations.Ripl (www.Ripl.com) is passionate about helping small businesses grow by…"
145,47,newMid/Senior Creative Developer,Accretive Technology Group,"Seattle, WA 98101 (Downtown area)",,"Develop creative assets using JavaScript, jQuery, React, Responsive HTML/CSS.They must be fluent in JavaScript, React & Responsive HTML/CSS."
146,48,Senior Staff Machine Learning Engineer Manager,Wayfair,"Seattle, WA 98178 (Rainier Beach area)",,"The most complex and business critical Data Science models deliver fast, scalable, easily accessible, and reliable comparisons between large numbers of products…"
147,49,Game Designer,Wizards of the Coast,"Renton, WA 98057",,"In this role, you'll help build the future of D&D by developing material for upcoming products.Design substantial portions of D&D products with guidance from…"
148,50,"Email HTML Developer, Contract (remote position)","Shaw Scott, Inc.","Remote in Seattle, WA 98112",,The Email Developer is responsible for the development of highly dynamic email marketing campaigns.This role will require deep knowledge of HTML/CSS and…
149,51,Mid/Senior Creative Developer,NSFWjobs,"Seattle, WA",,"Develop creative assets using JavaScript, jQuery, React, Responsive HTML/CSS.They must be fluent in JavaScript, React & Responsive HTML/CSS."
150,52,"Front-End Developer, SEM",OneCare Media,"Seattle, WA 98105 (University District area)",,"Through expert-driven resources and curated recommendations, OneCare helps consumers make better informed, more personalized decisions in their healthcare…"
