,Unnamed: 0,title,company,location,salary,summary
64,64,Senior UX Researcher,Microsoft,北京市,,"Design Researcher. At Studio 8 we... Suzhou... Senior Design Researcher on our team, you will help..."
65,65,Post Doc Researcher – Theory – Microsoft Research Asia,Microsoft,北京市,,researcher at MSR Asia. Post-doc researchers are expected to work closely with other researcher...
66,66,"AI/ML-Machine Learning/AI Engineering & Research Intern, Sir...",Apple,北京市,,position of AI/ML Engineer and AI/ML Researcher... Global... Apple to transfer AI/ML solutions...
67,67,Computer Vision Algorithm Researcher,Byte Dance,北京市,,"department. It aims to provide... 1. Have research experience in AI, computer vision, deep learning..."
68,68,Video Codec Standards Researcher- Multimedia Lab,Byte Dance,北京市,,"video coding, AI/learning based... ain understanding of modules and algorithms 4. Familiar with AI..."
69,69,Research Associate – Technology,UBS,北京市,,build and maintain relationships... Contact Details UBS Recruiting China Disclaimer / Policy...
70,70,Machine Learning Engineer,Graphcore,北京市,,"limited training process... training, inference performance testing tools Build training..."
71,71,Senior Design Researcher,Microsoft,北京市,,"Design Researcher. At Studio 8 we... Suzhou... Senior Design Researcher on our team, you will help..."
72,72,西有派计划 Siemens Technology Fullstack/Computer Vision/Linux Res...,Siemens,北京市,,"PhD graduates from all over the world, including AI, edge computing, digital twins, industry 4.0..."
73,73,最新Cloud Software Engineer,Graphcore,北京市,,"medical researcher, roboticist... main components and lifecycle of cloud AI applications Experience..."
74,74,Lead Software Engineer - Forecasting (Ad Intelligence),Hulu,北京市,,"real time campaign booking, reporting, pricing and offline analytics Collaborate with researcher..."
75,75,Language Researcher / Data Analyst - Simplified Chinese,TransPerfect Translations Inc.,北京市,,descriptions and labels. Main Responsibilities: - Analyzing... technology and AI. - Excellent...
76,76,15851-Game AI Development Researcher (Beijing),Tencent Holdings Limited,北京市,,"computer science, mathematics, speech processing or AI fields Proficient... least one programming..."
77,77,Reinforcement Learning Researcher - Gaming AI,Byte Dance,北京市,,papers at ICML/NIPS/IJCAI/AAAI/ICLR and other top international conferences are preferred 5. Game AI...
78,78,AI Lab Researcher,Byte Dance,北京市,,"accumulation in one... following fields... main author published ICML, NIPS, KDD, ACL..."
79,79,Senior UX Researcher,Microsoft,北京市,,"Design Researcher. At Studio 8 we... Suzhou... Senior Design Researcher on our team, you will help..."
80,80,Post Doc Researcher – Theory – Microsoft Research Asia,Microsoft,北京市,,researcher at MSR Asia. Post-doc researchers are expected to work closely with other researcher...
81,81,"AI/ML-Machine Learning/AI Engineering & Research Intern, Sir...",Apple,北京市,,position of AI/ML Engineer and AI/ML Researcher... Global... Apple to transfer AI/ML solutions...
82,82,Computer Vision Algorithm Researcher,Byte Dance,北京市,,"department. It aims to provide... 1. Have research experience in AI, computer vision, deep learning..."
83,83,Video Codec Standards Researcher- Multimedia Lab,Byte Dance,北京市,,"video coding, AI/learning based... ain understanding of modules and algorithms 4. Familiar with AI..."
84,84,Research Associate – Technology,UBS,北京市,,build and maintain relationships... Contact Details UBS Recruiting China Disclaimer / Policy...
85,85,Machine Learning Engineer,Graphcore,北京市,,"limited training process... training, inference performance testing tools Build training..."
86,86,Senior Design Researcher,Microsoft,北京市,,"Design Researcher. At Studio 8 we... Suzhou... Senior Design Researcher on our team, you will help..."
87,87,西有派计划 Siemens Technology Fullstack/Computer Vision/Linux Res...,Siemens,北京市,,"PhD graduates from all over the world, including AI, edge computing, digital twins, industry 4.0..."
88,88,最新Cloud Software Engineer,Graphcore,北京市,,"medical researcher, roboticist... main components and lifecycle of cloud AI applications Experience..."
89,89,Lead Software Engineer - Forecasting (Ad Intelligence),Hulu,北京市,,"real time campaign booking, reporting, pricing and offline analytics Collaborate with researcher..."
90,90,Language Researcher / Data Analyst - Simplified Chinese,TransPerfect Translations Inc.,北京市,,descriptions and labels. Main Responsibilities: - Analyzing... technology and AI. - Excellent...
91,91,15851-Game AI Development Researcher (Beijing),Tencent Holdings Limited,北京市,,"computer science, mathematics, speech processing or AI fields Proficient... least one programming..."
92,92,Reinforcement Learning Researcher - Gaming AI,Byte Dance,北京市,,papers at ICML/NIPS/IJCAI/AAAI/ICLR and other top international conferences are preferred 5. Game AI...
93,93,AI Lab Researcher,Byte Dance,北京市,,"accumulation in one... following fields... main author published ICML, NIPS, KDD, ACL..."
94,94,Senior UX Researcher,Microsoft,北京市,,"Design Researcher. At Studio 8 we... Suzhou... Senior Design Researcher on our team, you will help..."
95,95,Post Doc Researcher – Theory – Microsoft Research Asia,Microsoft,北京市,,researcher at MSR Asia. Post-doc researchers are expected to work closely with other researcher...
96,96,"AI/ML-Machine Learning/AI Engineering & Research Intern, Sir...",Apple,北京市,,position of AI/ML Engineer and AI/ML Researcher... Global... Apple to transfer AI/ML solutions...
97,97,Computer Vision Algorithm Researcher,Byte Dance,北京市,,"department. It aims to provide... 1. Have research experience in AI, computer vision, deep learning..."
98,98,Video Codec Standards Researcher- Multimedia Lab,Byte Dance,北京市,,"video coding, AI/learning based... ain understanding of modules and algorithms 4. Familiar with AI..."
99,99,Research Associate – Technology,UBS,北京市,,build and maintain relationships... Contact Details UBS Recruiting China Disclaimer / Policy...
100,100,Machine Learning Engineer,Graphcore,北京市,,"limited training process... training, inference performance testing tools Build training..."
101,101,Senior Design Researcher,Microsoft,北京市,,"Design Researcher. At Studio 8 we... Suzhou... Senior Design Researcher on our team, you will help..."
102,102,西有派计划 Siemens Technology Fullstack/Computer Vision/Linux Res...,Siemens,北京市,,"PhD graduates from all over the world, including AI, edge computing, digital twins, industry 4.0..."
103,103,最新Cloud Software Engineer,Graphcore,北京市,,"medical researcher, roboticist... main components and lifecycle of cloud AI applications Experience..."
104,104,Lead Software Engineer - Forecasting (Ad Intelligence),Hulu,北京市,,"real time campaign booking, reporting, pricing and offline analytics Collaborate with researcher..."
105,105,Language Researcher / Data Analyst - Simplified Chinese,TransPerfect Translations Inc.,北京市,,descriptions and labels. Main Responsibilities: - Analyzing... technology and AI. - Excellent...
106,106,15851-Game AI Development Researcher (Beijing),Tencent Holdings Limited,北京市,,"computer science, mathematics, speech processing or AI fields Proficient... least one programming..."
107,107,Reinforcement Learning Researcher - Gaming AI,Byte Dance,北京市,,papers at ICML/NIPS/IJCAI/AAAI/ICLR and other top international conferences are preferred 5. Game AI...
108,108,AI Lab Researcher,Byte Dance,北京市,,"accumulation in one... following fields... main author published ICML, NIPS, KDD, ACL..."
109,109,Senior UX Researcher,Microsoft,北京市,,"Design Researcher. At Studio 8 we... Suzhou... Senior Design Researcher on our team, you will help..."
110,110,Post Doc Researcher – Theory – Microsoft Research Asia,Microsoft,北京市,,researcher at MSR Asia. Post-doc researchers are expected to work closely with other researcher...
111,111,"AI/ML-Machine Learning/AI Engineering & Research Intern, Sir...",Apple,北京市,,position of AI/ML Engineer and AI/ML Researcher... Global... Apple to transfer AI/ML solutions...
112,112,Computer Vision Algorithm Researcher,Byte Dance,北京市,,"department. It aims to provide... 1. Have research experience in AI, computer vision, deep learning..."
113,113,Video Codec Standards Researcher- Multimedia Lab,Byte Dance,北京市,,"video coding, AI/learning based... ain understanding of modules and algorithms 4. Familiar with AI..."
114,114,Research Associate – Technology,UBS,北京市,,build and maintain relationships... Contact Details UBS Recruiting China Disclaimer / Policy...
115,115,Machine Learning Engineer,Graphcore,北京市,,"limited training process... training, inference performance testing tools Build training..."
116,116,Senior Design Researcher,Microsoft,北京市,,"Design Researcher. At Studio 8 we... Suzhou... Senior Design Researcher on our team, you will help..."
117,117,西有派计划 Siemens Technology Fullstack/Computer Vision/Linux Res...,Siemens,北京市,,"PhD graduates from all over the world, including AI, edge computing, digital twins, industry 4.0..."
118,118,最新Cloud Software Engineer,Graphcore,北京市,,"medical researcher, roboticist... main components and lifecycle of cloud AI applications Experience..."
119,119,Lead Software Engineer - Forecasting (Ad Intelligence),Hulu,北京市,,"real time campaign booking, reporting, pricing and offline analytics Collaborate with researcher..."
120,120,Language Researcher / Data Analyst - Simplified Chinese,TransPerfect Translations Inc.,北京市,,descriptions and labels. Main Responsibilities: - Analyzing... technology and AI. - Excellent...
121,121,15851-Game AI Development Researcher (Beijing),Tencent Holdings Limited,北京市,,"computer science, mathematics, speech processing or AI fields Proficient... least one programming..."
122,122,Reinforcement Learning Researcher - Gaming AI,Byte Dance,北京市,,papers at ICML/NIPS/IJCAI/AAAI/ICLR and other top international conferences are preferred 5. Game AI...
123,123,AI Lab Researcher,Byte Dance,北京市,,"accumulation in one... following fields... main author published ICML, NIPS, KDD, ACL..."
124,124,Senior UX Researcher,Microsoft,北京市,,"Design Researcher. At Studio 8 we... Suzhou... Senior Design Researcher on our team, you will help..."
125,125,Post Doc Researcher – Theory – Microsoft Research Asia,Microsoft,北京市,,researcher at MSR Asia. Post-doc researchers are expected to work closely with other researcher...
126,126,"AI/ML-Machine Learning/AI Engineering & Research Intern, Sir...",Apple,北京市,,position of AI/ML Engineer and AI/ML Researcher... Global... Apple to transfer AI/ML solutions...
127,127,Computer Vision Algorithm Researcher,Byte Dance,北京市,,"department. It aims to provide... 1. Have research experience in AI, computer vision, deep learning..."
128,128,Video Codec Standards Researcher- Multimedia Lab,Byte Dance,北京市,,"video coding, AI/learning based... ain understanding of modules and algorithms 4. Familiar with AI..."
129,129,Research Associate – Technology,UBS,北京市,,build and maintain relationships... Contact Details UBS Recruiting China Disclaimer / Policy...
130,130,Machine Learning Engineer,Graphcore,北京市,,"limited training process... training, inference performance testing tools Build training..."
131,131,Senior Design Researcher,Microsoft,北京市,,"Design Researcher. At Studio 8 we... Suzhou... Senior Design Researcher on our team, you will help..."
132,132,西有派计划 Siemens Technology Fullstack/Computer Vision/Linux Res...,Siemens,北京市,,"PhD graduates from all over the world, including AI, edge computing, digital twins, industry 4.0..."
133,133,最新Cloud Software Engineer,Graphcore,北京市,,"medical researcher, roboticist... main components and lifecycle of cloud AI applications Experience..."
134,134,Lead Software Engineer - Forecasting (Ad Intelligence),Hulu,北京市,,"real time campaign booking, reporting, pricing and offline analytics Collaborate with researcher..."
135,135,Language Researcher / Data Analyst - Simplified Chinese,TransPerfect Translations Inc.,北京市,,descriptions and labels. Main Responsibilities: - Analyzing... technology and AI. - Excellent...
136,0,newData Science Researcher,Shell,"Bengaluru, Karnataka",,"As Data Science Researcher, you will work hands-on across project teams focusing on research and implementation of Data Science models on different Shell Assets…"
137,1,newAI Engineer,Intel,"Hybrid remote in Bengaluru, Karnataka",,"Building high-performance Machine Learning applications.Building simulation solutions (platforms, and related infrastructure)."
138,2,newSystems Modelling Researcher,Shell,"Bengaluru, Karnataka",,Systems Modelling capability is a key enabler in multiscale modelling in computational science and responsible for providing critical input towards design and…
139,3,"Machine Learning Intern, Core ML",Skit.ai,"Temporarily Remote in Bengaluru, Karnataka",,"Its suite of speech and language solutions enable enterprises to automate their contact centre operations.Design, build and evaluate Machine Learning systems."
140,4,Student Intern – Access™,Altair Engineering,"Bengaluru, Karnataka",,"Access provides a simple, powerful, and consistent interface for submitting and monitoring jobs on remote clusters, clouds, and other resources, allowing…"
141,5,newSIEM - Admin,IBM,"Bengaluru, Karnataka",,Responsible for security researcher to provide insight and understanding of new and existing information security threats.
142,6,newUX Researcher,BeingUser,"Bengaluru, Karnataka",,"User Research, Usability testing, Product and Design Research.Glance is the world’s first screen zero platform, enabling consumers to experience the best of…"
143,7,newUX Researcher,Mantra Labs,"Bengaluru, Karnataka",,"Ideally, the candidate should have a minimum of a 6-year of experience in UX research and analysis of consumer-facing products."
144,8,Applied Machine Learning Researcher,Microsoft,"Bengaluru, Karnataka",,MCDS Research is a shared service within MCDS that drives impact and innovation using state-of-the-art Machine Learning (ML) and strives to push the boundaries…
145,9,Machine Learning Researcher,Skit.ai,"Temporarily Remote in Bengaluru, Karnataka",,"Along the way, you get to publish in prestigious ML conferences and work with a strong community of researchers from the field."
146,10,newResearcher High Performance Computing,Shell,"Bengaluru, Karnataka",,Shell is currently assembling a technical team of extremely talented and passionate computational scientists to realize the company’s full digital potential.
147,11,AI Academic Liaison and Research Evangelist,MathWorks,"Hybrid remote in Bengaluru, Karnataka",,"Engage with professors, researchers, and industry to advance the use of MATLAB for AI applications.You will draw on your technical and academia expertise, to…"
148,12,newSIOC: Security and Privacy consultant,IBM,"Bengaluru, Karnataka",,Collaborate with other cyber threat researchers based on subject matter expertise.Prior experience working as a cyber threat researcher or analyst.
149,13,Security Researcher,Siemens Technology and Services Private Limited,"Bengaluru, Karnataka",,"You will conduct research that will yield new insights, theories, analysis, data, algorithms, and help secure the systems and software."
150,14,Research Specialist,Accenture,"Bengaluru, Karnataka",,Develops structured research insights beyond the data.Is involved in writing articles / reports and/or preparation of client events/meetings.
151,15,Data Scientist,Microsoft,"Bengaluru, Karnataka",,"Excellent communication skills and the ability to collaborate in a multi-disciplinary team consisting of Service Engineers, Software Engineers, Program Managers…"
152,16,Research Associate Manager,Accenture,"Bengaluru, Karnataka",,Mentors more junior researchers and demonstrates ability to lead and support small project research teams.Manages projects and complex analysis independently.
153,17,DX/UX Researcher,Intel,"Bengaluru, Karnataka",,"The DX Researcher will be responsible for designing and executing research to identify software developer workflows, pinpoint opportunities to fulfil unmet…"
154,18,"Pre-Doctoral Researcher, University Graduate (Fixed-Term Con...",Google,"Bengaluru, Karnataka",,"As a Pre-Doctoral Researcher, you will collaborate with researchers, scientists and engineers at Google Research working on fundamental research and applied…"
155,19,Deep Learning Engineers - INTERNSHIP,Conxai Technologies GmbH,"Bengaluru, Karnataka",,"We are building the first NO-CODE AI PLATFORM for the construction industry, with the 3rd generation Explainable AI, that allows users to create complex use…"
156,20,newApplication Developer: Mobile,IBM,"Bengaluru, Karnataka",,"Collaborate with researchers, engineers and product managers throughout design process - from creating research protocols, personas, scenarios, information…"
157,21,Research Scientist,IBM,"Bengaluru, Karnataka",,"As a research scientist in the area of intelligent business process automation, you will explore problems related to Enterprise AI technologies for process…"
158,22,newDirector - Innovation and Design,WELLS FARGO BANK,"Bengaluru, Karnataka",,"Collaborates with researchers in academia to make bank ready for the future.Involve in idea management, rapid prototyping, startup partnership and other…"
159,23,newUser Researcher,IBM,"Bengaluru, Karnataka",,"Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide industry-leading solutions that make the world run…"
160,24,Developer Experience Researcher,Intel,"Bengaluru, Karnataka",,You must be hands-on and have the needed mix of UX skills and leadership qualities to enroll your technical colleagues in pursuing developer experience…
161,25,Data Scientist - AI Developer,SAP,"Bengaluru, Karnataka",,"By exploring unconventional ideas and developing inspiring proofs of concept, we push the state of the art in computer science and its applied fields to provide…"
162,26,AI Frameworks Validation Engineer,Intel,"Hybrid remote in Bengaluru, Karnataka",,"Optimizes code for various computing hardware backends, and interacts with machine learning and/or deep learning researchers, and utilizing experience with…"
163,27,Associate Analyst,Vectra,"Bengaluru, Karnataka",,Vectra's threat detections are powered by a deep understanding of attacker methods and problem-optimized AI algorithms.Open source development a plus.
164,28,Malware Researcher,cloudsek,"Remote in Bengaluru, Karnataka",,"XVigil - Our SaaS-based product XVigil, helps clients assess security in real-time from the perspective of an attacker, 24 hours a day, seven days a week."
165,29,Lead/Principle Machine Learning Engineer & Researcher,Square Root Consulting,"Bengaluru, Karnataka",,"As a Data Scientist & ML Engineer you will have the responsibility of creating and leveraging the state-of-the-art algorithms in machine learning, deep learning…"
166,30,Design Researcher,IBM,"Bengaluru, Karnataka",,Visualization is critical to discovering data-driven insights and effectively communicating that knowledge to others.Participate in the IBM Design Chapter.
167,31,Research Engineer,IBM,"Bengaluru, Karnataka",,"Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide industry-leading solutions that make the world run…"
168,32,Applied ML engineer,sybill,"Bengaluru, Karnataka",,"3+ years of experience as an ML engineer, data scientist, CV/NLP researcher, or in a related role.Sybill joins your calls with you and provides insights into…"
169,33,Research Software Engineer,IBM,"Bengaluru, Karnataka",,"Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide industry-leading solutions that make the world run…"
170,34,VoIP Engineer,Skit.ai,"Bengaluru, Karnataka",,"Diagnose, troubleshoot, resolve quality issues related to VoIP and telephony platforms and applications.Collaborate with the team to contribute on design and…"
171,35,Artificial Intelligence Researcher - Freshers,BigSpire Software,"Bengaluru, Karnataka",,"Skill Sets: Should have a good communication skills, knowledge in AI concepts and analytical skills Qualifications: Bachelor or Masters degree in Business…"
172,36,AI Data Foundation Research Engineer,Hewlett Packard Enterprise,"Bengaluru, Karnataka",,"We expect all our researchers to provide thought leadership and technical influence both internally and externally to HPE, as well as take innovative ideas and…"
173,37,Senior Threat Intelligence Analyst,ZeroFOX,"Bengaluru, Karnataka",,"Using our proprietary hybrid intelligence platform, we focus on analyzing the world of threat intelligence & vulnerabilities and providing detailed analysis and…"
174,38,AI/ML Specialist / Architect,Bosch Group,"Bengaluru, Karnataka",,Consumer Goods and Building Technology.The expectation is for the identified candidate to lead a group of AI/ML resources to bring the right fit methodologies…
175,39,Junior open source compiler developer,IBM,"Bengaluru, Karnataka",,"Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide industry-leading solutions that make the world run…"
176,40,Research Scientist - Image Analytics,GE Corporate,"Bengaluru, Karnataka",,"As a group, we Innovate and execute on the R&D strategy around image analytics aligned our healthcare and industrial businesses in a broad set of areas…"
177,41,SCAI Centre Fellow,Microsoft,"Bengaluru, Karnataka",,"Candidates must also be able to collaborate effectively with other researchers, product development teams and external collaborators."
178,42,Research Manager - NLP & Machine Learning,Uniphore,"Bengaluru, Karnataka",,Experience managing a team of researchers spanning both applied and pure research.Manage a growing team of engineers and researchers focused on speech…
179,43,newSenior NLP Data Scientist,Shell,"Bengaluru, Karnataka",,"Our team develops the advanced products and technologies Shell needs to meet customer demand.As a Senior NLP Data Scientist, you will sit across project teams…"
180,44,Technical Specialist - GAP,Altair Engineering,"Bengaluru, Karnataka",,"Conduct training sessions / webinars and be a trusted advisor for universities worldwide, top notch researchers and student teams in competitions about Altair…"
181,45,"Specialist, Data Science and IoT",Altair Engineering,"Bengaluru, Karnataka",,"Conduct training sessions / webinars and be a trusted advisor for universities worldwide, top notch researchers and student teams in competitions about Altair…"
182,46,Client Technology - Senior Experience Researcher,EY,"Bengaluru, Karnataka",,"Owns the delivery of experience research activities to advise the user experience within a sophisticated client or internal project, presenting to and…"
183,47,Software Engineer II,Microsoft,"Bengaluru, Karnataka",,We are looking for an engineer with a passion to improve the state of the art.The work involves solving low-level systems problems such as GPU state and memory…
184,48,MBOS_Data Science Engineer - Image Database,Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka",,"Assemble large, complex data sets that are analysis/training ready for the machine learning engineers/researchers.B.E. / B. Tech in Computer Science."
185,49,newAnalyst-Product Development,Amex,"Bengaluru, Karnataka",,Amex AI Labs is currently co-located in Bangalore and New York and involves dynamic and talented product managers and researchers having research and product…
