,Unnamed: 0,title,company,location,salary,summary
34,34,Lead Learning & Development Specialist - Deloitte Leadership...,Deloitte,"New York, NY+17 locations",,"Maintain relationships with content-based leads (SMRs).Participate in or lead project teams to build positive, collaborative partnerships among business…"
35,35,"Senior Manager, Education",Nautilus Labs,"Remote in New York, NY",,Demonstrated ability to coach and lead peers to up-level performance of the team.Strong instructional design background where you've had extensive experience…
36,36,"Lead, Elementary School Science Content Design",Success Academy,"New York, NY 10005 (Financial District area)",,A demonstrated ability to design and lead projects that produce strong learning outcomes;As a critical member of our Education Institute department reporting…
37,37,newOnline Learning and Instructional Support Advisor,National University,"New York, NY 10170 (Midtown area)",,"Collaborates with key stakeholders including, OSI leadership and staff, NU administration, system affiliates, academic program directors, and lead faculty to…"
38,38,Operations Manager,Democracy Prep Public Schools,"New York, NY 10035 (East Harlem area)",,"Maintain school compliance with relevant federal, state, and local non-instructional statutes, including but not limited to enrollment, student health,…"
39,39,"newProduct Manager, Tasty Commerce","Employment Opportunities at BuzzFeed, Inc.","Remote in New York, NY",,"We are looking for a Product Manager to lead Tasty's Food Commerce and Innovation Strategy.Users turn to the Tasty app for inspiration to cook, often finding a…"
40,40,Part-Time Faculty-Instructional Build & Lead Online MSW –SWK...,Syracuse University,"Syracuse, NY",,School of Social Work department is seeking part-time faculty to be a course build and instructional lead for SWK 774- Proposal Writing and Program Development …
41,41,"newSpecialist, New Talent and Skills",NATIONAL GRID CO USA (NE POWER),"Syracuse, NY",,"Develops effective instructional materials or instructor-led and media-based training, including participant and instructor materials, exercises and slide…"
42,42,"Associate in Instructional Services (Mathematics 7-12), Box...","Education Department, State","Albany, NY 12234 (North Albany-Shaker Park area)",,Reassignment: Candidates must have one year of permanent competitive or 55b/c service as an Associate in Instructional Services (Mathematics 7-12).
43,43,Talent Training & Development Lead,The Durst Organization Inc.,"New York, NY 10036 (Midtown area)",,"Plans, prepares, and researches lessons including instructional documents, instructor notes and manuals relevant to technology-related and systems application…"
44,44,Market Trainer,"Aflac, Incorporated",New York State,,"Excellent verbal/written and presentation skills, a working knowledge of instructional design, and experience with training needs analysis."
45,45,Talent Training & Development Lead,The Durst Organization Inc.,"New York, NY 10036 (Midtown area)",,"Plans, prepares, and researches lessons including instructional documents, instructor notes and manuals relevant to technology-related and systems application…"
46,46,"newProduct Manager, Tasty Commerce","Employment Opportunities at BuzzFeed, Inc.","Remote in New York, NY",,"We are looking for a Product Manager to lead Tasty's Food Commerce and Innovation Strategy.Users turn to the Tasty app for inspiration to cook, often finding a…"
47,47,"newSpecialist, New Talent and Skills",NATIONAL GRID CO USA (NE POWER),"Syracuse, NY",,"Develops effective instructional materials or instructor-led and media-based training, including participant and instructor materials, exercises and slide…"
48,48,"Senior Manager, Education",Nautilus Labs,"Remote in New York, NY",,Demonstrated ability to coach and lead peers to up-level performance of the team.Strong instructional design background where you've had extensive experience…
49,49,Continuing Education Teacher-USIP Math Workshop Instructor,The City University of New York (CUNY),"Brooklyn, NY",,Knowledge of curriculum/instructional design.Kingsborough Community College's USIP (University Skills Immersion Program) is seeking qualified Math Instructors…
50,50,Director of Academic Administration,The City University of New York (CUNY),"New York, NY",,"Ensure instructional personnel actions are appropriately provided to the Office of Human Resources in preparation for the Committee on Faculty, Staff, and…"
51,51,newFine Arts - Lead Teacher (22-23 SY),KIPP Foundation,"Albany, NY+1 location",,"Use data to inform instructional decisions.The Lead Teacher’s role holds the primary responsibility for developing and implementing the curriculum, school…"
52,52,newInstructional Designer,NYU Langone,"New York, NY",,"To qualify you must have a Bachelors degree and/or Masters degree required with preferred coursework in instructional systems, instructional design, adult…"
53,53,Field Operations Instructional Designer,Augury,"New York, NY",,"Expertise in video editing, and online instructional design.Evaluate Field Operations training needs by working closely with functional leads to address gaps."
54,54,Assistant Director Live Interpretation,Wildlife Conservation Society,"Bronx Zoo, NY",,Two years of instructional experience in development and implementation of formal or informal education programs.Manage a budget and develop reports as needed.
55,55,Director of Physical Education and Health,Rochester City School District,"Rochester, NY 14614 (Central Business District area)",,"Identify, evaluate, and standardize curriculum and instructional resources that promote equity and lead to improved student outcomes."
56,56,"Sr. Program Manager, Revenue Onboarding",Outreach,"New York, NY",,3-5 years of online training experience (delivery and instructional design a plus).Design a dynamic learning experience that directly leads to our ongoing…
57,57,"Lead, Education, Saks New York",Chanel,"New York, NY",,Provide leadership and direction on training methodology and instructional delivery to ensure learning effectiveness.
58,58,Instructional Coach,THE ACADEMY CHARTER SCHOOL,"Uniondale, NY 11553",,Serve as a content specialist to assist in the development and implementation of campus instructional plans that align with district goals and curriculum.
59,59,"Lead, Elementary School Science Content Design",Success Academy,"New York, NY 10005 (Financial District area)+2 locations",,A demonstrated ability to design and lead projects that produce strong learning outcomes;As a critical member of our Education Institute department reporting…
60,0,new1840 Junior Management Assistant (School-Term): County Satel...,San Francisco Unified School District,"San Francisco, CA 94102 (Downtown area)",,Knowledge of San Francisco’s public schools/urban public schools and a passionate belief in SFUSD’s commitment to instructional leadership as a lever toward…
61,1,Training and Development Lead (Development & Engagement),Affirm,"Remote in San Francisco, CA 94126",,Partner with Instructional Design to ensure instructional materials meet company standards and learner needs.You also thrive as a mentor and line of support to…
62,2,newInstructional Designer Manager,University of California San Francisco,"Hybrid remote in San Francisco, CA 94143",,"Unlike other instructional designers on campus, the Manager for.Minimum 10 years' directly related experience as an instructional designer."
63,3,Education Manager,Children's Creativity Museum,"Hybrid remote in San Francisco, CA 94103",,"Maintain and deepen CCM’s efforts in statewide and national communities of practice around content and instructional practices around making, playful learning,…"
64,4,Elementary Co-Lead (Grades 1-4),Cathedral School for Boys,"San Francisco, CA 94108 (Nob Hill area)",,The co-lead teacher is responsible for planning and teaching instructional lessons and curriculum and assessing students in the core subject areas at the…
65,5,Learning & Development Senior Instructional Designer,Discord,"Remote in San Francisco, CA 94107",,"Deep knowledge of learning theories and instructional design models.Visual design skills with Articulate Rise, Storyline and instructional videos using Vyond."
66,6,Regional Data Enablement Lead- US/Canada,Levi Strauss & Co.,"Remote in San Francisco, CA",,"Help create and maintain workflows, instructional documents, program templates and tools.Map and communicate current state of data landscape, catalog existing…"
67,7,"Partner, School Design Service -- Early Childhood Focus (K-2...",Transcend,"Remote in San Francisco, CA 94103",,"You are a former or current school leadership team member with deep instructional knowledge in early childhood (K-2); and a master facilitator, instructional…"
68,8,"CMF Designer, Fitbit",Fitbit,"San Francisco, CA 94105 (Financial District/South Beach area)",,"You will be a lead designer on roadmap programs and you will develop fashionable and innovative accessories.Ability to develop innovative color, material, and…"
69,9,"newLearning Experience Designer - Onboarding (Remote, US) - 239...",Splunk,"San Francisco, CA 94107 (Financial District/South Beach area)",,Apply effective instructional design strategies to create experiences that focus on different ways to deliver and deploy learning in alignment with defined…
70,10,"Director, Scaled Learning",Meta,"San Francisco, CA 94105 (Financial District/South Beach area)",,Develop a long-term scalable learning strategy with the goal of building awesome experiences for Managers and Individual Contributors.
71,11,Head of School in Training / School Administrator in Residen...,Fusion Academy,"San Francisco, CA 94111 (Financial District area)",,"Effectively lead the re-enrollment process; create strategies for retention and to prevent attrition.Are a candidate based on experience, able to lead a Fusion…"
72,12,newLearning and Development Manager- Remote,JLL,"Remote in San Francisco, CA",,"Ability to lead, coach and advise leadership to empower employees and builds high-performing.Uses knowledge of instructional design to make learning fun,…"
73,13,Lower School Mandarin Teacher,Cathedral School for Boys,"San Francisco, CA 94108 (Nob Hill area)",,"Communicate effectively with co-lead, students, families, and colleagues.The Mandarin Teacher is responsible for implementing our Mandarin program at the…"
74,14,newDirector of Advancement,Live Oak School,"San Francisco, CA 94107 (Potrero Hill area)",,The director of advancement will start July 1 and report to the head of school.On-site Final Round: Week of May 16.
75,15,newDirector of Advancement,Live Oak School,"San Francisco, CA 94107 (Potrero Hill area)",,The director of advancement will start July 1 and report to the head of school.On-site Final Round: Week of May 16.
76,16,Activities-Assistant Instructor,"Lifetime Tennis, Inc.","San Francisco, CA 94112 (Outer Mission area)",,"Previous pickleball instructional experience in group environments is preferred, but not required.The ability to communicate effectively (visually/verbally…"
77,17,"newLearning Experience Designer - Onboarding (Remote, US) - 239...",Splunk,"San Francisco, CA 94107 (Financial District/South Beach area)",,Apply effective instructional design strategies to create experiences that focus on different ways to deliver and deploy learning in alignment with defined…
78,18,Release Management Lead,First Republic Bank,"San Francisco, CA 94111 (Financial District/South Beach area)",,"Evaluate and translate MOP and instructional documents for each release.The Release Management Lead is responsible for planning, managing, scheduling,…"
79,19,Krummel Lab Manager and Administrator,University of California San Francisco,"San Francisco, CA 94143 (Inner Sunset area)",,Advanced knowledge of research discipline or instructional design to collaborate effectively with faculty and function as a resource to research and…
80,20,District Partnership Manager,Mystery.org,"Remote in San Francisco, CA",,"Candidates must be located on the east coast, or open to working east coast hours.You bring a strategic perspective to solving problems."
81,21,Lecturer Pool - Marketing Department,San Francisco State University,"San Francisco, CA 94132 (Lakeshore area)",,"Prepare and deliver/lead effective lectures, case analyses, simulations, and other engaging learning activities;Position Title: Lecturer Faculty (Part-time)."
82,22,newGlobal Security Operations Center Supervisor,Allied Universal®,"San Francisco, CA 94103 (South Of Market area)+1 location",,"Excellent instructional, customer service, written and verbal communication skills.The Global Security Operations Center (GSOC) Supervisor leads the day to day…"
83,23,L&D Technology Partner,Meta,"San Francisco, CA 94105 (Financial District/South Beach area)",,"Advanced degree in educational technology, instructional design or related field.We are hiring an experienced Technology Partner who will report to the Head of…"
84,24,"Lecturer Pool, Department of Economics",San Francisco State University,"San Francisco, CA 94132 (Lakeshore area)",,"Prepare and deliver/lead effective lectures, case analyses, simulations, and other engaging learning activities;Master’s degree in Economics."
85,25,Sales Content Delivery Analyst,DocuSign,"Hybrid remote in San Francisco, CA 94105",,"In this role, you will be responsible for building, delivering and maintaining learning materials including trainings, videos, and instructional guides."
86,26,Learning Experience Program Manager,"Amazon Web Services, Inc.","San Francisco, CA",,8+ years’ experience in learning design and enablement with increasing influence and responsibility.Experience working with technology sales organizations in a…
87,27,Learning & Development Manager,Woodruff Sawyer,"Hybrid remote in San Francisco, CA 94111",,"Works with instructional designers to design, develop, and implement workshops, curriculum, etc.Facilitate workshops to develop leadership and sales skill sets…"
88,28,Gateway Impact Program Director,Gateway Public Schools,"San Francisco, CA 94115 (Western Addition area)",,"Leverage Gateway educators’ and partners’ expertise, resources and knowledge to lead development of tools, content, blogs, conference sessions, and professional…"
89,29,"newTraining Design Specialist, SF Ethics Commission - Ethics@Wo...",City and County of San Francisco,"Temporarily Remote in San Francisco, CA 94102",,Knowledge of instructional design approaches and production workflows to create meaningful and memorable learning experiences.
90,30,Head of L&D and Change Management,Genentech,"San Francisco, CA (Mission Bay area)",,"The Head of Learning and Development and Change Management deﬁnes the vision, mission and strategy for the function."
91,31,"Director, Scaled Learning",Meta,"San Francisco, CA 94105 (Financial District/South Beach area)",,Develop a long-term scalable learning strategy with the goal of building awesome experiences for Managers and Individual Contributors.
92,32,Middle School Assistant Principal (2022-2023),Gateway Middle School,"San Francisco, CA 94115 (Western Addition area)",,The assistant principal of Gateway Middle School will work closely with the principal to lead the school program.
93,33,Stations Regional Supervisor-ACS SFO,"Frontier Airlines, Inc","San Francisco, CA 94128 (San Francisco International Airport area)",,Ability to demonstrate superior instructional and facilitation skills.Guide business partners as they lead the day-to-day operations of their stations.
94,34,"Learning Program Manager, Legal & Compliance",Meta,"San Francisco, CA 94105 (Financial District/South Beach area)",,"10+ years of experience in learning & development, using instructional systems design models and methodologies, designing for different authoring tools, and…"
95,35,Building Service Engineer,California State University,"San Francisco, CA",,All of the above functions are performed to provide an operationally sound and safe instructional environment for learning using a variety of power and hand…
96,36,Training Manager,Notion,"San Francisco, CA 94110 (Mission area)",,Strong instructional design and facilitation skills with the ability to positively engage and motivate all learners.Skills and Toolset You'll Need to Bring:
97,37,"Manager, Learning & Development",SiriusXM,"San Francisco, CA 94103 (South Of Market area)",,At least 5 years of experience in instructional design and facilitation.You will both lead as an expert and work as part of a team to articulate the needs of…
98,38,Principal Administrative Analyst (1824),San Francisco Unified School District,"San Francisco, CA 94102 (Downtown area)",,"As a CORE district, SFUSD is also a leader in critical systems change for more comprehensive school accountability and innovations that help strengthen the…"
99,39,Trainer Senior,Citi,"San Francisco, CA",,Delivers training based on principles of adult learning using a variety of instructional methods and media appropriate for the proposed learning objectives to…
100,40,Content Developer,Meta,"San Francisco, CA 94105 (Financial District/South Beach area)",,Drive and lead cross-functional business initiatives.Design and develop instructional content for our global sales teams including live and on-demand formats.
101,41,Aquatics Manager,University of California San Francisco,"San Francisco, CA 94143 (Inner Sunset area)",,"Ability to develop and lead customer driven programs, services and promotions.Manages the daily operations for programs such as instructional fitness, aquatics…"
102,42,"newSenior Associate, Learning Transformation, Human Capital Adv...",KPMG,"San Francisco, CA 94105 (Financial District/South Beach area)",,Minimum three years of recent relevant work experience related to Learning & Development consulting including instructional design and talent development;…
103,43,"1052 IS Business Analyst - Business Applications Team, Depar...",San Francisco Unified School District,"San Francisco, CA 94102 (Downtown area)",,"As a CORE district, SFUSD is also a leader in critical systems change for more comprehensive school accountability and innovations that help strengthen the…"
104,44,"Lecturer Pool, Information Systems",San Francisco State University,"San Francisco, CA 94132 (Lakeshore area)",,"Prepare and deliver/lead effective lectures, case analyses, simulations, and other engaging learning activities;Start date: Fall 2022 or as needed."
105,45,"Manager, Personal Training Programming and Development, San...",EQUINOX,"San Francisco, CA+1 location",,"Excellent instructional abilities - i.e. ability to lead a curriculum and create strategies for learning.Manager, Personal Training Programming and Development…"
106,46,"Senior Visual Designer, Fitbit Device Software",Google,"San Francisco, CA",,"Screen design for smartwatches and trackers, and create editorial and instructional icons and illustrations.Define and lead visual design reviews, contributing…"
107,47,Building Service Engineer,San Francisco State University,"San Francisco, CA 94132 (Lakeshore area)",,All of the above functions are performed to provide an operationally sound and safe instructional environment for learning using a variety of power and hand…
108,48,Sr. Manager Global Education - KVD Beauty,Kendo Holdings,"San Francisco, CA",,"Strong Project Management skill set with managing multiple workstreams simultaneously with great success; able to prioritize, lead and manage projects in a fast…"
109,49,"Associate Director, Org Design",frog,"San Francisco, CA 94111 (Financial District/South Beach area)",,"Certifications in organisational design, executive coaching, facilitation, entrepreneurship, instructional design, or related fields."
110,50,Core Manager,University of California San Francisco,"San Francisco, CA 94143 (Inner Sunset area)",,Advanced knowledge of research discipline or instructional design to collaborate effectively with faculty and function as a resource to research and…
111,51,"newCosmetics Counter Manager - Le Labo, Full Time: San Francisc...",Bloomingdale’s,"San Francisco, CA 94103 (South of Market area)+3 locations",,"Ability to read and interpret instructional documents such as safety rules, operating and maintenance instructions, and procedural manuals."
112,52,(Contract) Learning Technology Coordinator,DocuSign,"Hybrid remote in San Francisco, CA 94105",,"Bachelor's degree in human resources administration, business administration, Information Technology, instructional design or a field related to the position."
113,53,AML Training Specialist – Promontory,IBM,"San Francisco, CA",,"Facilitate/lead AML training module courses, new hire onboarding sessions and other learning courses and solutions (e.g. professional development sessions)."
114,54,Senior HR Program Manager- Promotions,Twitter,"San Francisco, CA 94103 (South of Market area)",,"Experience with HR program design, instructional design and communications preferred.Contribute to the Talent Management strategy, philosophy, and narrative to…"
115,55,"1426 Senior Clerk Typist (Part-Time, Cantonese): Commodore S...",San Francisco Unified School District,"San Francisco, CA 94108 (Financial District area)",,Knowledge of San Francisco’s public schools/urban public schools and a passionate belief in SFUSD’s commitment to instructional leadership as a lever toward…
116,56,Cataloging and Metadata Librarian,San Francisco State University,"San Francisco, CA 94132 (Lakeshore area)",,The person in this position will provide lead work to the Cataloging unit and will work closely with the faculty and staff in the Collection Management Services…
117,57,Training Specialist,"SF Goodwill (San Francisco, San Mateo, Marin...","San Francisco, CA",,Ability to lead and conduct training.Present information to participants in a clear and effective manner using a variety of teaching aids and instructional…
118,58,Middle School Humanities Teacher,San Francisco Friends,"San Francisco, CA 94103 (Mission area)",,"2 or more years lead teacher experience.Humanities at Friends is an inquiry based, conceptual, program where students grapple with problems and make meaning…"
119,59,"Sr. Creative Program Manager, Publications, Device Packaging...",Amazon.com Services LLC,"San Francisco, CA",,"They contribute to the evolution of design practices by recommending improvements to publications design, workflows, and the systems that support, while…"
120,60,STEM Teacher,De Marillac Academy,"San Francisco, CA 94102 (Tenderloin area)",,"Curriculum and inform instructional practices.Collaborate with instructional staff, other school personnel, and families for the purpose of."
121,61,"newCosmetics Counter Manager - Le Labo, Full Time: San Francisc...",Bloomingdale’s,"San Francisco, CA 94103 (South of Market area)+3 locations",,"Ability to read and interpret instructional documents such as safety rules, operating and maintenance instructions, and procedural manuals."
122,62,"Sr. Creative Program Manager, Publications, Device Packaging...",Amazon.com Services LLC,"San Francisco, CA",,"They contribute to the evolution of design practices by recommending improvements to publications design, workflows, and the systems that support, while…"
123,63,"Operations Manager, Youth Programs & Continuing Education",California College of the Arts,"San Francisco, CA 94107 (Mission Bay area)",,"Process purchase requisitions for instructional/studio materials, supplies, vendors, independent contractors, models, and speaker fees."
124,64,Building Service Engineer,San Francisco State University,"San Francisco, CA 94132 (Lakeshore area)",,All of the above functions are performed to provide an operationally sound and safe instructional environment for learning using a variety of power and hand…
125,65,Spanish Educator,After School Enrichment Program (ASEPSF),"San Francisco, CA",,Implement ASEP Spanish Language Program curriculum with pre-design instructional plans.Co-lead a small mixed-age class with a student-teacher ratio of no more…
126,66,Sales Enablement Facilitation Leader,Splunk,"San Francisco, CA 94107 (South Of Market area)",,"Lead, coach, inspire, and manage a team of Sales Enablement Facilitators responsible for facilitating monthly sales onboarding selling systems and process…"
127,67,"Training and Outreach Specialist, SF Ethics Commission - Eth...",City and County of San Francisco,"Temporarily Remote in San Francisco, CA 94102",,"Prior experience in the areas of training, stakeholder outreach, digital content creation, graphics, UXUI, instructional design, and/or e-learning is essential."
128,68,Cataloging and Metadata Librarian,San Francisco State University,"San Francisco, CA 94132 (Lakeshore area)",,The person in this position will provide lead work to the Cataloging unit and will work closely with the faculty and staff in the Collection Management Services…
129,69,Hourly Sign Language Interpreter,California State University,"San Francisco, CA",,"Settings include, but are not limited to the classroom, student-teacher meetings, and/or other academic, instructional, administrative meetings, or public…"
130,70,UX/Motion Designer (Contract),RUN Studios,"San Francisco, CA 94119 (Presidio Heights area)",,"RUN Studios and its client partner, a large online retailer headquartered in Seattle, are seeking an exceptional Motion and UX Designer with a passion for…"
131,71,Middle School Teacher (Father Sauer Academy at St. Ignatius...,ST. IGNATIUS COLLEGE PREPARATORY,"San Francisco, CA 94116 (Outer Sunset area)",,"Has strong instructional organization, proven classroom management skills, and willingness to engage with students who are new to a rigorous schedule."
132,72,Behavior & Education Specialist,The Salvation Army Western USA,"San Francisco, CA 94102 (Tenderloin area)",,Have a basic understanding of instructional methods and education curriculums.Possess an understanding of the effects of trauma on students and how to lead in…
133,73,Hourly Sign Language Interpreter (Hourly Interpreter/Realtim...,San Francisco State University,"San Francisco, CA 94132 (Lakeshore area)",,"Settings include, but are not limited to the classroom, student-teacher meetings, and/or other academic, instructional, administrative meetings, or public…"
134,74,"Nursing-Registered (Medical-Surgical Nursing) Instructor, (F...",City College of San Francisco,"San Francisco, CA 94112 (West Portal area)",,Meet weekly with the lead instructor to discuss and plan ongoing course work and student performance.Initial salary placement is based on verified and accepted…
135,75,"Senior Manager, Global Education, Fenty Skin",Kendo Holdings,"San Francisco, CA",,"Strong Project Management skill set with managing multiple workstreams simultaneously with great success; able to prioritize, lead and manage projects in a fast…"
136,76,Visual Arts/Multimedia Teacher,Lick-Wilmerding High School,"San Francisco, CA 94112 (Outer Mission area)+1 location",,Teach the phases of video production and lead students to create their own creative work in teams and individually.Teach knowledge of Photos and iMovie.
137,77,Middle School Science Teacher (2022-2023),Gateway Middle School,"San Francisco, CA 94115 (Western Addition area)",,A small school where all students are known well and supported to achieve at high levels.A staff who is committed to serving the whole child so that they…
138,78,"Associate, Learning Transformation HCA",KPMG,"San Francisco, CA 94105 (Financial District/South Beach area)",,Minimum one years of recent relevant work experience related to Learning & Development consulting including instructional design and talent development;…
139,79,"Associate Director, Audit Learning & Development Global (CPA...",KPMG,"San Francisco, CA 94105 (Financial District/South Beach area)",,"Collaborate with managers, instructional designers and GSC product teams to design and develop the learning solutions, from needs analysis to deployment and…"
140,80,Middle School Math Teacher,San Francisco Friends,"San Francisco, CA 94103 (Mission area)",,Candidates should have a strong math background and be invested in collaborating with colleagues and working closely with students.
141,81,"Adjunct Faculty, Undergraduate Management and Leadership Pro...",Golden Gate University,"San Francisco, CA 94105 (Financial District/South Beach area)",,"Lead class lectures, instructional activities, and classroom discussions.Monitor and address student concerns and inquiries."
142,82,"newFraud Operations, Process Specialist",Chime,"Remote in San Francisco, CA 94108",,Exceptional written and verbal communication skills; with experience developing instructional and procedural documentation and presentations.
143,83,Classroom Aide,Ecole Notre Dame des Victoires Elementary,"San Francisco, CA 94108 (Financial District/South Beach area)+1 location",,"Ecole Notre Dame des Victoires, a Catholic elementary school (Transitional Kindergarten - Grade 8) located in downtown San Francisco, seeks a classroom aide."
144,84,Head of Talent Management,Tradeshift,"San Francisco, CA 94105 (Financial District/South Beach area)",,Establish and drive consistent “talent operating rhythms” and the talent flywheel.Develop/drive succession and talent planning and calibration efforts that…
145,85,Lead Instructor / Software Engineer,Rithm School,"San Francisco, CA 94111 (Chinatown area)",,All instructional staff have two weeks of paid time off between cohorts.You will have regular opportunities to deepen your knowledge in engineering and…
146,86,Director of Customer Education,Heap,"Remote in San Francisco, CA",,"In this role, you will lead the Customer Education Team to design and develop educational content for our wide range of learners including product managers,…"
147,87,Summer Camp Site Director,"Kid Stock, Inc","San Francisco, CA",,Work as lead instructor; when applicable.*Learning Strategies* Selecting and using training/instructional methods and procedures appropriate for the situation…
