,Unnamed: 0,title,company,location,salary,summary
39,39,Douyin Product Designer -Open Platform,Byte Dance,北京市,,Douyin open platform related products: 1. Based on Douyin ecology... general product solutions...
40,40,UX Experience Designer- Xiaohe Health,Byte Dance,北京市,,mobile Internet platform product design 2. Have the ability... Have a certain product thinking...
41,41,R6K Senior Software Designer,Ericsson,北京市,,"maintain Ericsson Transport 5G products (units, nodes, networks... design, and product documentation..."
42,42,Concept Designer-Pico,Byte Dance,北京市,,innovative products 4. Create... designers to Continuously improve the quality of product...
43,43,VR/AR Designer,Byte Dance,北京市,,"Enabling product innovation... product innovation, good aesthetics and product awareness."
44,44,Sound Designer -Pico,Byte Dance,北京市,,"1. Work closely with product managers, designers and engineers... Follow the productized execution..."
45,45,Ingredients Lead/Senior Designer,Canva,北京市,,"building the best product, team... both our inhouse designers and our users. Our Production Team..."
46,46,Product Designer 2 - Studio8,Microsoft Corporation,北京市,,"products for markets around the world... Designer 2, you will play a critical role... product..."
47,47,"Lead Designer, PD, Hardlines, GC","Disney Parks, Experiences and Products",北京市,,Disney China Product Development... relevant design area as a productdesigner; preferably...
48,48,最新UX Designer (Beijing ) - Strong Education,Byte Dance,北京市,,product together... product... successful TO B products and educational product design experience...
49,49,Intern - Content Planning (Designer),Byte Dance,北京市,,"execution, product operation... Toutiao, Douyin and other products, proficient in word, excel..."
50,50,最新VR Live Interaction Designer -Pico,Byte Dance,北京市,,products or stage art direction are preferred 3. Those with relevant experience in social product...
51,51,Graphic & Motion Designer,Canva,北京市,,"key to building the best product, team and company. We look... Visual Designer creating..."
52,52,Volcano Engine - Product Designer -Data Intelligence & Middl...,Byte Dance,北京市,,2. Work with product and account... solutions for product experience 3. Sort out the product logic...
53,53,Senior Platform Product Designer -Open Platform,Byte Dance,北京市,,"improve product texture... tool product design, and experience in desktop product design..."
54,54,UI Designer,Byte Dance,北京市,,"product demand formulation optimize existing design specifications, online product... form..."
55,55,Designer,Byte Dance,北京市,,design and production of product videos and promotional animations... animation production of H5...
56,56,Game Interaction Designer- There is love-day and night light...,Byte Dance,北京市,,interaction design of game product... carry out the prototype... mature product thinking...
57,57,Advisory Industrial Designer/高级工业设计师,Lenovo,北京市,,"technology product... wide... insights, you will develop products and experiences using an..."
58,58,Volcano Engine - Product Designer -Cloud Products,Byte Dance,北京市,,solutions for product experience... user products to incubate and explore more new products work...
59,59,24548-IP Licensed Apparel Associate Designer,Tencent Holdings Limited,北京市,,"clothing and other product categories, support the IP application design... product development..."
60,60,Interaction Designer-Pico,Byte Dance,北京市,,"smooth product experience 2. Pay attention to product data, continue to iterate product function..."
61,61,31677-Travel Service Interaction Designer,Tencent Holdings Limited,北京市,,"businesses, according to product requirements Develop interactive... improve product experience 3..."
62,62,Human-Computer Interaction Designer -Pico,Byte Dance,北京市,,2. Cooperate with product routes... above... mature works or products 2. For industry or related...
63,63,Multimedia Creative Designer - International Change,Byte Dance,北京市,,"Responsible for product animation... user experience, understand products and interaction principles..."
64,64,Content Designer-Beijing,Byte Dance,北京市,,"navigate our products, including work on: onboarding, feature naming, promos, product tours, error..."
65,65,Prototype Designer - Feishu Manpower Suite,Byte Dance,北京市,,process of product design... quickly optimize existing products. Qualifications 1. Familiar...
66,66,Interaction Designer (International change) - vigorous educa...,Byte Dance,北京市,,"product experience 3. Pay attention to product data, actively discover user needs and product..."
67,67,UX Designer - Fly Book Office Suite,Byte Dance,北京市,,product managers and product... product experience 3. Highly sensitive to changes in product data...
68,68,Douyin Marketing Interaction Designer,Byte Dance,北京市,,"attention to product data, track... keen on innovative research on product experience 4. Timely review..."
69,69,International Special Effects Designer - 3D Direction (Beiji...,Byte Dance,北京市,,"visual designers, development and product business parties... high-end production... certain..."
70,70,最新Senior UX Designer- Feishu,Byte Dance,北京市,,software products (including Web... experience 2... product owner and product manager conceive...
71,71,Douyin Interaction Designer- Marketing,Byte Dance,北京市,,"accurate understanding of product requirements, and output... judgment on product goals."
72,72,Senior UX Designer - Fei Book Human Kit,Byte Dance,北京市,,experience 2... product owner and product manager conceive... high-quality product experience 3...
73,73,Senior UI Designer,Byte Dance,北京市,,"create ideas together with product interaction, and flexibly... data of design product function..."
74,74,"Senior Product Designer, Growth",Duolingo,北京市,,us as a ProductDesigner in our... our products. Work collaboratively with other designers to develop...
75,75,Creative Designer - Internationalization,Byte Dance,北京市,,"community products 2. Participate in product design iterations... overseas products, have an..."
76,76,Creative Designer - Feishu,Byte Dance,北京市,,optimize the product operation... discuss product core points with market and product related...
77,77,"Junior UX designer,",Luxoft,北京市,,"looking for UX Designers to join... includes other UX experts, designers, software developers..."
78,78,International 3D Video Designer,Byte Dance,北京市,,growth of ByteDance's products. We help products formulate tailor... products and other core product...
79,79,Marketing 3D Designer,Byte Dance,北京市,,"products. We help products specify tailor-made growth plans, and use various marketing, product..."
80,80,Visual Designer (B end direction) - vigorous education,Byte Dance,北京市,,"large-scale marketing activities, product operation of intelligent... brand thinking, product thinking..."
81,81,Peripheral Visual Designer - Shake Audio & Culture Creation,Byte Dance,北京市,,production of daily Internet cultural and creative products 2... familiar with productproduction...
82,82,Wood Designer - Living Little Help,Byte Dance,北京市,,"designer on customer wood product... designer working experience, experience in woodworking product..."
83,83,"Learning Experience Designer, Amazon Ads",Amazon (China) Holding Company,北京市,,"advertising products and business... global stakeholders across product, sales and marketing teams..."
84,84,UX Designer - International E-Commerce (Shanghai),Byte Dance,北京市,,Work with product managers to conceive ideas and provide an overall high-quality product experience...
85,85,Principal Product Manager Leader,Microsoft,北京市,,expediate product evolution... years product strategy experience is preferred • 5+ years product...
86,86,最新Radio ASIC Systemization Designer,Ericsson India Global Services Private Limited,北京市,,"support and product documentation... BSS, OSS etc.) Product development knowledge and Product Lifecycle..."
87,87,Motion Designer- Pico,Byte Dance,北京市,,"product experience 4. Closely communicate and collaborate with designers, product managers..."
88,88,UX Designer - Corporate Application,Byte Dance,北京市,,"online product... form... products can be combined with background data, competitive product..."
89,89,Senior Visual Designer,Byte Dance,北京市,,visual design of short video product... design of external... visual landing... product...
90,90,"Senior UX Designer - Guangzhou, China",Salesforce,北京市,,seek to make products people love... each product is a team of passionate UX designers and engineers...
91,91,Animation Designer,Byte Dance,北京市,,Animation production of animation... animation production of H5 pages 3. Responsible for product...
92,92,Douyin Senior Interaction Designer-Main Framework,Byte Dance,北京市,,"products break the game 2. Work with Product owners and product... product design, Can help product..."
93,93,Game Creative Designer-Senior -Light Years,Byte Dance,北京市,,"aligning product distribution... effects... materials for product promotion, and do a good job..."
94,94,Mechanical Designer & Project Manager,Procter & Gamble,北京市,,Product Supply and Production... our existing products better... build new product... serve...
95,95,Interaction Designer (B end direction) - vigorous education,Byte Dance,北京市,,together with products and R&D... quality product experience 3. Have high sensitivity to product...
96,96,Understand Chedi Senior UI Designer-B-side experience,Byte Dance,北京市,,"B-side product design, from design strategy to design execution Provide high-quality product design..."
97,97,Creative Visual Designer - Life Service-Beijing,Byte Dance,北京市,,"visual work of Douyin's product operation, including brand... product, and effectively improve..."
98,98,UX Designer - EA,Byte Dance,北京市,,"reserve, product thinking... SaaS products) complete B-end enterprise service product design..."
99,99,Front - End Software Engineer - China Academy,McKinsey & Company,北京市,,"validate product features... across products, help chief instructional designer define both..."
100,100,"Advanced User Exp Designer,Beijing,BMS,HBT",Honeywell,北京市,,product... marketplace. You will support user experience design initiatives for product...
101,101,LTE/5G Baseband Software Developer,Ericsson,北京市,,designers for L3 Software (SW) Design on Ericsson 5G product... You as a SW designer will work...
102,102,Senior Brand Creative Designer,Byte Dance,北京市,,products for hundreds of millions of mature users to incubate and explore more new products Do...
103,103,Brand Designer (New Consumer Goods Direction),Byte Dance,北京市,,brand co-branding 2. Responsible for product development and packaging design 3. Responsible...
104,104,UI Designer (B end direction) - vigorous education,Byte Dance,北京市,,product demand formulation optimize existing design specifications and online products to form...
105,105,Senior UX Designer- Feishu Office Suite,Byte Dance,北京市,,product managers and product managers to provide overall solutions with high-quality product...
106,106,Staff Analog Engineer for PMIC,Celeno Renesas Electronics Corporation,北京市,,Work closely with layout designer for layout implementation... test & product team with chip...
107,107,Senior Visual Creative Designer -Strong Education,Byte Dance,北京市,,"project experience 3. Pay attention to industry product design trends, and keep an eye... learn..."
108,108,Senior Experience Designer/Expert - Feishu Enterprise Applic...,Byte Dance,北京市,,"application products, including... 2 , Work with product leaders and product managers to conceive..."
109,109,UX Designer Expert - Corporate Application - Beijing,Byte Dance,北京市,,"reserve, product thinking... SaaS products) complete B-end enterprise service product design..."
110,110,手机产品经理,Lenovo,北京市,,"product solutions. 4. Understand user behavior and driver designer... product marketing, product..."
111,111,Narrative Designer,Skillsearch Limited,北京市,,"Narrative Designer in Beijing... Narrative Designer, Narrative Design, Game Designer, Game Design..."
112,112,Manufacture Engineer,ASML,北京市,,field product quality track... products proto and provide related technical feedback to designer...
113,113,Douyin UX Designer - Data Products,Byte Dance,北京市,,"product design, familiar with Internet and mobile Internet product development process... product..."
114,114,Senior UX Experience Designer- Consumer Healthcare,Byte Dance,北京市,,mobile Internet platform product design 2. Independent Ability... value of 'experience designer'.
115,115,Senior UX Designer,Byte Dance,北京市,,"closely with product, development... users and optimize existing products. Qualifications 1. Bachelor..."
116,116,Understand Chedi Senior UI Designer - User Experience,Byte Dance,北京市,,high-quality product design solutions for business 3. Highly sensitive to data changes of product...
117,117,Overseas Senior Video Designer,Byte Dance,北京市,,"products. We help products formulate tailor-made growth plans, and use various marketing, product..."
118,118,Senior UX Experience Designer- Feishu Internationalization-B...,Byte Dance,北京市,,"Suite team products, including... product leaders, product managers Managers and designers work..."
119,119,Understand Chedi Senior UI Designer - Trading Experience,Byte Dance,北京市,,high-quality product design solutions for business 3. Highly sensitive to data changes of product...
120,120,Douyin Senior UI Visual Designer - Main Frame,Byte Dance,北京市,,"Participate in product demand analysis, conceive and create ideas together with product interaction..."
121,121,Senior UX Designer - Live Little Help,Byte Dance,北京市,,designers to join us! 1. Responsible... full-link product... smoothly with products and R&D...
122,122,UX Experience Designer - Small APP,Byte Dance,北京市,,iteration of product design... 3 years Mobile Internet platform product design experience 2. Have...
123,123,Experience Designer - Intermediate /Senior/Senior/Expert,Byte Dance,北京市,,"reserve, product thinking... products , experience in B-end enterprise service product design..."
124,124,3D Creative Designer - Fei Book,Byte Dance,北京市,,optimize the product operation... product... relevant personnel... market and product...
125,125,Senior Software developer,Ericsson,北京市,,designers for BB (baseband) Software Designer on Ericsson RAN software product... part...
126,126,Senior SW developer,Ericsson,北京市,,designers for BB (baseband) Software Designer on Ericsson RAN software product... part...
127,127,UI,IBM,北京市,,prototypes for new product ideas... UX designer or similar 2. Familiar... range of Adobe product...
128,128,Little Help,Byte Dance,北京市,,"docking of product information... product managers, and manage new products (product coding, product..."
129,129,Fashion Graphic Designer,ERHR,北京市,,"fitting and product to trend... including product development, technical design and production..."
130,130,Senior UX Experience Designer- Feishu Security Products,Byte Dance,北京市,,building 2B product security... product design experience... familiar with B-side products 4...
131,131,Byte Mall UI Senior Designer,Byte Dance,北京市,,"product demand formulation optimize existing design specifications, online product... form..."
132,132,Front-end R&D Engineer - Internet of Vehicles,Byte Dance,北京市,,2. Work closely... Internet of Vehicles product and designer team to complete the functional...
133,133,"Advanced Test Engr,Beijing,BMS,HBT",Honeywell,北京市,,Integration Test/Product Debug... product family] equipment or other [industry] product... plus...
134,134,Senior UX Experience Designer -Feishu Backstage-Beijing,Byte Dance,北京市,,product managers and product... product experience 3. Have high sensitivity to changes in product...
135,135,Senior Field Applications Engineer,e-Infochips,北京市,,company product line- Altera... product presentation to customer for company products. What We...
136,136,UX Designer - Feishu Manpower Suite,Byte Dance,北京市,,"Suite team products, including... 2. Work with product leaders, product managers, and designer..."
137,137,Senior Heavy Woven Designer - womenswear,ERHR,北京市,,"Woven Designer, ONLY Work location: Beijing, China We are recruiting a Senior Heavy Woven Designer..."
138,138,Material Merchandiser,Byte Dance,北京市,,1. Cooperation The designer... main material products and records Product maintenance and after...
139,139,Senior UX Designer- Enterprise Applications,Byte Dance,北京市,,"2. Work... product manager , Product managers conceive ideas... high-quality product experience 3..."
140,140,Senior UX Designer- Feishu Manpower Kit,Byte Dance,北京市,,engineering products (including... experience 2... product owner and product manager conceive...
141,141,人事行政经理,北京富邦融信国际贸易有限公司,北京市 朝阳区,"月薪15,000 - 20,000元","Moreover, the uniqueness of product marketing boosts our... Tom? German-born designer Thomas..."
142,142,Senior UX Experience Designer - Enterprise Applications,Byte Dance,北京市,,application products (including... 2. And product The person in charge... product manager...
143,143,Sales Associate 店铺销售 - AlexanderWang,亚历山大王(上海)商贸有限公司,北京市 朝阳区,,Designer... Year and Accessory Designer... Year... Council of Fashion Designer...
144,144,Senior Knitwear Designer,ERHR,北京市,,"fitting and product to trend... including product development, technical design and production..."
145,145,Work Experience Student - Signal Integrity,ANSYS,北京市,,products to model and simulate performance of engineered product... HFSS/SIwave/Designer. Currently...
146,146,5G Baseband Software Developer,Ericsson India Global Services Private Limited,北京市,,looking for designers for BB (baseband) Software Designer on Ericsson RAN software products. As part...
147,147,Senior UX Experience Designer- Feishu Security-Beijing,Byte Dance,北京市,,building 2B product security... product design experience... familiar with B-side products 4...
148,148,Mechanical Engineer,ABB,北京市,,"production issue Designing new scheme according... market requirements, extend product functions..."
149,149,平台运营经理,北京富邦融信国际贸易有限公司,北京市 朝阳区,"月薪15,000 - 20,000元","Moreover, the uniqueness of product marketing boosts our... Tom? German-born designer Thomas..."
150,0,Web Designer,Saviom Software,"Bengaluru, Karnataka",,Hands-on design and development experience of product based websites.2 - 4 years of agency experience in designing and building product based websites.
151,1,Product Designer,Growth Bird,"Bengaluru, Karnataka",,"1+ years of design experience in a product company/design agency.Collaborate with the research, product, business, and engineering team to build scalable and…"
152,2,newProduct Designer,GSK,"Bengaluru, Karnataka",,Co-ordinating user research activities within the R&D customer base of this product area.Working closely with other Product Designers and the Product Owner and…
153,3,newProduct Designer,PayPal,"Bengaluru, Karnataka",,Our Product Designers influence teams to make customer-centric decisions across the product development lifecycle.
154,4,newUX Designer,Philips,"Bengaluru, Karnataka",,Explore and articulate options for service propositions beyond product propositions based on knowledge of customer context and product/service business…
155,5,Product Designer,RamSoft,"Remote in Bengaluru, Karnataka",,Create natural user experiences for all products and platforms.Ensure that industry best practices in product design are followed and continuously improved.
156,6,"Product Manager, Google Workspace Insights and Reporting",Google,"Bengaluru, Karnataka",,"Experience creating product roadmaps, building/shipping technical products, and working with cross-functional teams.Ability to make data-driven decisions."
157,7,Product Designer I,SmartShift Logistics Solutions,"Bengaluru, Karnataka",,Analogous charter with similar product line to spot demand but focused on driver-partnerinitiatives…End-to-end ownership of all platform products which ensure…
158,8,newUI Designer,Project Tinker,"Bengaluru, Karnataka",,Have a strong meme game.Have a sound understanding of Adobe Creative Suite and Figma.Think you can redesign every app on your phone better.
159,9,Product Designer III,Flipkart,"Bengaluru, Karnataka",,4 to 6 years of experience in product design or user experience design for mobile and/or desktop form factors.
160,10,newProduct Designer,Trinkerr Learning Technologies,"Bengaluru, Karnataka",,"Preferably at a growth stage consumer product startup.Work in agile product development (with co-founders, Product owners, Managers, Developers) to define…"
161,11,Graphics Designer (Remote),The Better India,"Remote in Bengaluru, Karnataka",,Collaborate with the brand team and understand the briefs given through research and discussion about the client’s objectives to produce designs for various…
162,12,newProduct Designer,Joveo,"Remote in Bengaluru, Karnataka",,Coming up with visual identities for various products.Owning the design for one of our flagship products.Redesigning our products through enhancing usability…
163,13,newProduct Designer - GoFood,GO-JEK,"Remote in Bengaluru, Karnataka",,"Mentor team of junior designers.Help define the roadmap, goals, and vision for the product.Collaborate and coordinate with Interaction designers, copywriters,…"
164,14,newProduct Designer,Jodo,"Bengaluru, Karnataka",,Discovery of online & offline educational products and services.Jodo is looking for a Product Designer to lead every aspect of product design in the…
165,15,newProduct Designer,Jodo,"Bengaluru, Karnataka",,Discovery of online & offline educational products and services.Jodo is looking for a Product Designer to lead every aspect of product design in the…
166,16,"Product Manager, Data Analytics",Google,"Bengaluru, Karnataka",,"4 years of experience in software product management.Drive product strategy and execution for performance, monitoring, and reliability."
167,17,Product Designer,Deliverr Inc,"Remote in Bengaluru, Karnataka",,"As an operator, you love and trust in the process of building and improving digital design with engineers, product owners, and designers."
168,18,newUX/UI Designer,Nbyula,"Domlur, Bengaluru, Karnataka","₹7,50,000 - ₹9,00,000 a year",Experience in creating illustrations that can add delight to the product experience.Experience in designing pixel-perfect mockups for digital products for both…
169,19,UX Designer,f1studioz,"Bengaluru, Karnataka","₹5,00,000 - ₹12,00,000 a year","You must have shipped a minimum of 2-4 products in the past, having core problem solving execution.UX Designers at f1 should combine innovation and technology…"
170,20,newGigNow - Product Designer,EY,"Bengaluru, Karnataka",,"Collaboration with other designers, product managers, developers and key stake holders to drive the end-user experience."
171,21,"Product Manager, Dataplex",Google,"Bengaluru, Karnataka",,Collaborate with teams and stakeholders in other product areas to produce cross-product integrations.5 years of experience in product management.
172,22,newUI/UX Designer,Siemens,"Bengaluru, Karnataka",,"Collaborating effectively with product, engineering, and management teams.Gather and evaluate user requirements in collaboration with product managers and…"
173,23,Product Designer,Soroco,"Bengaluru, Karnataka",,"As a Prouct designer, you will be responsible for understanding our users' needs and defining customer experiences that are cohesive with our apps across our…"
174,24,newProduct Manager,Apps10X Pvt Ltd,"Bengaluru, Karnataka","₹10,00,000 - ₹22,00,000 a year","Supervise and measure launched products and use data for product refinement.At least 1 year of experience as a product manager, ideally working on consumer…"
175,25,Product Designer,BeingUser,"Bengaluru, Karnataka",,"Partner with the team of designers, product managers and engineers throughout the design process - from creating user flows and wireframes to building user…"
176,26,Product Designer,Current Job Openings,"Bengaluru, Karnataka",,"Experience building and delivering strategic product experiences.As a product designer for Dunzo's user app, you will be designing a world class quick commerce…"
177,27,newUX Designer,Unikwan Innovations,"Bengaluru, Karnataka","₹7,00,000 a year",A part of the bandwidth would be required for mentoring junior designers and contributing to the process as a whole.UI/UX Design: 2 years (Preferred).
178,28,Visual Designer,CallHub,"Remote in Bengaluru, Karnataka","₹8,00,000 a year","Working with UX designers to develop and improve CallHub’s visual brand.Designing beautiful, informative product marketing pages for CallHub and partnering…"
179,29,Product Designer,Truecaller,"Bengaluru, Karnataka",,Make sure that the product is setting industry standards for excellence with innovative and beautifully clear designed products.
180,30,Product Designer (Remote),Nuclei,"Remote in Bengaluru, Karnataka",,Work with product managers to appropriately frame the right vision for the product.4 to 5 years of product design experience.
181,31,Lead / Senior Product Designer,BeingUser,"Bengaluru, Karnataka",,One who can coordinate research and build meaningful products based on insights.A day in the life of a Product Designer at Meesho will involve discussions and…
182,32,Product Designer / Senior Product Designer,Whatfix,"Bengaluru, Karnataka",,"Lead product design projects across the entire product lifecycle, and work with other designers, and cross-functional teammates to ship features in our end-user…"
183,33,newUI/UX Designer,Anmeda Systems Pvt Ltd.,"Bengaluru, Karnataka",,Responsible for developing new programs and proofing the program to develop needed changes to assure production of a quality product.
184,34,Product Designer,Dunzo,"Bengaluru, Karnataka",,"Experience building and delivering strategic product experiences.As a product designer for Dunzo’s user app, you will be designing a world class quick commerce…"
185,35,newUI/UX Designer,NOKIA,"Bengaluru, Karnataka",,"Advise, collaborate with and synthesize feedback from UX designers and researchers.NCOM is growing and is looking for a passionate User Interface Designer to…"
186,36,User Experience Interaction Designer,Google,"Bengaluru, Karnataka",,"Experience working collaboratively with other designers, product managers, and engineers.Guide product design decisions and outcomes to implement experiences,…"
187,37,Product Designer,Avataar,"Bengaluru, Karnataka",,"Preferably have experience working on e-commerce product description or brand pages.Deeply understand what drives customer purchase decisions, what companies…"
188,38,Product Designer,Rubrik Job Board,"Bengaluru, Karnataka",,"Partner with the team of designers, product managers and engineers throughout the design process - from creating user flows and wireframes to building user…"
189,39,Designer: User Experience Design,IBM,"Bengaluru, Karnataka",,"As an Associate Design Director, you lead a group of designers through a proposed solution phase.Define the overall product direction and user experience for…"
190,40,Graphic Designer,Global Shiksha India Pvt. Ltd.,"Bengaluru, Karnataka",,Total work: 5 years (Preferred).
191,41,Product Designer,Epifi Technologies,"Bengaluru, Karnataka",,"The product designer will work closely with other designers, user researchers, engineers and product managers throughout the design process—from creating user…"
192,42,User Experience Designer,Adobe,"Bengaluru, Karnataka",,"We are looking for a UX designer to help us craft new and improve existing workflows, improve the overall functionality of the product, and continuously iterate…"
193,43,Product Designer,Vahak,"Bengaluru, Karnataka",,"You will be working with designers, engineers and product managers to achieve these goals.Clearly communicate design logics, stories and concepts to cross…"
194,44,Product Designer,GoodWorker,"Bengaluru, Karnataka",,"Participate in the design ideation, planning and prioritization of our products and features.You will work closely with a talented and diverse group of…"
195,45,newAssociate Manager - Creative Designer,PhonePe,"Bengaluru, Karnataka",,"Using PhonePe, users can send and receive money, recharge mobile, DTH, data cards, pay at stores, make utility payments, buy gold, and make investments."
196,46,Brand Designer,PhonePe,"Bengaluru, Karnataka",,"You will proactively collaborate with the design, product & brand team and create assets, set guidelines, and bring to life visual content that seamlessly…"
197,47,Product Designer,Infifresh Foods,"Bengaluru, Karnataka",,Ability to ship products in a fast-paced environment.3+ years of relevant work experience in designing for B2C products.
198,48,Product Designer,Parallel,"Bengaluru, Karnataka",,You will be working on challenging and exciting projects along with a product-centric team using some of the best methods around product discovery & design.
199,49,Graphic Designer,Zotto Ltd,"Bengaluru, Karnataka","₹30,000 - ₹35,000 a month","Developing concepts, graphics and layouts for product illustrations, company logos and websites & marketing material.Job Types: Full-time, Regular / Permanent."
200,50,"Product Manager, Resource Management",Google,"Bengaluru, Karnataka",,"7 years of experience in product management.Experience creating product roadmaps from conception to launch, driving the product vision, defining go-to-market…"
201,51,newProduct Designer,Intuit,"Bengaluru, Karnataka",,"A passion for creating products that resonate on an emotional level.3+ years of experience in interaction design, product design, service design, or related…"
202,52,Product Designer,SignEasy,"Remote in Bengaluru, Karnataka",,Experience building products for mobile or web platforms.Collaborate with a team of designers via process planning and knowledge sharing.
203,53,"Product Manager, Next Billion Users, Ads",Google,"Bengaluru, Karnataka",,"4 years of experience in product management.Experience creating product roadmaps from conception to launch, driving the product vision, defining go-to-market…"
204,54,newSenior Product Designer - Gofood,GO-JEK,"Remote in Bengaluru, Karnataka",,"Mentor team of junior designers.Help define the roadmap, goals, and vision for the product.Collaborate and coordinate with Interaction designers, copywriters,…"
205,55,Product Designer,Captain Fresh,"Bengaluru, Karnataka",,Ability to ship products in a fast-paced environment.3+ years of relevant work experience in designing for B2C products.
206,56,newFashion Designer - Menswear [Fashion Tech Startup],HeSpoke Originals,"Bengaluru, Karnataka","₹18,000 - ₹20,000 a month","Research new trends, fabrics and techniques for product development.Drafting sketches and spec sheets for virtual development of the product."
207,57,newFreelance Interior Designer,DESIGN CAFE,"Bengaluru, Karnataka","₹1,50,000 a month",Be able to educate customers about the competitive advantages of the products of the company.DesignCafe is looking to hire Interior Designers with 2+ Year…
208,58,Lead Product Designer Full-Time,KhataBook,"Bengaluru, Karnataka",,"7+ years of experience in product design.Min 2+ years working for consumer product experiences.Along with the design leads, manage various design projects and…"
209,59,newSenior Product Designer,CredAvenue,"Bengaluru, Karnataka",,"Proactively launch efforts to improve different aspects of the product.Ensuring design quality, consistency, and coherence within the product."
