,Unnamed: 0,title,company,location,salary,summary
48,48,Sustainability Engineer-125530,,北京市,,Engineer will work in collaboration with Sustainability Engineer... 1) Manufacturing/Engineering...
49,49,Sr. Silicon Design Engineer,,北京市,,Chip (SOC) design methodology... strong team of engineers who have design wins in all major gaming...
50,50,Terminal Antenna Design Engineer (J31666),,北京市,,1Responsible... design and verification... terminal... antenna design The above 2...
51,51,Software Engineer II _ Azure HDInsight Backend,,北京市,,"an engineer, you have the opportunity to work... latest technology in big data area: Design..."
52,52,最新Mechanical Engineer,,北京市,,"quotation, design, purchasing... project execution... design, purchasing, production..."
53,53,Software Engineer II _ Spark,,北京市,,"offer. As an engineer, you have... computer engineering 2+ years of software design and development..."
54,54,Software Engineer/Bing Index Serve - All levels,,北京市,,"an engineer, you will play a critical role... team. You will need to understand the design, code..."
55,55,SoC Architecture Design Engineer (video Codec),,北京市,,"design... SOC chip, and control the overall design quality... coordinating design, verification..."
56,56,Graduate Structural Engineer-BJ,,北京市,,"firm’s designers, engineer... Structural Engineering, Civil Engineering or Mechanics Engineering..."
57,57,Software Development Engineer-All level,,北京市,,"engineering team. UI engineer... design, coding, and debugging skills Good user experience design..."
58,58,Design Engineer,,北京市,,"design, aircraft structure design... design, aircraft structure designand composite design principle..."
59,59,Software Engineer - Azure Singularity,,北京市,,engineering and service excellence on a mid to large scale service. Who We Are We... engineer...
60,60,TEG02-Chip Design Engineer (Beijing),,北京市,,"chip/FPGA design experience... core on-chip Bus design, cache/memory subsystem design Meticulous..."
61,61,Field Sales Engineer,,北京市,,billings and design win quotas in conjunction... Field Applications Engineer. Communicate...
62,62,Senior Java Engineer (Beijing),,北京市,,software engineers as various levels... engineer... part... code analysis and design reviews...
63,63,IP Subsystem Design and Application Engineer (PCIe),,北京市,,"Design and Application Engineer... architecture design, logic design, test bench design, and test..."
64,64,"ISE, SIML - Text Recognition Research Engineer",,北京市,,exceptional machine learning engineer to help research and develop... debugging and design skills...
65,65,最新Geographical Engineer,,北京市,,"1, Participate... design... warehouses 3. Participate... design and development of online..."
66,66,Chip Hardware Architecture Design Engineer- Video Codec Algo...,,北京市,,centers 2. Design high-efficiency... hardware architecture design and RTL design 3. Understand machine...
67,67,Radio Integration Engineer,,北京市,,according product design solution... HW/SW design to achieve radio system design target Develop...
68,68,Graduate PD Engineer-BJ,,北京市,,"countries, the firm’s designers, engineers, architects, planners... design and preliminary design..."
69,69,"Advanced Application Engineer,Beijing,CAER,HCE - copy - copy",,北京市,,"flight test engineering groups... Product Support Engineering, DesignEngineering, Flight Test..."
70,70,Backend Design Engineer,,北京市,,"Responsibilities 1, CPU/ ASIC chips, from Netlist to GDSII, including signoff work... APR..."
71,71,PLC Engineer,,北京市,,"mechanical design document... Engineer, Engineer, Electrical, Developer, Testing, Engineering..."
72,72,Machine Learning IP Design Engineer,,北京市,,learning design and performance... experience of FPGA/IC design. Good understanding of deeplearning...
73,73,Equipment Engineer,,北京市,,"术分享，操作维护的标准化, 提升团队能力。Instruct engineers, technicians and operators... electrical engineering jobs. • 诚实..."
74,74,Research Engineer in Recommendation 推荐算法工程师,,北京市,,"product design to continuously... interesting engineering, product and design challenges. We're..."
75,75,最新Game Testing Engineer,,北京市,,"various methods and skills of use case design 3. Excellent execution and pressure resistance, love..."
76,76,"Chip, Board Thermal Design Engineer",,北京市,,"thermal design, verification... design analysis, complete machine/single board thermal design..."
77,77,最新Module Engineer,,北京市,,"technical engineering function... process advantage), product engineering function • Component..."
78,78,Image Algorithm Engineer-Pico,,北京市,,"strategy design, ISP parameter debugging, software ISP design... engineering, optical engineering..."
79,79,Jr/Mid QA Engineer,,北京市,,"QA Engineer, you will work... top notch engineering team... QA schedule, design application..."
80,80,最新Lead Research Software Engineer - Search,,北京市,,hardworking engineers to develop... role for you. WHAT YOU'LL DO Design and develop search engine...
81,81,Image Quality Engineer,,北京市,,Image Quality Engineer will work... algorithm design. Primary Responsibilities: Design image...
82,82,Senior Physical Design Engineer,,北京市,,"Physical DesignEngineer. VLSI Physical Design Team at NVIDIA... design, and package design..."
83,83,Software Engineer- All level -Ads Delivery Engine,,北京市,,strong engineer to work... BS/MS/PhD in CS or related engineering field 3+ years in C/C++/C#...
84,84,Antenna Senior Design Engineer (J31670),,北京市,,"design and technical project research, including the design... undertook the design and testing..."
85,85,Siemens Mobility China - RI - DCS Engineer - Beijing,,北京市,,Electrical Engineer to shape... 3 years’ experience in Network design... security in mind...
86,86,Principal Analog Design Engineer,,北京市,,Analog DesignEngineer CITY... kinds of design tools to design and verify analog IC design...
87,87,Software Engineer II _ AI Platform,,北京市,,areas: Design and develop high performance machine learning platform for cloud offerings. Design...
88,88,最新Software Engineer II - PIA Data,,北京市,,top engineers and researchers... big-data development... design and develop data warehouses...
89,89,GIS R&D Engineer,,北京市,,"Our R&D engineers and scientists... simulation and design, work on gas tightness and sealing design..."
90,90,"最新Software Engineer, Invoice team",,北京市,,"technologies, designing generic... product management and other engineering teams to design, build..."
91,91,"Software Development Engineer, SCOT - FBA",,北京市,,"system design or architecture (architecture, design patterns... Software Engineering, Machine..."
92,92,最新工业设计工程师,,北京市,,design governance/新产品线工业设计管理规划 2) New Product Industrial Design... design of PM and engineer /对产品经理及...
93,93,Software Engineer,,北京市,,"conceptualize, design, develop... Contributes to design activities; may design solutions. Develops..."
94,94,Human Factors Engineer,,北京市,,design process by applying ergonomic and usability design principles to PC & Smart device design...
95,95,Production Engineer,,北京市,,ID: 3628 Production Engineer Barco designs technology that makes... Align and design new software...
96,96,Design Engineer(MCU/ IP/Solution ) _FY21_2H,,北京市,,1.MCU Product Development 2.IP Design 3.Solution Development
97,97,Software Engineer II- OneDeploy,,北京市,,them Design and build deployment quality insights and analytics on top... data engineering work...
98,98,最新Manufacture Engineer,,北京市,,product designengineering... support. Developing engineering design concepts for components...
99,99,Backend Software Development Engineer 软件开发工程师,,北京市,,"framework. -Design and develop... science or engineering, software or information engineering..."
100,100,最新R&D ME Engineer,,北京市,,"R&D ME Engineer Take your next... R&D ME Engineer, you... responsible for mechanical design..."
101,101,Graduate Fire Engineer-BJ,,北京市,,"countries, the firm’s designers, engineers, architects, planners... Engineering, Safety Engineering..."
102,102,最新Basic Library R&D Engineer,,北京市,,"Go or Python programming language 2. Knowledge of design patterns, operating systems, and network..."
103,103,Senior Data Engineer – QuantumBlack,,北京市,,"data engineers, data scientists, machine learning engineers, digital consultants, designers, project..."
104,104,"最新R&D Engineer 4, Software",,北京市,,"software engineer to join an... fields (Electrical Engineering, Computer Engineering or equivalent..."
105,105,"Software Dev Engineer, SFS",,北京市,,"looking for engineer... strong... results. Participate... design, development, implementation..."
106,106,Senior Research Engineer in Natural Language Processing 高级NL...,,北京市,,"research engineers to design... interesting engineering, product and design challenges. We're..."
107,107,Senior Design Engineer,,北京市,,CoC engineering and Design... designengineers’ work 为设计工程师担任的工作准备技术文件 • Responsible engineer...
108,108,Analog IC Design Engineer,,北京市,,design and SPICE simulation; working... layout engineer on layout procedures and IC design...
109,109,Ethernet SW Application Engineer,,北京市,,Engineer(PAE) is primarily a Sr. Ethernet Software Engineer... compute and design � Highly...
110,110,最新Front-end Engineer,,北京市,,"engineers, etc. to complete the front-end design, development... its design principles 3. Good..."
111,111,Software Engineer II - Forecasting,,北京市,,"best engineering practices, including the use of design patterns... bigdata design experience..."
112,112,Staff Analog Engineer for PMIC,,北京市,,"design, including blocks design... topology design. . Work closely with layout designer for layout..."
113,113,最新Machine Learning Engineer - Camera Algorithm,,北京市,,algorithm engineer will work... design of sensing and compute architectures Track record of design...
114,114,R&D Engineer,,北京市,,"Applies research and principles of engineering... planning, design, development, documentation..."
115,115,最新Software Engineer 2,,北京市,,"an engineer, you will play a critical role... team. You will need to understand the design, code..."
116,116,Structural Engineer,,北京市,,"firm’s designers, engineer... detailing the systems designed. System design calculations. Report..."
117,117,Software Engineer 2 - Edge Mobile,,北京市,,"design, whatever makes the best sense... product. The role would require strong design..."
118,118,最新Backend Architecture Engineer,,北京市,,"Participate... architecture design and implementation of data... system design ability, good code..."
119,119,Stress Engineer (Local contract)- ACOEM,,北京市,,aeronautical or mechanical engineering. · 5 years+ in aviation... Beijing) Engineering Centre...
120,120,GCG Facility Management Engineer,,北京市,,large design and construction projects involving engineering... Review engineering design...
121,121,DPAS RTB Support L2 Engineer,,北京市,,"key strategy, design and delivery... architects, engineers, business analyst, service designers..."
122,122,IOT FAE,,北京市,,"product design, responsible for design assistance including onsite visits to review designs, examine..."
123,123,Research Hardware Development Engineer,,北京市,,"hardware engineers to develop... OS/Hyper-V software, Hardware design, etc.), especially to ensure..."
124,124,Sr. Electrical Design Engineer,,北京市,,Sr. Electrical DesignEngineer Responsibilities 1、依据电气相关的国家标准和用户... technology and engineering Group...
125,125,Interior Designer,,北京市,,"design with great design skills... design story, support the senior designer on design deliverables..."
126,126,"Product Engineer , plant support",,北京市,,calibration engineers to ensure... engineering budget for programs. Lead or support the engineering...
127,127,Bioinformatics Engineer,,北京市,,"bioinformatics software and statistical methods； Design, develop and maintain various processes..."
128,128,Product Quality Engineer,,北京市,,"Engineers, process engineer... manufacture engineering, SQEs, designengineering Lead analysis..."
129,129,Lead Software Engineer- Video Engineering Backend,,北京市,,"SUMMARY Hulu’s global Video Engineering team is seeking an... via appealing design, efficient..."
130,130,Pre-Sales Engineer,,北京市,,dynamic and innovative team in design and development of a Trading... quantitative/engineering related...
131,131,Field Applications Engineer,,北京市,,hands-on design-in support. You... BS in electrical engineering. Master's degree in engineering...
132,132,Big Data Engineer,,北京市,,"Statistics, Engineering) Job summary Do you want... forefront of engineering big data..."
133,133,Senior Wireless Base Station PHY SW Engineer,,北京市,,"design, software implementation and optimization. - 5G link-system level algorithm design..."
134,134,Siemens Mobility China - RI - DCS Engineer - Beijing,,北京市,,Electrical Engineer to shape... 3 years’ experience in Network design... security in mind...
135,135,SoC Design Engineer (video editor decode),,北京市,,design is preferred 3. Familiar with ASIC design flow... solid RTL Coding capability and design...
136,136,最新Data scientist /Machine Learning Engineer,,北京市,,learning engineer... passion... applying machine learning engineer to real business problems...
137,137,3D Engineer,,北京市,,"design (architecture, design... software engineers, technical artists, UI/UX designers, applied..."
138,138,最新Project Engineer,,北京市,,"Engineering design including system design, hardware design... design including system design..."
139,139,SIEMENS Machine Tools OEM Application Engineer 西门子机床OEM应用工程师,,北京市,,"Engineer 应用工程师 Why Choose us... OEM team, we are looking for MTS application engineer, who..."
140,140,最新Mechanical Structure Designer,,北京市,,"PCB design to create electronic Computer Assistant Design (eCAD... Engineering, Material Engineering..."
141,141,"R&D Engineer, Expert, SW/FW - G10400",,北京市,,"software R&D engineer of Keysight, you will design and develop... Electronics Engineering, Computer..."
142,142,最新Test Development Engineer (video direction )-Pico,,北京市,,"design 2. Develop test plans, evaluate product quality, and design... requirements and design, conduct..."
143,143,最新Lead Software Engineer - Identity Management Data,,北京市,,"exceptional addition to our engineering team... Lead Software... experience, design and program..."
144,144,Upgrade Production Engineer,,北京市,,including design drawings... avionics engineering; Knowledge on aircraft design or system...
145,145,SAP China iXp Intern - Center of Expertise (CoE) Associate S...,,北京市,,world-class Engineering Services... design specifications based on functional design specification...
146,146,"Solns Engineer, Advanced",,北京市,,future product design that meets... solutions engineering sales assignments Leads solutions engineer...
147,147,Machine Learning Engineer,,北京市,,"clients, conduct feasibility analysis and solution design for specific fields, usage scenarios..."
148,148,"Staff Engineer Beijing, Beijing",,北京市,,development. Design and execute... Engineering and Technology Subcategory: Software Engineering...
149,149,Software Engineer 3,,北京市,,"apply, process design and redesign skills. Presents and defends architectural, design and technical..."
150,0,DFT Engineer (Design For Testability),Sevitech Systems Pvt ltd.,"Remote in Bengaluru, Karnataka","₹15,00,000 - ₹50,00,000 a year","Analyze design and propose best compression technique.BTech. / M. Tech. with 3+ years of experience as a DFT Engineer,.Debug and resolve the DRC issues."
151,1,Remote - Experienced NETWIN Design Engineer,CCI Systems Private Limited,"Temporarily Remote in Bengaluru, Karnataka","₹3,00,000 - ₹9,50,000 a year","Cable TV, RF and Fiber (FTTx) design experience a must.Ambitious and personable people who have experience with FTTH and HFC design software."
152,2,newStaff Engineer - ASIC Design,Micron,"Bengaluru, Karnataka",,Be able to synthesis RTL design and analyze its timing report.Be able to write RTL code with System VerilogHDL.Experience with any Git framework.
153,3,newJunior Design Engineer 2-India,"Kennametal, Inc.","Bengaluru, Karnataka",,"With over 80 years as an industrial technology leader, Kennametal Inc. delivers productivity to customers through materials science, tooling and wear…"
154,4,newSolidWorks Design Engineer,V3 Technologies,"Peenya, Bengaluru, Karnataka","₹15,000 - ₹25,000 a month",Should be a Mechanical Engineer either DME or BE.Should have minimum one year experience in SolidWorks.Knowledge of 3D Modeling and Drawing creation with GD&T…
155,5,newDesign Engineer,GLOINNT,"Bengaluru, Karnataka","₹4,36,426 - ₹10,07,214 a year",Experience in design and sizing of Aircraft primary structural components and parts.Carry out Static calculations to assess design solutions using standard…
156,6,Design Engineer (CAD & CAM),Dynatech Tools and Devices,"Bengaluru, Karnataka","₹2,13,909 - ₹6,00,000 a year","Knowledge of MS Office and MS Excel.Job Types: Full-time, Regular / Permanent.Aerospace park, Bengaluru, Karnataka: Reliably commute or planning to relocate…"
157,7,newLogic Design Engineer,IBM,"Bengaluru, Karnataka",,3 to 8 years in the Logic design area.Drive design closure including test plan reviews and verification coverage.To think along with clients and sell.
158,8,newDesign Engineer,ANN Flud Dynamiks Pvt Ltd,"Bengaluru, Karnataka","₹15,000 a month","Job Types: Full-time, Regular / Permanent.Near Peenya 2nd Stage, Bangalore, Karnataka: Reliably commute or planning to relocate before starting work (Preferred…"
159,9,newEngineer - Transmission Design,Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka",,Exposure to Lightweight design concepts and optimzation techniques.Electric Drive Unit - Houisng design and development activities.
160,10,Design Engineer - Mech,ABB,"Hybrid remote in Bengaluru, Karnataka",,Preparation of detailed drawings from preliminary design.Strong engineering background with knowledge of Sheet metal design & Busbar sizing.
161,11,Design Engineer,Reva project engineers,"Bengaluru, Karnataka","₹15,000 - ₹25,000 a month","Mechanical design: 1 year (Preferred).Experience in Creo Parametric, Solidworks and Autocad is preferable.Job Types: Full-time, Regular / Permanent."
162,12,Design Engineer,Schneider Electric,"Bengaluru, Karnataka",,"Experience in product design, production Engineering.Have manufacturing/tooling knowledge to deliver plastic parts design."
163,13,newJr. Design Engineer,Allied Moulded Enclosure Products India Pvt Ltd,"Bengaluru, Karnataka","₹3,00,000 a year",Allied’s global vision is to produce the highest quality products & deliver the highest level of customer service through its talented employee base.
164,14,Design Engineer: SPM/ Fixtures/ Robotics/ Machine Tools,Client of Automation Talent India,"Bengaluru, Karnataka","₹3,00,000 - ₹8,00,000 a year","Execute in depth engineering & analyses of design of child parts, sub-assemblies and structures, followed by simulation & analyses of complete machine."
165,15,newDesign Engineer (CAD),ALSTOM,"Bengaluru, Karnataka",,Should be capable of designing Auto-CAD/BIM drawings the various Telecom sub-systems for Urban/Mainline projects based on the project requirements.
166,16,Electrical Design Engineer,IC Pro Solutions,"Bengaluru, Karnataka",,Experience in Electrical design and development of control panel and Electrical architectures and troubleshooting electrical problems.
167,17,newSenior SPM Design Engineer,Syscon Instruments pvt ltd,"Bengaluru, Karnataka",,"Good understanding of overall design, conceptualization and Integration.Job responsibilities: Design of Special purpose machines, Audit the designs produced,…"
168,18,newDesign Engineer,cosmicnest Pvt Ltd,"Bengaluru, Karnataka",,"3-dimensional modeling by using Sketch-up, 3d max, v ray,.Job Types: Full-time, Regular / Permanent.Total work: 1 year (Preferred)."
169,19,Design Engineer,Endivite Technologies,"Bengaluru, Karnataka",,E1xperience on Electrical panel design and schematic Drawings using Solid works 2019 and Autocad software.Core (Technical / operational responsibilities e.g.…
170,20,Design Engineer,FBA CONSULTING ENGINEERS,"Basaveshwaranagar, Bengaluru, Karnataka",,"Experience - 5-10 years experience.Knowledge in Rivet & RCDC preferred.Job Types: Full-time, Contractual / Temporary.Total work: 5 years (Preferred)."
171,21,Technical design Assistant engineer -Excellent in Auto cad),Arvi Systems & Controls Pvt. Ltd,"Bengaluru, Karnataka",,Maintain updated project file of all the existing designs & new modifications and implementations.1.Collect the data of the new project (product) and prepare…
172,22,newNew Product Development Engineer- Chassis Design,Marutee Design and Engineering,"Bengaluru, Karnataka",,"Hands on knowledge in Casting, BIW, Sheetmetal Components design and their design guidelines.Knowledge of design processes, DFMEA."
173,23,"Design Engineer, Auto Cad Designer, automation",EBSL,"Bengaluru, Karnataka",,To make them easy to understand the designs.At least 3 5 years of experience in the calculations and design.Preparation of Layout and detail drawings.
174,24,Design Engineer,M/s Flutech Interiors India Pvt Ltd,"Bengaluru, Karnataka",,Designing the drawings for HVAC installation.Reading the BOQ descriptions and revising the drawings if required.Total work: 1 year (Preferred).
175,25,newIC Package Design Engineer,Intel,"Hybrid remote in Bengaluru, Karnataka",,Defines overall package performance and specification and realizes technology certification through layout design and test vehicle design.
176,26,OEM Design Engineer,Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka",,"Equipment concept design and layout creation.Assembly equipment design, planning, installation & commissioning.Time Study using MTM."
177,27,Analog Design,Samsung Electronics,"Bengaluru, Karnataka",,"Transistor level circuit designs, block architectures, design partitioning and full chip.Experience working with production test engineers to firm up design…"
178,28,"newProject Executive, Real Estate",Google,"Bengaluru, Karnataka",,"Consult and analyze construction agreements, design/consulting engineer appointments, and procurement methodologies.Experience in leading multi-cultural teams."
179,29,Design Engineer,Bharat Glass & Crockeries,"Bengaluru, Karnataka",,With Minimum Experience of 5- 7 years.Also We are looking for minimum of 1 year experience fresh Solid work Candidates.Total work: 5 years (Preferred).
180,30,newSERDES RTL/Logic Design Engineer,Intel,"Hybrid remote in Bengaluru, Karnataka",,"Test design using formal verification tools and functional verification environment.?Good knowledge of digital logic design, IP/SoC architecture and…"
181,31,Design Engineer,777Trinity Technologies,"Bengaluru, Karnataka","₹4,50,000 - ₹5,50,000 a year","Job Types: Full-time, Permanent.Job Types: Full-time, Regular / Permanent.Wiring Harness: 2 years (Preferred).UG NX: 2 years (Preferred)."
182,32,Automotive Design Engineer,Anthropos Consulting LLP,"Bengaluru, Karnataka","₹2,37,222 - ₹7,06,420 a year","Components and Assembly design knowledge Creo Surface modeling, GD &T.Should be able to work independently, generate concepts, develop manufactural designs &…"
183,33,NPME (Electrical System Engineer/ Electrical Design Engineer...,PERINT SYSTEMS,"Bengaluru, Karnataka","₹1,75,000 - ₹7,00,000 a year","2 or more years manufacturing/design engineering experience, or equivalent.Engineering Change Order/Number creation is part of the role, providing design…"
184,34,"Electromechanics/Electrotechnology, Design Engineer",Schneider Electric,"Bengaluru, Karnataka",,"Expertise in design of sheet metal and plastic part design.Need to source candidates who have relevant experience in new product design, who can create design…"
185,35,Design Engineer,QuEST Global Engineering,"Bengaluru, Karnataka",,"Modeling of Metallic , Sheet Metal , Composite and Manual drawing parts and Assemblies.B.E/B.Tech/BS-Aerospace Engineering."
186,36,PCB Layout Engineer,Intel,"Bengaluru, Karnataka",,Creates Logical Symbols Land pattern footprints of all types of electronic components mechanical parts Sockets mechanical drawings and other PCB related parts…
187,37,"Staff Engineer, Product Design Engineering",Western Digital,"Bengaluru, Karnataka",,"Serves as the central resource with design, process, manufacturing, test, quality and marketing as the product(s) move to production and distribution."
188,38,newPCB Design Engineer,Rehob Technologies,"Bengaluru, Karnataka","₹10,000 - ₹15,000 a month","Looking for Electrical/Electronic Engineers, Diploma holders (Fresher) for Design Engineer Trainee position at Bangalore Location."
189,39,newHardware/Board Design Engineer,Intel,"Hybrid remote in Bengaluru, Karnataka",,"Board design engineers at Intel have a great opportunity to enhance their skills in board and system design.Knowledge of Signal Integrity, Power Integrity, VR…"
190,40,Electrical Design Engineer,buildAhome,"Bengaluru, Karnataka",,"Preparing BOQ for MEP designs, periodic site visits.Lighting requirement calculations and earthing calculations for electrical systems and for lightning…"
191,41,Design Engineer (Mechanical),Dynatech Tools and Devices,"Bengaluru, Karnataka","₹2,14,075 - ₹6,00,000 a year","MS Excel and MS Office.Job Types: Full-time, Regular / Permanent.Bengaluru - 562129, Karnataka: Reliably commute or planning to relocate before starting work …"
192,42,newDesign and CAD Engineer,Marutee Design and Engineering,"Bengaluru, Karnataka",, Responsible for preparing and presenting mechanical designs at design reviews along with support design teams.
193,43,newPCB Design Engineer,CoiNel Technology Solutions,"Bengaluru, Karnataka",,Experience in tracing high-speed digital signal circuits.Experience in tracing low-voltage analog circuits.Experience in OrCAD 16.3 and above.
194,44,newDesign Engineer- Inventor Fixture,Acebrain Technology,"Bengaluru, Karnataka",,Should have 2 to 5 years of experience in designing of fixture.Hands on experience in inventor.
195,45,newPCB Design Engineer,CoiNel Technology Solutions,"Bengaluru, Karnataka",,Experience in tracing high-speed digital signal circuits.Experience in tracing low-voltage analog circuits.Experience in OrCAD 16.3 and above.
196,46,newDesign Engineer- Inventor Fixture,Acebrain Technology,"Bengaluru, Karnataka",,Should have 2 to 5 years of experience in designing of fixture.Hands on experience in inventor.
197,47,newVLSI Physical Design Planning-Vlsi Engineer,Wipro Limited,"Bengaluru, Karnataka",,"Requires extensive knowledge of at least one design area.Responsible for the circuit design, circuit debugging, Design entry using HDL, Integration, Simulation…"
198,48,newTest Engineer,Wipro Limited,"Bengaluru, Karnataka",,To design and execute the automation framework and reporting.Understanding the test requirements and test case design of theproduct.
199,49,newCAD Specialist I,AECOM,"Hybrid remote in Bengaluru, Karnataka",,"Performs routine applications, scale and edit assignments involving the use of computer aided design and drafting equipment and other graphics software (e.g.…"
200,50,newAssociate Engineer- CAB Interiors,Volvo Group,"Bengaluru, Karnataka",,Basic knowledge of sheet metal design and development is preferred.Interior Living Group is a design team within Cabin Engineering Department of Vehicle…
201,51,Fuel cell component Design Engineer / Thermotechnology (M/PJ...,Bosch Group,"Bengaluru, Karnataka",,Perform design calculations and tolerance analysis.Independent handling of design activities & requirement handling.Hydrogen fuel cell stack development.
202,52,System Design Engineer- Driver Visibility,Volvo Group,"Bengaluru, Karnataka",,Documenting of Logical design & related signals and requirements in system engineering tool.Documenting of Logical design & related signals and requirements in…
