,title,company,salary,summary
102,Architect & Design Sales Manager,COSENTINO,,"Promote organization’s products in formal presentations to architects, designers and targeted organizations.Develop new project opportunities through personal…"
103,Senor Electrical Component Engineer (Hybrid),Raytheon Intelligence & Space,,"This position will require day to day interface with suppliers (vendors), designers, Parts Management (PM), Product Development Engineering (PDE), Electronic…"
104,Sr. Contamination Control Engineer (onsite),Raytheon Intelligence & Space,,"Support design, development, manufacturing and assembly from a contamination control prospective, verify materials requirements, translate requirements into…"
105,Software Engineer V,Teledyne Controls,,"Teledyne Controls, LLC, is looking for an experienced Senior Software Engineer to lead the design and development of Web-based and Cloud-based data distribution…"
106,"Lead Systems Engineer, EO/IR",Raytheon Intelligence & Space,,"This position reports to the SEIT IPTL, and interfaces directly with the Chief Engineer, customers and across all IPTs, including system architects, and system…"
107,Electronics Test Engineer,Canoo Technologies Inc.,,The Electronics Test Engineer is responsible for the development and execution of equipment to perform tests and validate that the company’s products satisfy…
108,Product Manager Data Specialist,SprintRay,,"Support a Product Team: Learn with product managers, designers, and engineers.BA or BS in Industrial Engineering, Computer Science, Management Information…"
109,MES Consultant Senior Analyst,Accenture,,"Assist the senior designer in Design/Author/Develop/Configure of Electronic Batch Records (EBR).Assist the senior designer in the design, development,…"
110,Product Management Manager,Deloitte,,"You'll work with teams of advisors, engineers, analysts and UX designers to build technology and define service offerings."
111,Product Manager II,BlackLine,,"They will keep abreast of market research, competitive intelligence, accounting/finance news, and software trends.Excellent analytical and quantitative skills."
112,"Vice President, Business Development & Community Relations",San Diego County Credit Union,,Track record of applying critical thinking and emotional intelligence skills in a wide variety of situations.Develop effective strategies to garner interest in…
113,Senior Application UI/UX Designer,3Insys Limited Liability,,"5+ years of experience as a user experience designer, interaction designer, software product designer or similar role."
114,Manager - Search,GSI,,"Work with UX/UI designers, web developers and client marketing teams to ensure all site updates and designs align with SEO best practices."
115,Senior iOS Engineer,PickTrace,,"Represent and drive mobile related initiatives by aligning cross functionally with engineers, product managers, designers, and leaders."
116,Powertrain Process Engineer,Canoo Technologies Inc.,,"Participate in MFG Development Builds.Lead MFG Equipment procurement, equipment buyoff, installation and validation of Powertrain machinery."
117,Pursuit Manager-Government & Public Services,Deloitte,,"Provide oversight and guidance to assigned Pursuit COE team members - designers (graphics + formatting), writers/editors, and compliance/quality reviewers."
118,SAP Cloud Migration Consultant,Accenture,,"Develop analysis of cloud technology architecture design in coordination with designers, architects, developers, and business analysts."
119,newElectrical Engineer – LV Electronics Engineering,Canoo Technologies Inc.,,The Electrical Engineer is responsible for leading the development and sourcing of the in-house control units and to ensure the products satisfy all…
120,newElectrical Engineer – LV Electronics Engineering,Canoo Technologies Inc.,,The Electrical Engineer is responsible for leading the development and sourcing of the in-house control units and to ensure the products satisfy all…
121,newFPGA Lead Engineer,Geologics Corporation,,GeoLogics is seeking a lead Signal Processing Hardware Designer who is able to design to the circuit board level.Secret Clearance is a plus.
122,Embedded Software Engineer – Power Electronics Lead,Canoo Technologies Inc.,,The Embedded Software Engineer Power Electronics Lead will technically lead and manage the PE firmware team to develop real time low level embedded software for…
123,Senior Power Electronics Test Engineer - Inverter,Canoo Technologies Inc.,,"The Senior Power Electronics Test Engineer – Inverter is responsible for validation, analysis and troubleshooting of traction inverter components and assembly."
124,Sr. to Principal Electrical Engineer - SiGe MMIC - (Telecomm...,Raytheon Intelligence & Space,,We are open to various years of experience and various seniority levels.The work is focused on RF and mmWave IC design in SiGe and CMOS technologies.
125,"Insight-Led Strategy Manager, Media & Audience",Deloitte,,Experience analyzing CX data and working with CX platforms to fuel business intelligence; attrition propensity modeling is a plus.Open to travel as needed.
126,Digital Products - Associate Product Manager,PRICE WATERHOUSE COOPERS,,"Actively contributing on multidisciplinary product teams and collaborating with designers, business users, and developers to innovate and drive product…"
127,"Manager, Investor Relations",Blizzard Entertainment,,"Prepare market and competitive intelligence presentations for senior leadership team.Build a deep understanding of Activision Blizzard’s strategy, market…"
128,Senior Engineer - Ladder Frame,Canoo Technologies Inc.,,"Design and development of Body-in-White system to meet vehicle requirements (function, cost, weight).Develop the architecture and propose alternative engineer…"
129,CI&E Product Manager - Manager,PRICE WATERHOUSE COOPERS,,"Collaborating with small multidisciplinary product teams and collaborating with designers, business users and developers to innovate and drive product…"
130,Sr. Digital Modeler,Canoo Technologies Inc.,,The digital modeler bridges the gap between styling and engineering by bringing conceptual designs into reality through high fidelity digital surface models.
131,Sr Principal ASIC / MMIC EDA Applications Engineer,Raytheon Intelligence & Space,,Advocate for modern best-practices in EDA flow and cross-train ASIC designers.The Digital Technology (DT) Engineering Solutions – Electrical Engineering team…
132,Sr. Manager - Private Banking Technology Platform,City National Bank,,"Will require engagement with other members of the Digital team consisting of business/product analysts, UX designers, developers, data architect, QA to deliver…"
133,Software Engineer,"Applied Minds, LLC",,"This individual will work closely with a multi-disciplinary team consisting of end-users, UI/UX designers, graphic designers, scientists, and subject matter…"
134,SAP Business Technology Platform (BTP) Consultant,Accenture,,"Develop analysis of technology architecture design in coordination with designers, architects, developers, and business analysts."
135,Customer Service Transformation Manager - Senior Manager,Accenture,,Artificial intelligence and front-end digital platforms.Have hands on experience with artificial intelligence and conversational design.
136,Growth Program Manager - International Markets,Snapchat,,"You will provide guidance and business critical intelligence to the organization about our community growth, project manage cross-functional initiatives, and be…"
137,newSAP Tech Arch Manager,Accenture,,"Develop analysis of technology architecture design in coordination with designers, architects, developers, and business analysts."
138,Systems Integration Engineer – Diagnostic Software,Canoo Technologies Inc.,,"As a Systems Integration Engineer for Diagnostic Software, you will lead the architecture and implementation of diagnostic functionality within Canoo’s vehicle…"
139,Staff Accountant,Canoo Technologies Inc.,,"Prepare journal entries for all payrolls processed to account for wages, bonuses, taxes and benefits.Book allocations for healthcare and benefits monthly."
140,"Senior Software Engineer, Application Development",Deloitte,,"Collaborate with UX/UI designers to implement design into the code.Eager to work with fellow developers, user experience designers, and product owners."
141,Senior Chassis Systems Engineer,Canoo Technologies Inc.,,"Design and develop state of the art chassis systems, and their interactions with other vehicle systems, covering a variety of engineering tasks."
142,Battery Design Release Engineer,Canoo Technologies Inc.,,The Battery Design Engineer will be responsible for the mechanical design and engineering of various high voltage and high energy content Battery Packs for…
143,Cloud Data Engineer-Solution Specialist-Virtual,Deloitte,,"Together with the Strategy practice, our Strategy & Analytics portfolio helps clients transform their business by architecting organizational intelligence…"
144,Senior Digital Account Executive,RALLY,,"Intellectual curiosity, high emotional intelligence, and sense of humor.Manage third-party vendors including website development, freelance designers,…"
145,SAP Tech Arch Senior Manager,Accenture,,"Develop analysis of technology architecture design in coordination with designers, architects, developers, and business analysts."
146,Designer 1,Motet Design Group,,Entry Level Applicants should have a minimum level of 1-3 years experience alongside education in Design and/or Architecture.
147,Designer - Fashion/Apparel,DANCE & MARVEL,,Use trend intelligence and understanding of current and historical business to design and execute desired vision.Meet with fabric vendors for fabric selection.
148,Instructional Designer,Pacvue,,"Lead the full cycle of project/program management (including needs analysis, design, development, implementation, and evaluation)."
149,"newAnalyst - Insights, Business Intelligence (Wild Rift)",Riot Games,,"Two or more years of experience in business intelligence, systems analysis, or related fields.We are part of an interdisciplinary team that works with Rioters…"
