,title,company,salary,summary
60,Senior Business Controller/Finance Manager,GoSpooky,,"Have experience in a broad senior finance role and with project-based work preferably in the media industry.As the Senior Business Controller/Finance Manager,…"
61,3D Modeler - Automotive,INDG,,"He or she is on top of new developments and techniques within the skillset, and eager to support the team in creating an amazing array of new content."
62,Recruiter,INDG,,"Experience in using social media to direct source candidates.Grip moves classic media creation efforts into the cloud, effectively virtualising production."
63,Office Manager,GoSpooky,,As the Office Manager you are responsible for overseeing and supporting all administrative duties in the office and ensuring the office is operating smoothly.
64,Talent Acquisition Intern,GoSpooky,,You will play a key role in our talent acquisition operations and have the chance to build strong and effective relationships with internal stakeholders at all…
65,Head of Sales & Partnerships,Fangage,,You will be responsible for leading the company sales performance and have direct oversight of all commercial activities.
66,Asset Producer,INDG,,"Clients include Adidas, Yamaha, Ralph Lauren, Electrolux, and Philips.It’s based on photorealistic 3D, capitalising on INDG’s twenty-year-long experience in…"
67,UX Designer,Fangage,,"As a UX Designer, you will be performing regular user researches, running some iterations of wireframes or other prototypes for important new features in order…"
68,People & Culture Director,GoSpooky,,"Like to stay up-to-date with trends and implement new learnings where possible.Through offering the right training and coaching programs, you will help our…"
69,Client Lead,GoSpooky,,Have solid knowledge of the digital marketing industry and social media in particular - agency experience is a big plus.
70,Senior Project Manager,GoSpooky,,"You will be responsible for managing resources and output across multiple departments (creative, design, video, AR) from brief to evaluation."
71,Creator Campaign Manager,GoSpooky,,You will be responsible for building and maintaining strong relationships with key content creators and stakeholders across different platforms and markets.
72,Project Manager AR,GoSpooky,,"Uses social media daily and is obsessed with filters, lenses and tech.You will be responsible for managing resources and output across multiple departments…"
73,Digital Campaign Manager,FUGA,,"Minimum of 5+ years experience working within a label, artist management or music distribution company.You will provide world-leading promotional, digital…"
74,Senior Creative Developer (AR),GoSpooky,,You will closely collaborate with our 2D & 3D (concepting) artists and claim your part in our AR production pipeline.
75,Senior Business Controller/Finance Manager,GoSpooky,,"Have experience in a broad senior finance role and with project-based work preferably in the media industry.As the Senior Business Controller/Finance Manager,…"
76,Production Intern,GoSpooky,,"Are a third or final year student in media/entertainment management, communications, production or equivalent.Have a driver's licence."
77,nieuwBusiness Development Intern,Ado Ato Pictures,,"Interest in the arts and new technologies.Actively approach partners who engage with us via various channels (such as website, social media)."
78,Creator (Dutch Speaking),VaynerMedia LLC,,"Has a demonstrable passion for making creative content across a spectrum of media platforms - social, streaming, AR, music, film, interactive, etc."
79,Head of Sales & Partnerships,Fangage,,You will be responsible for leading the company sales performance and have direct oversight of all commercial activities.
80,Office Manager,GoSpooky,,As the Office Manager you are responsible for overseeing and supporting all administrative duties in the office and ensuring the office is operating smoothly.
81,Project Manager AR,GoSpooky,,"Uses social media daily and is obsessed with filters, lenses and tech.You will be responsible for managing resources and output across multiple departments…"
82,Asset Producer,INDG,,"Clients include Adidas, Yamaha, Ralph Lauren, Electrolux, and Philips.It’s based on photorealistic 3D, capitalising on INDG’s twenty-year-long experience in…"
83,Senior Project Manager,GoSpooky,,"You will be responsible for managing resources and output across multiple departments (creative, design, video, AR) from brief to evaluation."
84,Creator Campaign Manager,GoSpooky,,You will be responsible for building and maintaining strong relationships with key content creators and stakeholders across different platforms and markets.
85,Digital Campaign Manager,FUGA,,"Minimum of 5+ years experience working within a label, artist management or music distribution company.You will provide world-leading promotional, digital…"
86,Senior Creative Developer (AR),GoSpooky,,You will closely collaborate with our 2D & 3D (concepting) artists and claim your part in our AR production pipeline.
87,People & Culture Director,GoSpooky,,"Like to stay up-to-date with trends and implement new learnings where possible.Through offering the right training and coaching programs, you will help our…"
88,Client Lead,GoSpooky,,Have solid knowledge of the digital marketing industry and social media in particular - agency experience is a big plus.
89,Talent Acquisition Intern,GoSpooky,,You will play a key role in our talent acquisition operations and have the chance to build strong and effective relationships with internal stakeholders at all…
90,Senior Business Controller/Finance Manager,GoSpooky,,"Have experience in a broad senior finance role and with project-based work preferably in the media industry.As the Senior Business Controller/Finance Manager,…"
91,3D Modeler - Automotive,INDG,,"He or she is on top of new developments and techniques within the skillset, and eager to support the team in creating an amazing array of new content."
92,Recruiter,INDG,,"Experience in using social media to direct source candidates.Grip moves classic media creation efforts into the cloud, effectively virtualising production."
93,Office Manager,GoSpooky,,As the Office Manager you are responsible for overseeing and supporting all administrative duties in the office and ensuring the office is operating smoothly.
94,Talent Acquisition Intern,GoSpooky,,You will play a key role in our talent acquisition operations and have the chance to build strong and effective relationships with internal stakeholders at all…
95,Head of Sales & Partnerships,Fangage,,You will be responsible for leading the company sales performance and have direct oversight of all commercial activities.
96,Asset Producer,INDG,,"Clients include Adidas, Yamaha, Ralph Lauren, Electrolux, and Philips.It’s based on photorealistic 3D, capitalising on INDG’s twenty-year-long experience in…"
97,UX Designer,Fangage,,"As a UX Designer, you will be performing regular user researches, running some iterations of wireframes or other prototypes for important new features in order…"
98,People & Culture Director,GoSpooky,,"Like to stay up-to-date with trends and implement new learnings where possible.Through offering the right training and coaching programs, you will help our…"
99,Client Lead,GoSpooky,,Have solid knowledge of the digital marketing industry and social media in particular - agency experience is a big plus.
100,Senior Project Manager,GoSpooky,,"You will be responsible for managing resources and output across multiple departments (creative, design, video, AR) from brief to evaluation."
101,Creator Campaign Manager,GoSpooky,,You will be responsible for building and maintaining strong relationships with key content creators and stakeholders across different platforms and markets.
102,Project Manager AR,GoSpooky,,"Uses social media daily and is obsessed with filters, lenses and tech.You will be responsible for managing resources and output across multiple departments…"
103,Digital Campaign Manager,FUGA,,"Minimum of 5+ years experience working within a label, artist management or music distribution company.You will provide world-leading promotional, digital…"
104,Senior Creative Developer (AR),GoSpooky,,You will closely collaborate with our 2D & 3D (concepting) artists and claim your part in our AR production pipeline.
105,Senior Business Controller/Finance Manager,GoSpooky,,"Have experience in a broad senior finance role and with project-based work preferably in the media industry.As the Senior Business Controller/Finance Manager,…"
106,Production Intern,GoSpooky,,"Are a third or final year student in media/entertainment management, communications, production or equivalent.Have a driver's licence."
107,nieuwBusiness Development Intern,Ado Ato Pictures,,"Interest in the arts and new technologies.Actively approach partners who engage with us via various channels (such as website, social media)."
108,Creator (Dutch Speaking),VaynerMedia LLC,,"Has a demonstrable passion for making creative content across a spectrum of media platforms - social, streaming, AR, music, film, interactive, etc."
109,Head of Sales & Partnerships,Fangage,,You will be responsible for leading the company sales performance and have direct oversight of all commercial activities.
110,Office Manager,GoSpooky,,As the Office Manager you are responsible for overseeing and supporting all administrative duties in the office and ensuring the office is operating smoothly.
111,Project Manager AR,GoSpooky,,"Uses social media daily and is obsessed with filters, lenses and tech.You will be responsible for managing resources and output across multiple departments…"
112,Asset Producer,INDG,,"Clients include Adidas, Yamaha, Ralph Lauren, Electrolux, and Philips.It’s based on photorealistic 3D, capitalising on INDG’s twenty-year-long experience in…"
113,Senior Project Manager,GoSpooky,,"You will be responsible for managing resources and output across multiple departments (creative, design, video, AR) from brief to evaluation."
114,Creator Campaign Manager,GoSpooky,,You will be responsible for building and maintaining strong relationships with key content creators and stakeholders across different platforms and markets.
115,Digital Campaign Manager,FUGA,,"Minimum of 5+ years experience working within a label, artist management or music distribution company.You will provide world-leading promotional, digital…"
116,Senior Creative Developer (AR),GoSpooky,,You will closely collaborate with our 2D & 3D (concepting) artists and claim your part in our AR production pipeline.
117,People & Culture Director,GoSpooky,,"Like to stay up-to-date with trends and implement new learnings where possible.Through offering the right training and coaching programs, you will help our…"
118,Client Lead,GoSpooky,,Have solid knowledge of the digital marketing industry and social media in particular - agency experience is a big plus.
119,Talent Acquisition Intern,GoSpooky,,You will play a key role in our talent acquisition operations and have the chance to build strong and effective relationships with internal stakeholders at all…
120,Senior Business Controller/Finance Manager,GoSpooky,,"Have experience in a broad senior finance role and with project-based work preferably in the media industry.As the Senior Business Controller/Finance Manager,…"
121,3D Modeler - Automotive,INDG,,"He or she is on top of new developments and techniques within the skillset, and eager to support the team in creating an amazing array of new content."
122,Recruiter,INDG,,"Experience in using social media to direct source candidates.Grip moves classic media creation efforts into the cloud, effectively virtualising production."
123,Office Manager,GoSpooky,,As the Office Manager you are responsible for overseeing and supporting all administrative duties in the office and ensuring the office is operating smoothly.
124,Talent Acquisition Intern,GoSpooky,,You will play a key role in our talent acquisition operations and have the chance to build strong and effective relationships with internal stakeholders at all…
125,Head of Sales & Partnerships,Fangage,,You will be responsible for leading the company sales performance and have direct oversight of all commercial activities.
126,Asset Producer,INDG,,"Clients include Adidas, Yamaha, Ralph Lauren, Electrolux, and Philips.It’s based on photorealistic 3D, capitalising on INDG’s twenty-year-long experience in…"
127,UX Designer,Fangage,,"As a UX Designer, you will be performing regular user researches, running some iterations of wireframes or other prototypes for important new features in order…"
128,People & Culture Director,GoSpooky,,"Like to stay up-to-date with trends and implement new learnings where possible.Through offering the right training and coaching programs, you will help our…"
129,Client Lead,GoSpooky,,Have solid knowledge of the digital marketing industry and social media in particular - agency experience is a big plus.
130,Senior Project Manager,GoSpooky,,"You will be responsible for managing resources and output across multiple departments (creative, design, video, AR) from brief to evaluation."
131,Creator Campaign Manager,GoSpooky,,You will be responsible for building and maintaining strong relationships with key content creators and stakeholders across different platforms and markets.
132,Project Manager AR,GoSpooky,,"Uses social media daily and is obsessed with filters, lenses and tech.You will be responsible for managing resources and output across multiple departments…"
133,Digital Campaign Manager,FUGA,,"Minimum of 5+ years experience working within a label, artist management or music distribution company.You will provide world-leading promotional, digital…"
134,Senior Creative Developer (AR),GoSpooky,,You will closely collaborate with our 2D & 3D (concepting) artists and claim your part in our AR production pipeline.
135,Senior Business Controller/Finance Manager,GoSpooky,,"Have experience in a broad senior finance role and with project-based work preferably in the media industry.As the Senior Business Controller/Finance Manager,…"
136,Production Intern,GoSpooky,,"Are a third or final year student in media/entertainment management, communications, production or equivalent.Have a driver's licence."
137,nieuwBusiness Development Intern,Ado Ato Pictures,,"Interest in the arts and new technologies.Actively approach partners who engage with us via various channels (such as website, social media)."
138,Creator (Dutch Speaking),VaynerMedia LLC,,"Has a demonstrable passion for making creative content across a spectrum of media platforms - social, streaming, AR, music, film, interactive, etc."
139,Head of Sales & Partnerships,Fangage,,You will be responsible for leading the company sales performance and have direct oversight of all commercial activities.
140,Office Manager,GoSpooky,,As the Office Manager you are responsible for overseeing and supporting all administrative duties in the office and ensuring the office is operating smoothly.
141,Project Manager AR,GoSpooky,,"Uses social media daily and is obsessed with filters, lenses and tech.You will be responsible for managing resources and output across multiple departments…"
142,Asset Producer,INDG,,"Clients include Adidas, Yamaha, Ralph Lauren, Electrolux, and Philips.It’s based on photorealistic 3D, capitalising on INDG’s twenty-year-long experience in…"
143,Senior Project Manager,GoSpooky,,"You will be responsible for managing resources and output across multiple departments (creative, design, video, AR) from brief to evaluation."
144,Creator Campaign Manager,GoSpooky,,You will be responsible for building and maintaining strong relationships with key content creators and stakeholders across different platforms and markets.
145,Digital Campaign Manager,FUGA,,"Minimum of 5+ years experience working within a label, artist management or music distribution company.You will provide world-leading promotional, digital…"
146,Senior Creative Developer (AR),GoSpooky,,You will closely collaborate with our 2D & 3D (concepting) artists and claim your part in our AR production pipeline.
147,People & Culture Director,GoSpooky,,"Like to stay up-to-date with trends and implement new learnings where possible.Through offering the right training and coaching programs, you will help our…"
148,Client Lead,GoSpooky,,Have solid knowledge of the digital marketing industry and social media in particular - agency experience is a big plus.
149,Talent Acquisition Intern,GoSpooky,,You will play a key role in our talent acquisition operations and have the chance to build strong and effective relationships with internal stakeholders at all…
150,Senior Business Controller/Finance Manager,GoSpooky,,"Have experience in a broad senior finance role and with project-based work preferably in the media industry.As the Senior Business Controller/Finance Manager,…"
